free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_from_discontinued_financing_activities,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_from_discontinued_investing_activities,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_from_discontinued_operating_activities,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date
611700000.0,-170400000.0,-162100000.0,-109000000.0,-93600000.0,37400000.0,89900000.0,1373100000.0,1189000000.0,54200000.0,129900000.0,-494800000.0,0.0,-494800000.0,-5500000.0,71200000.0,-119000000.0,,-170400000.0,-170400000.0,-271100000.0,-271200000.0,-159300000.0,-111900000.0,100000.0,-2800000.0,2900000.0,-80600000.0,0.0,-80600000.0,9100000.0,2800000.0,7600000.0,-4800000.0,0.0,0.0,1100000.0,1100000.0,-93600000.0,705300000.0,0.0,705300000.0,83000000.0,276100000.0,,25300000.0,-22300000.0,-22300000.0,108300000.0,108300000.0,511000000.0,2022-12-31
434700000.0,-166900000.0,-390600000.0,350200000.0,-97700000.0,34900000.0,116100000.0,1391100000.0,1373100000.0,7600000.0,10400000.0,-265400000.0,,-265400000.0,-7500000.0,74300000.0,-124900000.0,-124900000.0,-166900000.0,-166900000.0,-40400000.0,0.0,,0.0,-40400000.0,-390600000.0,350200000.0,-256600000.0,,-256600000.0,200000.0,-46700000.0,10000000.0,-56700000.0,-113200000.0,-113200000.0,800000.0,800000.0,-97700000.0,532400000.0,,532400000.0,-28400000.0,-28400000.0,,21700000.0,100000.0,100000.0,96300000.0,96300000.0,442700000.0,2023-03-31
441000000.0,-153600000.0,-249100000.0,1600000.0,-95400000.0,25400000.0,208300000.0,1325100000.0,1391100000.0,-45300000.0,-20700000.0,-438600000.0,,-438600000.0,-1300000.0,88800000.0,-125000000.0,-125000000.0,-153600000.0,-153600000.0,-247500000.0,0.0,,0.0,-247500000.0,-249100000.0,1600000.0,-118500000.0,,-118500000.0,4800000.0,-28700000.0,53800000.0,-82500000.0,0.0,0.0,800000.0,800000.0,-95400000.0,536400000.0,,536400000.0,-35900000.0,-35900000.0,,23800000.0,-5500000.0,-5500000.0,94100000.0,94100000.0,465300000.0,2023-06-30
543400000.0,-149300000.0,-3200000.0,2200000.0,-74700000.0,28800000.0,99400000.0,1481500000.0,1325100000.0,-14000000.0,170400000.0,-118400000.0,,-118400000.0,-3000000.0,160000000.0,-125100000.0,-125100000.0,-149300000.0,-149300000.0,-1000000.0,0.0,0.0,0.0,-1000000.0,-3200000.0,2200000.0,-329300000.0,,-329300000.0,-100000.0,-75600000.0,4000000.0,-79600000.0,-179400000.0,-179400000.0,500000.0,500000.0,-74700000.0,618100000.0,,618100000.0,-26500000.0,-26500000.0,0.0,26900000.0,-1700000.0,-1700000.0,101000000.0,101000000.0,518400000.0,2023-09-30
736800000.0,-115300000.0,-5400000.0,900000.0,-105000000.0,40100000.0,136600000.0,1475000000.0,1481500000.0,31000000.0,-37500000.0,-190000000.0,,-190000000.0,-16000000.0,71400000.0,-125600000.0,-125600000.0,-115300000.0,-115300000.0,-4500000.0,0.0,0.0,0.0,-4500000.0,-5400000.0,900000.0,-689300000.0,,-689300000.0,0.0,91600000.0,178500000.0,-86900000.0,-677800000.0,-677800000.0,1900000.0,1900000.0,-105000000.0,841800000.0,,841800000.0,232800000.0,83000000.0,0.0,26600000.0,-51700000.0,-51700000.0,115000000.0,115000000.0,519100000.0,2023-12-31
505200000.0,-153800000.0,-1100000.0,0.0,-94300000.0,32800000.0,130100000.0,1857100000.0,1475000000.0,-24200000.0,406300000.0,-176200000.0,,-176200000.0,-2900000.0,113300000.0,-131700000.0,-131700000.0,-153800000.0,-153800000.0,-1100000.0,0.0,,,-1100000.0,-1100000.0,0.0,-17000000.0,,-17000000.0,1100000.0,75700000.0,87600000.0,-11900000.0,0.0,0.0,500000.0,500000.0,-94300000.0,599500000.0,,599500000.0,-82000000.0,-82000000.0,,23800000.0,1900000.0,1900000.0,103800000.0,103800000.0,552000000.0,2024-03-31
