tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-1823687.539532,0.191967,787300000.0,-9500000.0,-9500000.0,507500000.0,108300000.0,2201700000.0,777800000.0,669500000.0,-37100000.0,37100000.0,515176312.460468,507500000.0,2563600000.0,666100000.0,619500000.0,594900000.0,0.82,0.85,507500000.0,507500000.0,507500000.0,-3500000.0,511000000.0,0.0,511000000.0,121400000.0,632400000.0,-6100000.0,3400000.0,-9500000.0,9500000.0,-37100000.0,37100000.0,675600000.0,361900000.0,361900000.0,1037500000.0,2201700000.0,3239200000.0,3239200000.0,2022-12-31
-1128600.0,0.209,697500000.0,-5400000.0,-5400000.0,439200000.0,96300000.0,2030600000.0,692100000.0,595800000.0,-35900000.0,35900000.0,443471400.0,439200000.0,2376900000.0,591700000.0,619900000.0,595100000.0,0.71,0.74,439200000.0,439200000.0,439200000.0,-3500000.0,442700000.0,,442700000.0,117200000.0,559900000.0,-1300000.0,4100000.0,-5400000.0,5400000.0,-35900000.0,35900000.0,597100000.0,346300000.0,346300000.0,943400000.0,2030600000.0,2974000000.0,2974000000.0,2023-03-31
306600.0,0.219,723600000.0,1400000.0,1400000.0,460500000.0,94100000.0,2062200000.0,725000000.0,630900000.0,-35000000.0,35000000.0,459406600.0,460500000.0,2430000000.0,619900000.0,618200000.0,595000000.0,0.74,0.77,460500000.0,460500000.0,460500000.0,-4800000.0,465300000.0,,465300000.0,130600000.0,595900000.0,7000000.0,5600000.0,1400000.0,-1400000.0,-35000000.0,35000000.0,623900000.0,367800000.0,367800000.0,991700000.0,2062200000.0,3053900000.0,3053900000.0,2023-06-30
-1638000.0,0.182,777100000.0,-9000000.0,-9000000.0,513900000.0,101000000.0,2150700000.0,768100000.0,667100000.0,-33600000.0,33600000.0,521262000.0,513900000.0,2532300000.0,657900000.0,622000000.0,597700000.0,0.83,0.86,513900000.0,513900000.0,513900000.0,-4400000.0,518300000.0,,518300000.0,115200000.0,633500000.0,200000.0,9200000.0,-9000000.0,9000000.0,-33600000.0,33600000.0,666900000.0,381600000.0,381600000.0,1048500000.0,2150700000.0,3199200000.0,3199200000.0,2023-09-30
-3561857.529306,0.219868,831600000.0,-16200000.0,-16200000.0,514400000.0,115000000.0,2227100000.0,815400000.0,700400000.0,-35000000.0,35000000.0,527038142.470694,514400000.0,2621300000.0,690000000.0,622300000.0,598200000.0,0.83,0.86,514400000.0,514400000.0,514400000.0,-4700000.0,519100000.0,,519100000.0,146300000.0,665400000.0,-5800000.0,10400000.0,-16200000.0,16200000.0,-35000000.0,35000000.0,706200000.0,394200000.0,394200000.0,1100400000.0,2227100000.0,3327500000.0,3327500000.0,2023-12-31
0.0,0.167044,804600000.0,0.0,0.0,548700000.0,103800000.0,2167300000.0,804600000.0,700800000.0,-38100000.0,38100000.0,548700000.0,548700000.0,2571500000.0,684800000.0,627900000.0,600000000.0,0.87,0.91,548700000.0,548700000.0,548700000.0,-3300000.0,552000000.0,,552000000.0,110700000.0,662700000.0,16000000.0,16000000.0,0.0,0.0,-38100000.0,38100000.0,684800000.0,404200000.0,404200000.0,1089000000.0,2167300000.0,3256300000.0,3256300000.0,2024-03-31
