tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,write_off,impairment_of_capital_assets,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,provision_for_doubtful_accounts,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-2833110.0,0.21,510048000.0,-13491000.0,-13491000.0,-3728000.0,349383000.0,931741000.0,496557000.0,147174000.0,-140391000.0,140391000.0,6929890.0,-3728000.0,1332912000.0,483305000.0,483305000.0,-0.01,-0.01,-3464000.0,264000.0,-3728000.0,-3728000.0,-5526000.0,1798000.0,1798000.0,-9073000.0,-4088000.0,6783000.0,-38445000.0,-24954000.0,-13233000.0,87000.0,13146000.0,13146000.0,-258000.0,-140391000.0,140391000.0,185619000.0,394074000.0,10469000.0,342286000.0,342286000.0,41319000.0,41319000.0,41319000.0,579693000.0,938838000.0,1518531000.0,1509319000.0,2022-12-31
-1086790.337859,0.080123,544793000.0,-13564000.0,-13564000.0,25673000.0,348822000.0,948043000.0,531229000.0,182407000.0,-144403000.0,144403000.0,38150209.662141,25673000.0,1342013000.0,494494000.0,492061000.0,0.05,0.05,25663000.0,-10000.0,25673000.0,25673000.0,-2962000.0,28635000.0,28635000.0,-6324000.0,3045000.0,38004000.0,-36309000.0,-22745000.0,-12634000.0,5000.0,12629000.0,12629000.0,-930000.0,-144403000.0,144403000.0,218716000.0,384260000.0,777000.0,339112000.0,339112000.0,44371000.0,44371000.0,44371000.0,602976000.0,957753000.0,1560729000.0,1552149000.0,2023-03-31
-54426.472808,0.022994,659122000.0,-2367000.0,-2367000.0,103040000.0,352073000.0,948544000.0,656755000.0,304682000.0,-152337000.0,152337000.0,105352573.527192,103040000.0,1347360000.0,501970000.0,499023000.0,0.2,0.21,102883000.0,-157000.0,103040000.0,103040000.0,-3302000.0,106342000.0,106342000.0,-42500000.0,3503000.0,152345000.0,-13436000.0,-11069000.0,-1087000.0,1000.0,1086000.0,,-1280000.0,-152337000.0,152337000.0,318118000.0,388688000.0,2456000.0,341945000.0,341945000.0,44287000.0,44287000.0,44287000.0,706806000.0,958672000.0,1665478000.0,1581598000.0,2023-06-30
-651983.33218,0.06346,589083000.0,-10274000.0,-10274000.0,127470000.0,350042000.0,984545000.0,578809000.0,228767000.0,-156532000.0,156532000.0,137092016.66782,127470000.0,1384752000.0,525138000.0,521848000.0,0.24,0.24,127534000.0,64000.0,127470000.0,127470000.0,-7252000.0,134722000.0,134722000.0,67071000.0,4584000.0,72235000.0,-48494000.0,-38220000.0,-7389000.0,1000.0,7388000.0,,-2885000.0,-156532000.0,156532000.0,277261000.0,389479000.0,4059000.0,339314000.0,339314000.0,46106000.0,46106000.0,46106000.0,666740000.0,995273000.0,1662013000.0,1626535000.0,2023-09-30
-1633590.0,0.21,642096000.0,-7779000.0,-7779000.0,83911000.0,392280000.0,1024528000.0,634317000.0,242037000.0,-154574000.0,154574000.0,90056410.0,83911000.0,1463652000.0,,,,,83711000.0,-200000.0,83911000.0,83911000.0,-4529000.0,88440000.0,88440000.0,-3791000.0,-4768000.0,87463000.0,-44086000.0,-36307000.0,-14994000.0,0.0,14994000.0,,7215000.0,-154574000.0,154574000.0,286123000.0,427574000.0,2517000.0,380730000.0,380730000.0,44327000.0,44327000.0,44327000.0,713697000.0,1036078000.0,1749775000.0,1717949000.0,2023-12-31
