treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_debt,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,assets_held_for_sale_current,prepaid_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
18000000.0,1225000000.0,1243000000.0,19030000000.0,20070000000.0,-24804000000.0,68748000000.0,-1131000000.0,-24804000000.0,48678000000.0,67911000000.0,48870000000.0,192000000.0,48678000000.0,-2810000000.0,-2810000000.0,847000000.0,489000000.0,51834000000.0,12000000.0,12000000.0,41643000000.0,32615000000.0,1609000000.0,144000000.0,144000000.0,11629000000.0,1477000000.0,10152000000.0,19233000000.0,19233000000.0,9028000000.0,2194000000.0,837000000.0,837000000.0,5997000000.0,1013000000.0,264000000.0,4984000000.0,136000000.0,136000000.0,4848000000.0,90513000000.0,82616000000.0,2394000000.0,73482000000.0,42649000000.0,30833000000.0,6740000000.0,-4212000000.0,10952000000.0,1161000000.0,7055000000.0,2536000000.0,200000000.0,0.0,7897000000.0,842000000.0,4000000.0,240000000.0,3651000000.0,2077000000.0,334000000.0,1240000000.0,2120000000.0,2120000000.0,-46000000.0,2166000000.0,1040000000.0,1040000000.0,2022-12-31
18000000.0,1227000000.0,1245000000.0,19279000000.0,20105000000.0,-24400000000.0,69258000000.0,-738000000.0,-24400000000.0,49153000000.0,68416000000.0,49353000000.0,200000000.0,49153000000.0,-2748000000.0,-2748000000.0,852000000.0,831000000.0,51910000000.0,12000000.0,12000000.0,41590000000.0,32636000000.0,1601000000.0,145000000.0,145000000.0,11627000000.0,1465000000.0,10162000000.0,19263000000.0,19263000000.0,8954000000.0,2235000000.0,842000000.0,842000000.0,5877000000.0,1073000000.0,315000000.0,4804000000.0,,,4804000000.0,90943000000.0,82727000000.0,2398000000.0,73553000000.0,42665000000.0,30888000000.0,6776000000.0,,,,,,,,8216000000.0,755000000.0,4000000.0,329000000.0,4016000000.0,2508000000.0,330000000.0,1178000000.0,2286000000.0,2286000000.0,-45000000.0,2331000000.0,826000000.0,826000000.0,2023-03-31
19000000.0,1228000000.0,1247000000.0,19050000000.0,19997000000.0,-23853000000.0,69811000000.0,-391000000.0,-23853000000.0,49814000000.0,69181000000.0,50014000000.0,200000000.0,49814000000.0,-2631000000.0,-2631000000.0,870000000.0,1336000000.0,51967000000.0,12000000.0,12000000.0,40942000000.0,32557000000.0,1442000000.0,148000000.0,148000000.0,11600000000.0,1451000000.0,10149000000.0,19367000000.0,19367000000.0,8385000000.0,2109000000.0,630000000.0,630000000.0,5646000000.0,1101000000.0,258000000.0,4545000000.0,,,4545000000.0,90956000000.0,82962000000.0,2429000000.0,73667000000.0,42714000000.0,30953000000.0,6866000000.0,,,,,,,,7994000000.0,691000000.0,3000000.0,296000000.0,3820000000.0,2392000000.0,284000000.0,1144000000.0,2237000000.0,2237000000.0,-49000000.0,2286000000.0,947000000.0,947000000.0,2023-06-30
23000000.0,1227000000.0,1250000000.0,18826000000.0,19878000000.0,-23348000000.0,69154000000.0,34000000.0,-23348000000.0,49276000000.0,68546000000.0,49458000000.0,182000000.0,49276000000.0,-2863000000.0,-2863000000.0,981000000.0,1104000000.0,52004000000.0,12000000.0,12000000.0,40198000000.0,32394000000.0,1413000000.0,143000000.0,143000000.0,11568000000.0,1436000000.0,10132000000.0,19270000000.0,19270000000.0,7804000000.0,1672000000.0,608000000.0,608000000.0,5524000000.0,1061000000.0,268000000.0,4463000000.0,,,4463000000.0,89656000000.0,81818000000.0,2381000000.0,72624000000.0,42314000000.0,30310000000.0,6813000000.0,,,,,,,,7838000000.0,654000000.0,5000000.0,245000000.0,3779000000.0,2325000000.0,357000000.0,1097000000.0,2103000000.0,2103000000.0,-43000000.0,2146000000.0,1052000000.0,1052000000.0,2023-09-30
31000000.0,1218000000.0,1249000000.0,18632000000.0,20032000000.0,-23381000000.0,69558000000.0,-108000000.0,-23381000000.0,49526000000.0,68920000000.0,49722000000.0,196000000.0,49526000000.0,-2604000000.0,-2604000000.0,1286000000.0,1367000000.0,52037000000.0,12000000.0,12000000.0,40617000000.0,32580000000.0,1418000000.0,143000000.0,143000000.0,11625000000.0,1424000000.0,10201000000.0,19394000000.0,19394000000.0,8037000000.0,1781000000.0,638000000.0,638000000.0,5618000000.0,991000000.0,258000000.0,4627000000.0,,,4627000000.0,90339000000.0,82410000000.0,2381000000.0,72907000000.0,42448000000.0,30459000000.0,7122000000.0,-4803000000.0,11925000000.0,1282000000.0,7735000000.0,2705000000.0,203000000.0,0.0,7929000000.0,566000000.0,3000000.0,234000000.0,3614000000.0,2029000000.0,338000000.0,1247000000.0,2112000000.0,2112000000.0,-38000000.0,2150000000.0,1400000000.0,1400000000.0,2023-12-31
