tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,impairment_of_capital_assets,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
3276879.162702,0.156042,1495000000.0,21000000.0,21000000.0,890000000.0,248000000.0,5017000000.0,1516000000.0,1268000000.0,-208000000.0,217000000.0,9000000.0,872276879.162702,890000000.0,6140000000.0,1226000000.0,1233000000.0,1226000000.0,0.72,0.73,890000000.0,890000000.0,890000000.0,3000000.0,887000000.0,887000000.0,164000000.0,1051000000.0,18000000.0,-3000000.0,24000000.0,24000000.0,0.0,-3000000.0,-208000000.0,217000000.0,9000000.0,1241000000.0,1123000000.0,1123000000.0,1138000000.0,-15000000.0,-15000000.0,2364000000.0,5017000000.0,7381000000.0,7381000000.0,2022-12-31
203000.0,0.203,1497000000.0,1000000.0,1000000.0,836000000.0,220000000.0,4376000000.0,1498000000.0,1278000000.0,-221000000.0,227000000.0,6000000.0,835203000.0,836000000.0,5224000000.0,1243000000.0,1234000000.0,1226000000.0,0.68,0.68,836000000.0,836000000.0,836000000.0,-1000000.0,837000000.0,837000000.0,214000000.0,1051000000.0,7000000.0,6000000.0,-1000000.0,-1000000.0,0.0,2000000.0,-221000000.0,227000000.0,6000000.0,1265000000.0,848000000.0,848000000.0,870000000.0,-22000000.0,-22000000.0,2113000000.0,4376000000.0,6489000000.0,6489000000.0,2023-03-31
-1639000.0,0.149,1627000000.0,-11000000.0,-11000000.0,1000000000.0,216000000.0,4460000000.0,1616000000.0,1400000000.0,-218000000.0,228000000.0,10000000.0,1009361000.0,1000000000.0,5321000000.0,1376000000.0,1235000000.0,1228000000.0,0.81,0.81,1000000000.0,1000000000.0,1000000000.0,2000000.0,998000000.0,998000000.0,174000000.0,1172000000.0,-10000000.0,1000000.0,-1000000.0,-1000000.0,0.0,-10000000.0,-218000000.0,228000000.0,10000000.0,1400000000.0,861000000.0,861000000.0,885000000.0,-24000000.0,-24000000.0,2261000000.0,4460000000.0,6721000000.0,6721000000.0,2023-06-30
-140070000.0,0.21,1629000000.0,-667000000.0,-667000000.0,262000000.0,274000000.0,4335000000.0,962000000.0,688000000.0,-216000000.0,228000000.0,12000000.0,788930000.0,262000000.0,5233000000.0,653000000.0,1235000000.0,1229000000.0,0.21,0.21,262000000.0,262000000.0,262000000.0,8000000.0,254000000.0,254000000.0,206000000.0,460000000.0,-661000000.0,6000000.0,-662000000.0,0.0,662000000.0,-5000000.0,-216000000.0,228000000.0,12000000.0,1337000000.0,898000000.0,898000000.0,920000000.0,-22000000.0,-22000000.0,2235000000.0,4335000000.0,6570000000.0,6570000000.0,2023-09-30
1015789.473684,0.203158,1425000000.0,5000000.0,5000000.0,757000000.0,251000000.0,4543000000.0,1430000000.0,1179000000.0,-217000000.0,229000000.0,12000000.0,753015789.473684,757000000.0,5695000000.0,1300000000.0,,,,,757000000.0,757000000.0,757000000.0,0.0,757000000.0,757000000.0,193000000.0,950000000.0,2000000.0,-3000000.0,6000000.0,6000000.0,0.0,-1000000.0,-217000000.0,229000000.0,12000000.0,1165000000.0,1152000000.0,1152000000.0,1017000000.0,135000000.0,135000000.0,2317000000.0,4543000000.0,6860000000.0,6860000000.0,2023-12-31
