tax_effect_of_unusual_items,tax_rate_for_calcs,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_ni_availto_com_stockholders,net_income_common_stockholders,preferred_stock_dividends,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,net_non_operating_interest_income_expense,interest_expense_non_operating,other_operating_expenses,depreciation_and_amortization_in_income_statement,amortization,selling_general_and_administration,general_and_administrative_expense,other_gand_a,total_revenue,operating_revenue,date
0.0,0.068643,859688000.0,25722000.0,919181000.0,-31700000.0,31700000.0,859688000.0,859688000.0,2064240000.0,849504000.0,849504000.0,10184000.0,859688000.0,-3100000.0,862788000.0,862788000.0,36226000.0,60919000.0,887481000.0,9604000.0,-31700000.0,31700000.0,287504000.0,25722000.0,25722000.0,17820000.0,17820000.0,17820000.0,2951721000.0,2951721000.0,2022-12-31
0.0,0.082,715000000.0,23000000.0,774000000.0,-32000000.0,32000000.0,715000000.0,715000000.0,2376000000.0,705000000.0,705000000.0,10000000.0,715000000.0,-2000000.0,717000000.0,717000000.0,39000000.0,64000000.0,742000000.0,21000000.0,-32000000.0,32000000.0,335000000.0,23000000.0,23000000.0,30000000.0,30000000.0,30000000.0,3118000000.0,3118000000.0,2023-03-31
0.0,0.093838,671000000.0,24000000.0,747000000.0,-33000000.0,33000000.0,671000000.0,671000000.0,2382000000.0,661000000.0,661000000.0,10000000.0,671000000.0,2000000.0,669000000.0,669000000.0,22000000.0,67000000.0,714000000.0,9000000.0,-33000000.0,33000000.0,321000000.0,24000000.0,24000000.0,21000000.0,21000000.0,21000000.0,3096000000.0,3096000000.0,2023-06-30
0.0,0.097166,723000000.0,24000000.0,775000000.0,-34000000.0,34000000.0,723000000.0,723000000.0,2552000000.0,713000000.0,713000000.0,10000000.0,723000000.0,0.0,723000000.0,723000000.0,54000000.0,72000000.0,741000000.0,1000000.0,-34000000.0,34000000.0,311000000.0,24000000.0,24000000.0,20000000.0,20000000.0,20000000.0,3293000000.0,3293000000.0,2023-09-30
0.0,0.21,2334000000.0,24000000.0,1222000000.0,-34000000.0,34000000.0,2334000000.0,2334000000.0,2599000000.0,2324000000.0,2324000000.0,10000000.0,2334000000.0,1000000.0,2333000000.0,2333000000.0,69000000.0,-1076000000.0,1188000000.0,27000000.0,-34000000.0,34000000.0,332000000.0,24000000.0,24000000.0,31000000.0,31000000.0,31000000.0,3787000000.0,3787000000.0,2023-12-31
