tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,other_special_charges,write_off,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-2730000.0,0.21,1809000000.0,-13000000.0,-13000000.0,-195000000.0,1921000000.0,3192000000.0,1796000000.0,-125000000.0,37000000.0,51000000.0,88000000.0,-184730000.0,-195000000.0,4281000000.0,-209000000.0,1090000000.0,1090000000.0,-0.18,-0.18,-195000000.0,-195000000.0,-195000000.0,-195000000.0,-195000000.0,-11000000.0,8000000.0,-176000000.0,-17000000.0,-4000000.0,-13000000.0,,,,13000000.0,-9000000.0,37000000.0,51000000.0,88000000.0,-196000000.0,1089000000.0,-11000000.0,849000000.0,251000000.0,893000000.0,3192000000.0,4085000000.0,4085000000.0,2022-11-30
-18480000.0,0.21,-152000000.0,-88000000.0,-88000000.0,-2312000000.0,1942000000.0,4899000000.0,-240000000.0,-2182000000.0,30000000.0,89000000.0,119000000.0,-2242480000.0,-2312000000.0,5910000000.0,-2303000000.0,1091000000.0,1091000000.0,-2.12,-2.12,-2312000000.0,-2312000000.0,-2312000000.0,-2312000000.0,-2312000000.0,13000000.0,54000000.0,-2271000000.0,-84000000.0,4000000.0,-86000000.0,,,8000000.0,78000000.0,-2000000.0,30000000.0,89000000.0,119000000.0,-2217000000.0,1011000000.0,-8000000.0,788000000.0,231000000.0,-1206000000.0,4899000000.0,3693000000.0,3693000000.0,2023-02-28
-23520000.0,0.21,434000000.0,-112000000.0,-112000000.0,-1896000000.0,1956000000.0,4420000000.0,322000000.0,-1634000000.0,8000000.0,119000000.0,127000000.0,-1807520000.0,-1896000000.0,5401000000.0,-1761000000.0,1094000000.0,1094000000.0,-1.73,-1.73,-1896000000.0,-1896000000.0,-1896000000.0,-1896000000.0,-1896000000.0,-4000000.0,139000000.0,-1753000000.0,-112000000.0,,-112000000.0,24000000.0,68000000.0,1000000.0,67000000.0,,8000000.0,119000000.0,127000000.0,-1649000000.0,981000000.0,4000000.0,758000000.0,219000000.0,-668000000.0,4420000000.0,3752000000.0,3752000000.0,2023-05-31
-1728395.061728,0.016461,713000000.0,-105000000.0,-105000000.0,-1430000000.0,1937000000.0,4445000000.0,608000000.0,-1329000000.0,5000000.0,129000000.0,134000000.0,-1326728395.061728,-1430000000.0,5385000000.0,-1472000000.0,1095000000.0,1095000000.0,-1.31,-1.31,-1430000000.0,-1430000000.0,-1430000000.0,-1430000000.0,-1430000000.0,4000000.0,-24000000.0,-1458000000.0,-88000000.0,17000000.0,-97000000.0,8000000.0,0.0,5000000.0,-1000000.0,,5000000.0,129000000.0,134000000.0,-1375000000.0,940000000.0,2000000.0,719000000.0,219000000.0,-435000000.0,4445000000.0,4010000000.0,4010000000.0,2023-08-31
0.0,0.21,892000000.0,0.0,0.0,-1234000000.0,1915000000.0,4761000000.0,892000000.0,-1023000000.0,0.0,132000000.0,132000000.0,-1234000000.0,-1234000000.0,5854000000.0,-1128000000.0,1100000000.0,1100000000.0,-1.12,-1.12,-1234000000.0,-1234000000.0,-1234000000.0,-1234000000.0,-1234000000.0,-6000000.0,73000000.0,-1155000000.0,-27000000.0,-27000000.0,0.0,,,,0.0,,0.0,132000000.0,132000000.0,-1128000000.0,1093000000.0,-15000000.0,845000000.0,263000000.0,-35000000.0,4761000000.0,4726000000.0,4726000000.0,2023-11-30
3600000.0,0.4,2229000000.0,9000000.0,9000000.0,793000000.0,1924000000.0,4745000000.0,2238000000.0,314000000.0,-14000000.0,144000000.0,130000000.0,787600000.0,793000000.0,5642000000.0,191000000.0,1114000000.0,1104000000.0,0.71,0.72,793000000.0,793000000.0,793000000.0,793000000.0,793000000.0,1000000.0,-622000000.0,170000000.0,2000000.0,-7000000.0,9000000.0,9000000.0,,0.0,0.0,,-14000000.0,144000000.0,130000000.0,182000000.0,897000000.0,-215000000.0,832000000.0,280000000.0,1079000000.0,4745000000.0,5824000000.0,5824000000.0,2024-02-29
