ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,prepaid_assets,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
118161000.0,118161000.0,963583000.0,1551089000.0,-361877000.0,3751720000.0,340052000.0,-361877000.0,199918000.0,2400549000.0,3751720000.0,2400549000.0,2400549000.0,-105222000.0,-105222000.0,802772000.0,1701817000.0,1182000.0,1182000.0,0.0,2395220000.0,1608478000.0,33349000.0,46849000.0,15811000.0,31038000.0,1528280000.0,177109000.0,1351171000.0,786742000.0,500222000.0,500222000.0,22809000.0,22809000.0,,,96487000.0,167224000.0,126002000.0,41222000.0,2239000.0,2239000.0,38983000.0,4795769000.0,3668975000.0,395891000.0,266879000.0,266879000.0,2762426000.0,373837000.0,2388589000.0,243779000.0,,243779000.0,,243779000.0,,,1126794000.0,66777000.0,110393000.0,562036000.0,562036000.0,-381000.0,562417000.0,387588000.0,387588000.0,2022-12-31
118334000.0,118334000.0,1597226000.0,2119330000.0,-1829728000.0,4436237000.0,-426636000.0,-1829728000.0,201627000.0,2518534000.0,4436237000.0,2518534000.0,2518534000.0,-98498000.0,-98498000.0,866276000.0,1749574000.0,1182000.0,1182000.0,0.0,3781086000.0,2188040000.0,32868000.0,60363000.0,22142000.0,38221000.0,2094809000.0,177106000.0,1917703000.0,1593046000.0,1269302000.0,649262000.0,24521000.0,24521000.0,,,110027000.0,189196000.0,138184000.0,51012000.0,13319000.0,13319000.0,37693000.0,6299620000.0,5133210000.0,391464000.0,151154000.0,151154000.0,4348262000.0,979221000.0,3369041000.0,242330000.0,,242330000.0,,242330000.0,,,1166410000.0,83618000.0,119298000.0,643017000.0,643017000.0,-355000.0,643372000.0,320477000.0,320477000.0,2023-03-31
118731000.0,118731000.0,1456728000.0,1933060000.0,-1737775000.0,4336905000.0,-508378000.0,-1737775000.0,194819000.0,2598664000.0,4336905000.0,2598664000.0,2598664000.0,-97638000.0,-97638000.0,927674000.0,1767442000.0,1186000.0,1186000.0,0.0,3608985000.0,1997330000.0,33133000.0,54179000.0,19102000.0,35077000.0,1910018000.0,171777000.0,1738241000.0,1611655000.0,1251365000.0,631325000.0,23042000.0,23042000.0,,,150774000.0,186474000.0,148784000.0,37690000.0,19198000.0,19198000.0,18492000.0,6207649000.0,5104372000.0,387586000.0,146307000.0,146307000.0,4336439000.0,959120000.0,3377319000.0,234040000.0,,234040000.0,,234040000.0,,,1103277000.0,77421000.0,118872000.0,625471000.0,625471000.0,-429000.0,625900000.0,281513000.0,281513000.0,2023-06-30
118846000.0,118846000.0,1407682000.0,1888977000.0,-1622470000.0,4373075000.0,-393819000.0,-1622470000.0,193192000.0,2677290000.0,4363700000.0,2677290000.0,2677290000.0,-118080000.0,-118080000.0,973277000.0,1820905000.0,1188000.0,1188000.0,0.0,3611552000.0,1940367000.0,39806000.0,45696000.0,16188000.0,29508000.0,1854865000.0,168455000.0,1686410000.0,1671185000.0,1285402000.0,665362000.0,34112000.0,24737000.0,9375000.0,9375000.0,160431000.0,191240000.0,132841000.0,58399000.0,14919000.0,14919000.0,43480000.0,6288842000.0,5011476000.0,356978000.0,123319000.0,123319000.0,4299760000.0,941249000.0,3358511000.0,231419000.0,-313399000.0,544818000.0,77703000.0,143028000.0,324087000.0,0.0,1277366000.0,81849000.0,96016000.0,811398000.0,811398000.0,-429000.0,811827000.0,288103000.0,288103000.0,2023-09-30
119445000.0,119445000.0,1995858000.0,2450880000.0,-1605180000.0,5067508000.0,184076000.0,-1605180000.0,190025000.0,2806653000.0,5055008000.0,2806653000.0,2806653000.0,-95139000.0,-95139000.0,1039664000.0,1860934000.0,1194000.0,1194000.0,0.0,3464504000.0,2514171000.0,42823000.0,56535000.0,15777000.0,40758000.0,2414813000.0,166458000.0,2248355000.0,950333000.0,649707000.0,649707000.0,36067000.0,23567000.0,12500000.0,12500000.0,117368000.0,147191000.0,118751000.0,28440000.0,14056000.0,14056000.0,14384000.0,6271157000.0,5136748000.0,375077000.0,123109000.0,123109000.0,4411833000.0,953370000.0,3458463000.0,226729000.0,,226729000.0,,226729000.0,,,1134409000.0,68252000.0,123160000.0,678000000.0,678000000.0,-480000.0,678480000.0,264997000.0,264997000.0,2023-12-31
