free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_business_purchase_and_sale,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_prepaid_assets,change_in_receivables,changes_in_account_receivables,other_non_cash_items,excess_tax_benefit_from_stock_based_compensation,stock_based_compensation,provisionand_write_offof_assets,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date,operating_gains_losses
745539000.0,-436322000.0,-1051000000.0,826000000.0,-27843000.0,217482000.0,187532000.0,9568000.0,20382000.0,-725528000.0,-725528000.0,-1791000.0,6644000.0,-69059000.0,-69059000.0,-436322000.0,-436322000.0,-225000000.0,-225000000.0,-1051000000.0,826000000.0,0.0,0.0,0.0,-27472000.0,-27472000.0,0.0,0.0,-16647000.0,-16647000.0,-10825000.0,371000.0,-11196000.0,773382000.0,773382000.0,608916000.0,31878000.0,-344634000.0,-101246000.0,-243388000.0,-197773000.0,-45615000.0,-45615000.0,-41932000.0,963604000.0,856988000.0,17384000.0,-1222000.0,12331000.0,-2069000.0,17796000.0,17796000.0,24053000.0,24053000.0,96193000.0,2022-12-31,
227594000.0,-31182000.0,-840000000.0,739000000.0,-26950000.0,239160000.0,217482000.0,76000.0,21602000.0,-205992000.0,-205992000.0,-20048000.0,19673000.0,-73435000.0,-73435000.0,-31182000.0,-31182000.0,-101000000.0,-101000000.0,-840000000.0,739000000.0,0.0,,0.0,-26950000.0,-26950000.0,,,-15579000.0,-15579000.0,-11371000.0,0.0,-11371000.0,254544000.0,254544000.0,122644000.0,-133680000.0,-136477000.0,-45713000.0,-90764000.0,-90724000.0,-40000.0,-40000.0,433000.0,392368000.0,326244000.0,942000.0,-7011000.0,15607000.0,-6637000.0,-10272000.0,-10272000.0,24380000.0,24380000.0,114891000.0,2023-03-31,
200481000.0,-31572000.0,-1259750000.0,1122750000.0,-24351000.0,210155000.0,239160000.0,-3360000.0,-25645000.0,-226126000.0,-226126000.0,-1805000.0,17011000.0,-72760000.0,-72760000.0,-31572000.0,-31572000.0,-137000000.0,-137000000.0,-1259750000.0,1122750000.0,0.0,,0.0,-24351000.0,-24351000.0,,,-14043000.0,-14043000.0,-10308000.0,0.0,-10308000.0,224832000.0,224832000.0,108315000.0,5518000.0,-51440000.0,-20422000.0,-31018000.0,-34366000.0,3348000.0,3348000.0,-24267000.0,178504000.0,174966000.0,2138000.0,-1634000.0,6035000.0,-1760000.0,-11553000.0,-11553000.0,25975000.0,25975000.0,97316000.0,2023-06-30,
188565000.0,-1130000.0,-1070000000.0,917000000.0,-16674000.0,174733000.0,210155000.0,-3424000.0,-29512000.0,-219401000.0,-219401000.0,-1901000.0,9377000.0,-72747000.0,-72747000.0,-1130000.0,-1130000.0,-153000000.0,-153000000.0,-1070000000.0,917000000.0,0.0,,0.0,-15350000.0,-15350000.0,,,-12464000.0,-12464000.0,-2886000.0,1324000.0,-4210000.0,205239000.0,205239000.0,70639000.0,23119000.0,23619000.0,21018000.0,2601000.0,2778000.0,-177000.0,-177000.0,16202000.0,7699000.0,24551000.0,660000.0,-1254000.0,15667000.0,4365000.0,-13444000.0,-13444000.0,25544000.0,25544000.0,81949000.0,2023-09-30,
31195000.0,0.0,-1118000000.0,1115000000.0,-16136000.0,145524000.0,174733000.0,3424000.0,-35119000.0,-66314000.0,-66314000.0,-1540000.0,10853000.0,-72627000.0,-72627000.0,0.0,0.0,-3000000.0,-3000000.0,-1118000000.0,1115000000.0,0.0,,0.0,-16136000.0,-16136000.0,,,-12036000.0,-12036000.0,-4100000.0,0.0,-4100000.0,47331000.0,47331000.0,-20062000.0,13861000.0,-101991000.0,-18045000.0,-83946000.0,-78531000.0,-5415000.0,-5415000.0,-31416000.0,96729000.0,81498000.0,1801000.0,-1420000.0,20860000.0,-2015000.0,-2477000.0,-2477000.0,23086000.0,23086000.0,30973000.0,2023-12-31,-3415000.0
