tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.208666,188087000.0,96193000.0,24053000.0,4725957000.0,188087000.0,164034000.0,-42476000.0,,96193000.0,96193000.0,4902787000.0,164034000.0,120472000.0,119212000.0,0.8,0.81,96193000.0,96193000.0,96193000.0,96193000.0,96193000.0,25365000.0,121558000.0,-42476000.0,,,164034000.0,176830000.0,176830000.0,340864000.0,4725957000.0,5066821000.0,5066821000.0,2022-12-31
0.0,0.135,185413000.0,114891000.0,24380000.0,4309136000.0,185413000.0,161033000.0,-28265000.0,,114891000.0,114891000.0,4450637000.0,161033000.0,119909000.0,118636000.0,0.96,0.97,114891000.0,114891000.0,114891000.0,114891000.0,114891000.0,17877000.0,132768000.0,-28265000.0,28265000.0,,161033000.0,141501000.0,141501000.0,302534000.0,4309136000.0,4611670000.0,4611670000.0,2023-03-31
0.0,0.149,158598000.0,97316000.0,25975000.0,4133637000.0,158598000.0,132623000.0,-18259000.0,,97316000.0,97316000.0,4289233000.0,132623000.0,119807000.0,118500000.0,0.81,0.82,97316000.0,97316000.0,97316000.0,97316000.0,97316000.0,17048000.0,114364000.0,-18259000.0,18259000.0,,132623000.0,155596000.0,155596000.0,288219000.0,4133637000.0,4421856000.0,4421856000.0,2023-06-30
0.0,0.117,139066000.0,81949000.0,25544000.0,4049713000.0,139066000.0,113522000.0,-20748000.0,20748000.0,81949000.0,81949000.0,4227508000.0,113522000.0,119751000.0,118464000.0,0.68,0.69,81949000.0,81949000.0,81949000.0,81949000.0,81949000.0,10825000.0,92774000.0,-20748000.0,,20748000.0,113522000.0,177795000.0,177795000.0,291317000.0,4049713000.0,4341030000.0,4341030000.0,2023-09-30
0.0,0.21,130515000.0,30973000.0,23086000.0,3965084000.0,130515000.0,107429000.0,-38149000.0,38149000.0,30973000.0,30973000.0,4114458000.0,107429000.0,,,,,30973000.0,30973000.0,30973000.0,30973000.0,30973000.0,38307000.0,69280000.0,-38149000.0,,38149000.0,107429000.0,149374000.0,149374000.0,256803000.0,3965084000.0,4221887000.0,4221887000.0,2023-12-31
