tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.205177,667673000.0,384513000.0,141668000.0,2872438000.0,667673000.0,526005000.0,-42233000.0,42233000.0,384513000.0,384513000.0,3831560000.0,526005000.0,,,,,384513000.0,384513000.0,384513000.0,384513000.0,384513000.0,99259000.0,483772000.0,-42233000.0,42233000.0,526005000.0,959122000.0,959122000.0,1485127000.0,2872438000.0,4357565000.0,4357565000.0,2022-12-31
0.0,0.215,603732000.0,333786000.0,136549000.0,2511914000.0,603732000.0,467183000.0,-42108000.0,42108000.0,333786000.0,333786000.0,3416131000.0,467183000.0,138412000.0,137074000.0,2.41,2.44,333786000.0,333786000.0,333786000.0,333786000.0,333786000.0,91289000.0,425075000.0,-42108000.0,42108000.0,467183000.0,904217000.0,904217000.0,1371400000.0,2511914000.0,3883314000.0,3883314000.0,2023-03-31
0.0,0.228,716038000.0,404619000.0,138966000.0,2933944000.0,716038000.0,577072000.0,-53016000.0,53016000.0,404619000.0,404619000.0,3951818000.0,577072000.0,128066000.0,126977000.0,3.16,3.19,404619000.0,404619000.0,404619000.0,404619000.0,404619000.0,119437000.0,524056000.0,-53016000.0,53016000.0,577072000.0,1017874000.0,1017874000.0,1594946000.0,2933944000.0,4528890000.0,4528890000.0,2023-06-30
0.0,0.237,782239000.0,451457000.0,140611000.0,2953162000.0,782239000.0,641628000.0,-50193000.0,50193000.0,451457000.0,451457000.0,3892636000.0,641628000.0,125792000.0,124577000.0,3.59,3.62,451457000.0,451457000.0,451457000.0,451457000.0,451457000.0,139978000.0,591435000.0,-50193000.0,50193000.0,641628000.0,939474000.0,939474000.0,1581102000.0,2953162000.0,4534264000.0,4534264000.0,2023-09-30
0.0,0.209506,632585000.0,350693000.0,142149000.0,2685976000.0,632585000.0,490436000.0,-46798000.0,46798000.0,350693000.0,350693000.0,3660426000.0,490436000.0,,,,,350693000.0,350693000.0,350693000.0,350693000.0,350693000.0,92945000.0,443638000.0,-46798000.0,46798000.0,490436000.0,974450000.0,974450000.0,1464886000.0,2685976000.0,4150862000.0,4150862000.0,2023-12-31
