free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,net_income_from_continuing_operations,date
836454000.0,-648763000.0,-801140000.0,614000000.0,-134911000.0,31356000.0,145430000.0,80445000.0,84982000.0,-4537000.0,-835754000.0,-835754000.0,0.0,149000.0,-648763000.0,-648763000.0,-187140000.0,,,,-187140000.0,-801140000.0,614000000.0,-140148000.0,-140148000.0,-8463000.0,0.0,-8463000.0,-131685000.0,3226000.0,-134911000.0,971365000.0,971365000.0,435810000.0,-47227000.0,18155000.0,-398288000.0,-115544000.0,-282744000.0,-282744000.0,333815000.0,529355000.0,472708000.0,-26189000.0,4685000.0,-35278000.0,-35278000.0,141668000.0,141668000.0,27235000.0,384513000.0,2022-12-31
548736000.0,-626646000.0,-1051048000.0,1267000000.0,-105645000.0,50309000.0,3548000.0,144407000.0,80445000.0,63962000.0,-411559000.0,-411559000.0,-1180000.0,315000.0,-626646000.0,-626646000.0,215952000.0,217000000.0,-1050000000.0,1267000000.0,-1048000.0,-1048000.0,0.0,-178860000.0,-178860000.0,-78970000.0,,-78970000.0,-99890000.0,5755000.0,-105645000.0,654381000.0,654381000.0,192844000.0,2261000.0,8143000.0,-35449000.0,-174994000.0,139545000.0,139545000.0,101745000.0,116144000.0,108561000.0,1645000.0,11026000.0,-21469000.0,-21469000.0,136549000.0,136549000.0,,333786000.0,2023-03-31
265861000.0,-787843000.0,-1059064000.0,1534000000.0,-125465000.0,36775000.0,292926000.0,89316000.0,144407000.0,-55091000.0,-313466000.0,-313466000.0,-717000.0,158000.0,-787843000.0,-787843000.0,474936000.0,,,,691936000.0,-2109064000.0,2801000000.0,-132951000.0,-132951000.0,-11589000.0,,-11589000.0,-121362000.0,4103000.0,-125465000.0,391326000.0,391326000.0,-147380000.0,-20242000.0,17509000.0,182726000.0,61299000.0,121427000.0,121427000.0,-24468000.0,-302905000.0,-288507000.0,-841000.0,12395000.0,-16433000.0,-16433000.0,138966000.0,138966000.0,,404619000.0,2023-06-30
503980000.0,-210456000.0,-1500078000.0,1224000000.0,-145486000.0,63320000.0,146912000.0,88096000.0,89316000.0,-1220000.0,-486401000.0,-486401000.0,0.0,133000.0,-210456000.0,-210456000.0,-276078000.0,,,,-276078000.0,-1500078000.0,1224000000.0,-164285000.0,-164285000.0,-52347000.0,,-52347000.0,-111938000.0,33548000.0,-145486000.0,649466000.0,649466000.0,85144000.0,-13274000.0,-2355000.0,58956000.0,89352000.0,-30396000.0,-30396000.0,38298000.0,3519000.0,991000.0,-5088000.0,12128000.0,-34786000.0,-34786000.0,140611000.0,140611000.0,,451457000.0,2023-09-30
511960000.0,-222464000.0,-1322031000.0,1103000000.0,-99739000.0,36093000.0,135348000.0,66156000.0,88096000.0,-21940000.0,-441442000.0,-441442000.0,0.0,53000.0,-222464000.0,-222464000.0,-219031000.0,,,,-219031000.0,-1322031000.0,1103000000.0,-192197000.0,-192197000.0,-95767000.0,,-95767000.0,-96430000.0,3309000.0,-99739000.0,611699000.0,611699000.0,144520000.0,-7443000.0,-12356000.0,-140187000.0,14639000.0,-154826000.0,-154826000.0,115882000.0,188624000.0,166314000.0,8969000.0,12973000.0,-29773000.0,-29773000.0,142149000.0,142149000.0,,350693000.0,2023-12-31
