free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,net_preferred_stock_issuance,preferred_stock_payments,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_investment_properties_purchase_and_sale,sale_of_investment_properties,purchase_of_investment_properties,net_business_purchase_and_sale,sale_of_business,purchase_of_business,operating_cash_flow,cash_flow_from_continuing_operating_activities,dividend_received_cfo,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
155358000.0,0.0,-2564000.0,-128000000.0,587000.0,71786000.0,,149829000.0,123531000.0,26298000.0,-285445000.0,-285445000.0,-6910000.0,-148558000.0,0.0,0.0,587000.0,587000.0,-130564000.0,-130564000.0,-2564000.0,-128000000.0,156385000.0,156385000.0,22074000.0,301728000.0,307173000.0,-5445000.0,-166643000.0,38076000.0,-204719000.0,-774000.0,6031000.0,-6805000.0,155358000.0,155358000.0,16678000.0,51675000.0,45708000.0,4121000.0,1846000.0,,6454000.0,200000.0,111085000.0,111085000.0,,,,78760000.0,-17333000.0,96093000.0,-47069000.0,2022-12-31
345233000.0,-268000.0,-39981000.0,0.0,3727000.0,54847000.0,,329177000.0,149829000.0,179348000.0,-209444000.0,-209444000.0,-24040000.0,-148882000.0,-268000.0,-268000.0,3727000.0,3727000.0,-39981000.0,-39981000.0,-39981000.0,0.0,43559000.0,43559000.0,59000.0,129878000.0,138406000.0,-8528000.0,-78976000.0,70983000.0,-149959000.0,-7402000.0,5446000.0,-12848000.0,345233000.0,345233000.0,13428000.0,-41020000.0,-19310000.0,-30597000.0,8887000.0,-10014000.0,9333000.0,11806000.0,123312000.0,123312000.0,-2989000.0,-2989000.0,126301000.0,-55388000.0,-26326000.0,-29062000.0,293776000.0,2023-03-31
255046000.0,-1223000.0,-14827000.0,0.0,0.0,69827000.0,,536477000.0,329177000.0,207300000.0,-167110000.0,-167110000.0,-2194000.0,-148866000.0,-1223000.0,-1223000.0,0.0,0.0,-14827000.0,-14827000.0,-14827000.0,0.0,119364000.0,119364000.0,-11186000.0,146140000.0,152324000.0,-6184000.0,-12202000.0,44731000.0,-56933000.0,-3388000.0,2515000.0,-5903000.0,255046000.0,255046000.0,22314000.0,49127000.0,4575000.0,31834000.0,12718000.0,-16645000.0,8124000.0,0.0,132234000.0,132234000.0,,,,-49378000.0,-21647000.0,-27731000.0,109270000.0,2023-06-30
281130000.0,0.0,-2860000.0,0.0,0.0,55990000.0,3461000.0,424262000.0,536477000.0,-112215000.0,-154461000.0,-154461000.0,-2732000.0,-148869000.0,0.0,0.0,0.0,0.0,-2860000.0,-2860000.0,-2860000.0,0.0,-238884000.0,-238884000.0,24000.0,-2669000.0,847000.0,-3516000.0,-234645000.0,7107000.0,-241752000.0,-1594000.0,1063000.0,-2657000.0,281130000.0,281130000.0,19133000.0,40005000.0,-18449000.0,47475000.0,10979000.0,-11767000.0,7877000.0,2237000.0,127437000.0,127437000.0,,,,-24582000.0,-18357000.0,-6225000.0,120790000.0,2023-09-30
190198000.0,0.0,-3100000.0,500000000.0,0.0,69768000.0,5032000.0,783757000.0,424262000.0,359495000.0,230319000.0,230319000.0,-55738000.0,-210843000.0,0.0,0.0,0.0,0.0,496900000.0,496900000.0,-3100000.0,500000000.0,-61022000.0,-61022000.0,11236000.0,449000.0,5846000.0,-5397000.0,-74335000.0,37243000.0,-111578000.0,1628000.0,4714000.0,-3086000.0,190198000.0,190198000.0,20952000.0,-43718000.0,13299000.0,-42886000.0,-14131000.0,-10540000.0,7720000.0,0.0,124282000.0,124282000.0,,,,-50611000.0,-16657000.0,-33954000.0,142113000.0,2023-12-31
