tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,rent_expense_supplemental,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,otherunder_preferred_stock_dividend,preferred_stock_dividends,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,impairment_of_capital_assets,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-20221530.0,0.21,275264000.0,-96293000.0,-96293000.0,-49779000.0,111085000.0,156211000.0,178971000.0,54295000.0,-60947000.0,60947000.0,26292470.0,-49779000.0,299224000.0,3957000.0,144631000.0,,,,,-56687000.0,0.0,-56687000.0,601000.0,6307000.0,-49779000.0,-2710000.0,-47069000.0,-47069000.0,17333000.0,57750000.0,-6652000.0,-86315000.0,9978000.0,-200000.0,0.0,200000.0,0.0,-96093000.0,-60947000.0,60947000.0,140610000.0,156604000.0,124676000.0,124676000.0,31928000.0,31928000.0,31928000.0,297214000.0,142620000.0,439834000.0,439834000.0,2022-12-31
21846618.058931,0.103356,274514000.0,211372000.0,211372000.0,289763000.0,123312000.0,139750000.0,485886000.0,359585000.0,-61306000.0,61306000.0,100237618.058931,289763000.0,297811000.0,4013000.0,172481000.0,619628000.0,616489000.0,0.46,0.46,281864000.0,118000.0,281746000.0,1766000.0,6251000.0,289763000.0,-4013000.0,293776000.0,293776000.0,26326000.0,30829000.0,298279000.0,214504000.0,3132000.0,-11806000.0,,11806000.0,,223178000.0,-61306000.0,61306000.0,145081000.0,161050000.0,126301000.0,126301000.0,34749000.0,34749000.0,34749000.0,306131000.0,136761000.0,442892000.0,442892000.0,2023-03-31
7251662.343026,0.2615,283827000.0,27731000.0,27731000.0,106626000.0,132234000.0,133850000.0,311558000.0,179324000.0,-60674000.0,60674000.0,86146662.343026,106626000.0,298818000.0,4145000.0,157192000.0,617257000.0,617077000.0,0.16,0.16,99779000.0,0.0,99779000.0,647000.0,6200000.0,106626000.0,-2644000.0,109270000.0,109270000.0,21647000.0,31027000.0,118650000.0,35302000.0,7571000.0,0.0,,0.0,,27731000.0,-60674000.0,60674000.0,144022000.0,161979000.0,129245000.0,129245000.0,32734000.0,32734000.0,32734000.0,306001000.0,136839000.0,442840000.0,442840000.0,2023-06-30
1519980.0,0.21,282327000.0,7238000.0,7238000.0,118239000.0,127437000.0,138418000.0,289565000.0,162128000.0,-60424000.0,60424000.0,112520980.0,118239000.0,299552000.0,3939000.0,140526000.0,617271000.0,617090000.0,0.18,0.18,111954000.0,,111954000.0,,6285000.0,118239000.0,-2551000.0,120790000.0,120790000.0,18357000.0,-729000.0,101704000.0,15615000.0,8377000.0,-5987000.0,,2237000.0,3750000.0,13225000.0,-60424000.0,60424000.0,146513000.0,161134000.0,127437000.0,127437000.0,33697000.0,33697000.0,33697000.0,307647000.0,138418000.0,446065000.0,446065000.0,2023-09-30
5292840.0,0.21,292156000.0,25204000.0,25204000.0,139645000.0,124282000.0,144700000.0,317360000.0,193078000.0,-67797000.0,67797000.0,119733840.0,139645000.0,304609000.0,3900000.0,168578000.0,618092000.0,617122000.0,0.22,0.22,132917000.0,,132864000.0,,6285000.0,139645000.0,-2468000.0,142113000.0,142113000.0,16657000.0,-175000.0,125281000.0,46084000.0,20880000.0,-1016000.0,,0.0,1016000.0,26220000.0,-67797000.0,67797000.0,146994000.0,159909000.0,124282000.0,124282000.0,35627000.0,35627000.0,35627000.0,306903000.0,144700000.0,451603000.0,451603000.0,2023-12-31
