preferred_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,preferred_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,minimum_pension_liabilities,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,payables_and_accrued_expenses,payables,dividends_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,investments_and_advances,other_investments,long_term_equity_investment,investmentsin_joint_venturesat_cost,investment_properties,net_ppe,gross_ppe,other_properties,current_assets,restricted_cash,receivables,other_receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number
19435000.0,618483565.0,618483565.0,7010916000.0,7271565000.0,9515489000.0,16673375000.0,838646000.0,9515508000.0,113679000.0,9515489000.0,19000.0,16673394000.0,9739842000.0,224334000.0,9515508000.0,10581000.0,,10581000.0,-119548000.0,9618271000.0,6204000.0,6185000.0,19000.0,8086280000.0,7873139000.0,601574000.0,7271565000.0,113679000.0,7157886000.0,213141000.0,213141000.0,213141000.0,5326000.0,207815000.0,17826122000.0,16774335000.0,253779000.0,147863000.0,1199132000.0,107581000.0,1091551000.0,1091551000.0,15039828000.0,133733000.0,133733000.0,133733000.0,1051787000.0,2859000.0,304226000.0,78783000.0,225443000.0,744702000.0,597732000.0,146970000.0,2022-12-31,
19421000.0,619891809.0,619891809.0,6826125000.0,7264748000.0,9653083000.0,16805418000.0,875448000.0,9653102000.0,112413000.0,9653083000.0,19000.0,16805437000.0,9878840000.0,225738000.0,9653102000.0,10581000.0,10581000.0,,21390000.0,9614913000.0,6218000.0,6199000.0,19000.0,8082389000.0,7874014000.0,609266000.0,7264748000.0,112413000.0,7152335000.0,208375000.0,208375000.0,208375000.0,5322000.0,203053000.0,17961229000.0,16877406000.0,411956000.0,,1225412000.0,132935000.0,1092477000.0,1092477000.0,15108018000.0,132020000.0,132020000.0,132020000.0,1083823000.0,2967000.0,303063000.0,64481000.0,238582000.0,777793000.0,451583000.0,326210000.0,2023-03-31,
19367000.0,619888890.0,619888890.0,6601309000.0,7245818000.0,9623079000.0,16757768000.0,933058000.0,9623098000.0,111129000.0,9623079000.0,19000.0,16757787000.0,9848341000.0,225243000.0,9623098000.0,15942000.0,15942000.0,,-20748000.0,9621686000.0,6218000.0,6199000.0,19000.0,8079377000.0,7866524000.0,620706000.0,7245818000.0,111129000.0,7134689000.0,212853000.0,212853000.0,212853000.0,5308000.0,207545000.0,17927718000.0,16781807000.0,396643000.0,,1234891000.0,136555000.0,1098336000.0,1098336000.0,15019986000.0,130287000.0,130287000.0,130287000.0,1145911000.0,3097000.0,294608000.0,65808000.0,228800000.0,848206000.0,314826000.0,533380000.0,2023-06-30,
19367000.0,619874590.0,619874590.0,6707927000.0,7238834000.0,9590098000.0,16719108000.0,772895000.0,9590117000.0,109824000.0,9590098000.0,19000.0,16719127000.0,9815281000.0,225164000.0,9590117000.0,6616000.0,6616000.0,,-51377000.0,9628660000.0,6218000.0,6199000.0,19000.0,8136080000.0,7869079000.0,630245000.0,7238834000.0,109824000.0,7129010000.0,267001000.0,267001000.0,267001000.0,5308000.0,261693000.0,17951361000.0,16911465000.0,417074000.0,,1238184000.0,139362000.0,1098822000.0,1098822000.0,15127673000.0,128534000.0,128534000.0,128534000.0,1039896000.0,3179000.0,288499000.0,66838000.0,221661000.0,748218000.0,327135000.0,421083000.0,2023-09-30,
19367000.0,619871237.0,619871237.0,6836278000.0,7726781000.0,9525446000.0,17142242000.0,1199886000.0,9525465000.0,109985000.0,9525446000.0,19000.0,17142261000.0,9725735000.0,200270000.0,9525465000.0,3329000.0,3329000.0,,-122576000.0,9638494000.0,6218000.0,6199000.0,19000.0,8548287000.0,8326742000.0,599961000.0,7726781000.0,109985000.0,7616796000.0,221545000.0,221545000.0,221545000.0,5308000.0,216237000.0,18274022000.0,16852591000.0,241948000.0,155567000.0,1231893000.0,144089000.0,1087804000.0,1087804000.0,15094925000.0,128258000.0,128258000.0,128258000.0,1421431000.0,3239000.0,307617000.0,65007000.0,242610000.0,1110575000.0,330057000.0,780518000.0,2023-12-31,0.0
