free_cash_flow,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,cash_dividends_paid,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,dividends_received_cfi,net_investment_purchase_and_sale,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,other_non_cash_items,provisionand_write_offof_assets,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,net_foreign_currency_exchange_gain_loss,net_income_from_continuing_operations,date,sale_of_business,amortization_cash_flow,amortization_of_intangibles
873486000.0,-120493000.0,60837000.0,-158706000.0,1653355000.0,1474158000.0,-14582000.0,193779000.0,-236333000.0,-236333000.0,-176677000.0,-59656000.0,-59656000.0,-120493000.0,60837000.0,-602080000.0,-602080000.0,0.0,-444040000.0,-444040000.0,0.0,0.0,666000.0,666000.0,-158706000.0,1032192000.0,1032192000.0,954751000.0,-33562000.0,492000.0,,-89632000.0,-89632000.0,160424000.0,160424000.0,,-118447000.0,-18780000.0,-99667000.0,59166000.0,2022-12-31,,,
414369000.0,-209715000.0,45869000.0,-197925000.0,1220149000.0,1653355000.0,-16471000.0,-416735000.0,-163846000.0,-163846000.0,0.0,-163846000.0,-163846000.0,-209715000.0,45869000.0,-865183000.0,-865183000.0,,-667810000.0,,,,552000.0,552000.0,-197925000.0,612294000.0,612294000.0,218003000.0,-36238000.0,-1037000.0,0.0,-156847000.0,-156847000.0,150593000.0,150593000.0,,-41700000.0,-34875000.0,-6825000.0,479520000.0,2023-03-31,,,
-149581000.0,-44442000.0,26747000.0,-197515000.0,920404000.0,1220149000.0,-13532000.0,-286213000.0,-371049000.0,-371049000.0,,-17695000.0,-17695000.0,-44442000.0,26747000.0,36902000.0,36902000.0,,218929000.0,,,,326000.0,326000.0,-197515000.0,47934000.0,47934000.0,-604877000.0,-39865000.0,1077000.0,,-116579000.0,-116579000.0,150906000.0,150906000.0,,-78611000.0,-27301000.0,-51310000.0,735883000.0,2023-06-30,,,
563289000.0,-160721000.0,163280000.0,-382097000.0,1815731000.0,920404000.0,-27289000.0,922616000.0,2559000.0,2559000.0,0.0,2559000.0,2559000.0,-160721000.0,163280000.0,-25329000.0,-25329000.0,0.0,-306423000.0,-306423000.0,662386000.0,-118686000.0,805000.0,805000.0,-382097000.0,945386000.0,945386000.0,387999000.0,1080038000.0,-3868000.0,,157647000.0,157647000.0,165194000.0,165194000.0,113351000.0,-58785000.0,-18643000.0,-40142000.0,-782839000.0,2023-09-30,,,
212370000.0,-137133000.0,119050000.0,-683140000.0,1846013000.0,1815731000.0,-14544000.0,44826000.0,-234021000.0,-234021000.0,-215938000.0,-18083000.0,-18083000.0,-137133000.0,119050000.0,-616663000.0,-616663000.0,27913000.0,37770000.0,37770000.0,0.0,0.0,794000.0,794000.0,-683140000.0,895510000.0,895510000.0,319956000.0,56917000.0,-60619000.0,,-45161000.0,-45161000.0,190999000.0,190999000.0,158342000.0,-162708000.0,-24486000.0,-138222000.0,553810000.0,2023-12-31,0.0,32657000.0,32657000.0
26000000.0,-184000000.0,131000000.0,-449000000.0,,,,,-53000000.0,-53000000.0,0.0,-53000000.0,-53000000.0,-184000000.0,131000000.0,-447000000.0,-447000000.0,1000000.0,0.0,,,,1000000.0,1000000.0,-449000000.0,475000000.0,474000000.0,-266000000.0,-1000000.0,-7000000.0,0.0,-13000000.0,-13000000.0,171000000.0,171000000.0,,100000000.0,-20000000.0,120000000.0,491000000.0,2024-03-31,,,
