tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
87138.229179,0.000341,-665393000.0,255899000.0,255899000.0,-472648000.0,55240000.0,615291000.0,-409494000.0,-464734000.0,21397000.0,8075000.0,29472000.0,-728459861.770821,-472648000.0,1007452000.0,-749739000.0,1712951982.0,1712951982.0,-0.28,-0.28,-1726866000.0,,-472648000.0,-472648000.0,-472648000.0,-472648000.0,-161000.0,-472809000.0,255533000.0,-366000.0,,,255899000.0,21397000.0,8075000.0,29472000.0,-749739000.0,392161000.0,221294000.0,170867000.0,-357578000.0,615291000.0,257713000.0,257713000.0,2022-12-31
0.0,0.0,-659155000.0,-63298000.0,-63298000.0,-779528000.0,49838000.0,500524000.0,-722453000.0,-772291000.0,32897000.0,7108000.0,40005000.0,-716230000.0,-779528000.0,899097000.0,-772161000.0,1831725009.0,1831725009.0,-0.43,-0.43,-779528000.0,0.0,-779528000.0,-779528000.0,-779528000.0,-779528000.0,129000.0,-779399000.0,-62631000.0,667000.0,-22496000.0,22496000.0,-40802000.0,32897000.0,7108000.0,40005000.0,-749665000.0,398573000.0,229803000.0,168770000.0,-351092000.0,500524000.0,149432000.0,149432000.0,2023-03-31
8526210.0,0.21,-742193000.0,40601000.0,40601000.0,-764232000.0,55363000.0,555805000.0,-701592000.0,-756955000.0,32835000.0,6690000.0,39525000.0,-796306790.0,-764232000.0,987027000.0,-837685000.0,1912459833.0,1912459833.0,-0.4,-0.4,-764232000.0,0.0,-764232000.0,-764232000.0,-764232000.0,-764232000.0,587000.0,-763645000.0,39673000.0,-928000.0,-1532000.0,1532000.0,42133000.0,32835000.0,6690000.0,39525000.0,-836153000.0,431222000.0,233474000.0,197748000.0,-404931000.0,555805000.0,150874000.0,150874000.0,2023-06-30
0.0,0.0,-626224000.0,59798000.0,59798000.0,-630894000.0,60832000.0,469722000.0,-566426000.0,-627258000.0,62724000.0,3340000.0,66064000.0,-690692000.0,-630894000.0,890171000.0,-752875000.0,2284446783.0,2284446783.0,-0.28,-0.28,-630894000.0,0.0,-630894000.0,-630894000.0,-630894000.0,-630894000.0,296000.0,-630598000.0,59035000.0,-763000.0,-518000.0,518000.0,60316000.0,62724000.0,3340000.0,66064000.0,-752357000.0,420449000.0,230758000.0,189691000.0,-331908000.0,469722000.0,137814000.0,137814000.0,2023-09-30
6568380.0,0.21,-609755000.0,31278000.0,31278000.0,-653766000.0,67498000.0,410015000.0,-578477000.0,-645975000.0,50903000.0,7777000.0,58680000.0,-678475620.0,-653766000.0,894018000.0,-736867000.0,2292032497.0,2292032497.0,-0.29,-0.29,-653766000.0,0.0,-653766000.0,-653766000.0,-653766000.0,-653766000.0,14000.0,-653752000.0,32212000.0,934000.0,0.0,0.0,31278000.0,50903000.0,7777000.0,58680000.0,-736867000.0,484003000.0,242977000.0,241026000.0,-252864000.0,410015000.0,157151000.0,157151000.0,2023-12-31
