treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,other_investments,investmentin_financial_assets,held_to_maturity_securities,available_for_sale_securities,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date
857825.0,1829314736.0,1830172561.0,265670000.0,2348469000.0,4349701000.0,6351136000.0,3974469000.0,4349701000.0,347034000.0,4349701000.0,6341541000.0,4349701000.0,4349701000.0,-11572000.0,-11572000.0,20716000.0,-7370332000.0,11752138000.0,183000.0,183000.0,0.0,3529537000.0,2591978000.0,134369000.0,140590000.0,2317019000.0,325179000.0,1991840000.0,937559000.0,383805000.0,31450000.0,21855000.0,9595000.0,,9595000.0,63322000.0,,458982000.0,229898000.0,229084000.0,229084000.0,7879238000.0,2967210000.0,55300000.0,529974000.0,,529974000.0,248396000.0,281578000.0,2381936000.0,-273090000.0,2655026000.0,182904000.0,1077179000.0,313152000.0,819708000.0,197406000.0,64677000.0,0.0,4912028000.0,81541000.0,63548000.0,834401000.0,335359000.0,34311000.0,464731000.0,19542000.0,19542000.0,3912996000.0,2177231000.0,1735765000.0,1735765000.0,,2022-12-31
857825.0,1833385174.0,1834242999.0,1102670000.0,2347133000.0,3631851000.0,5634559000.0,3104872000.0,3631851000.0,344425000.0,3631851000.0,5624964000.0,3631851000.0,3631851000.0,-7537000.0,-7537000.0,20716000.0,-8149860000.0,11809781000.0,183000.0,183000.0,,3629080000.0,2614120000.0,121182000.0,181392000.0,2311546000.0,318433000.0,1993113000.0,1014960000.0,342921000.0,35587000.0,25992000.0,9595000.0,9595000.0,,84867000.0,71797000.0,479788000.0,334042000.0,145746000.0,145746000.0,7260931000.0,3141099000.0,163295000.0,441727000.0,,441727000.0,183961000.0,257766000.0,2536077000.0,-323886000.0,2859963000.0,199307000.0,1175910000.0,311185000.0,858481000.0,250403000.0,64677000.0,0.0,4119832000.0,58897000.0,62367000.0,1017570000.0,411103000.0,44023000.0,562444000.0,2583000.0,2583000.0,2978415000.0,2078377000.0,900038000.0,,,2023-03-31
857825.0,2282278815.0,2283136640.0,,2366713000.0,5959840000.0,7968095000.0,5371335000.0,5959840000.0,358458000.0,5959840000.0,7954231000.0,5959840000.0,5959840000.0,-9950000.0,-9950000.0,20716000.0,-8914092000.0,14904370000.0,228000.0,228000.0,,3455212000.0,2569619000.0,106299000.0,139259000.0,2324061000.0,329670000.0,1994391000.0,885593000.0,365190000.0,42652000.0,28788000.0,13864000.0,13864000.0,,69001000.0,84297000.0,324453000.0,184370000.0,140083000.0,140083000.0,9415052000.0,3158124000.0,171589000.0,288081000.0,0.0,288081000.0,152032000.0,136049000.0,2698454000.0,-377688000.0,3076142000.0,207571000.0,1332611000.0,321814000.0,894419000.0,251354000.0,68373000.0,0.0,6256928000.0,63828000.0,73455000.0,849781000.0,445423000.0,46159000.0,358199000.0,20570000.0,20570000.0,5249294000.0,2473955000.0,2775339000.0,2339066000.0,436273000.0,2023-06-30
857825.0,2289276510.0,2290134335.0,883808000.0,2405925000.0,5406015000.0,7454214000.0,4353634000.0,5406015000.0,357726000.0,5406015000.0,7401688000.0,5406015000.0,5406015000.0,-10363000.0,-10363000.0,20716000.0,-9544986000.0,14981851000.0,229000.0,229000.0,,3535219000.0,2497359000.0,98906000.0,78943000.0,2319510000.0,323837000.0,1995673000.0,1037860000.0,441375000.0,86415000.0,33889000.0,52526000.0,52526000.0,,61542000.0,155029000.0,293499000.0,188897000.0,104602000.0,104602000.0,8941234000.0,3549740000.0,175299000.0,479727000.0,0.0,479727000.0,228588000.0,251139000.0,2894714000.0,-436314000.0,3331028000.0,213112000.0,1094280000.0,318082000.0,1071260000.0,564576000.0,69718000.0,0.0,5391494000.0,70185000.0,76368000.0,798974000.0,386208000.0,96879000.0,315887000.0,23370000.0,23370000.0,4422597000.0,3258206000.0,1164391000.0,642196000.0,522195000.0,2023-09-30
857825.0,2299253664.0,2300111489.0,699546000.0,2427901000.0,4851692000.0,6921185000.0,3748745000.0,4851692000.0,358408000.0,4851692000.0,6848652000.0,4851692000.0,4851692000.0,4850000.0,4850000.0,20716000.0,-10198752000.0,15066080000.0,230000.0,230000.0,,3661026000.0,2652616000.0,280217000.0,53664000.0,2318735000.0,321775000.0,1996960000.0,1008410000.0,397167000.0,109166000.0,36633000.0,72533000.0,,72533000.0,92494000.0,143566000.0,266017000.0,157293000.0,108724000.0,108724000.0,8512718000.0,3755563000.0,262159000.0,461029000.0,,461029000.0,170020000.0,291009000.0,3032375000.0,-501401000.0,3533776000.0,221619000.0,1185413000.0,315793000.0,1165136000.0,576097000.0,69718000.0,0.0,4757155000.0,79670000.0,69682000.0,696236000.0,432726000.0,53227000.0,210283000.0,51822000.0,51822000.0,3859745000.0,2489798000.0,1369947000.0,853274000.0,516673000.0,2023-12-31
