free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_preferred_stock_issuance,preferred_stock_payments,preferred_stock_issuance,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
-938403000.0,-5894000.0,-14942000.0,9590000.0,1509317000.0,-289888000.0,11892000.0,0.0,1737320000.0,1265690000.0,471630000.0,1512801000.0,1512801000.0,0.0,14730000.0,0.0,0.0,0.0,1503423000.0,-5894000.0,,-5352000.0,0.0,0.0,0.0,-5352000.0,-14942000.0,9590000.0,-392656000.0,-392656000.0,323000.0,-103091000.0,1024361000.0,-1127452000.0,-289888000.0,0.0,-289888000.0,-648515000.0,-648515000.0,-261956000.0,14314000.0,-6043000.0,-14477000.0,128253000.0,128253000.0,128253000.0,-16721000.0,-350295000.0,-16987000.0,-16987000.0,10567000.0,71255000.0,204926000.0,55240000.0,55240000.0,-255899000.0,-255899000.0,-472648000.0,2022-12-31
-1043034000.0,-6499000.0,-1427000.0,,,-241770000.0,857000.0,,901595000.0,1737320000.0,-835725000.0,-5745000.0,-5745000.0,,2181000.0,,,,-6499000.0,-6499000.0,,-1427000.0,0.0,0.0,,-1427000.0,-1427000.0,,-28716000.0,-28716000.0,1197000.0,211857000.0,1054395000.0,-842538000.0,-241770000.0,,-241770000.0,-801264000.0,-801264000.0,-390286000.0,21545000.0,5714000.0,-5144000.0,-66174000.0,-66174000.0,-66174000.0,-9082000.0,-354154000.0,17009000.0,17009000.0,-2957000.0,53819000.0,227048000.0,49838000.0,49838000.0,40802000.0,40802000.0,-779528000.0,2023-03-31
-904073000.0,-3879000.0,-1652000.0,,,-203715000.0,10450000.0,,2776880000.0,901595000.0,1875285000.0,3013615000.0,3013615000.0,,18015000.0,,,,2992986000.0,-3879000.0,,2614000.0,0.0,0.0,,2614000.0,-1652000.0,,-437972000.0,-437972000.0,-6024000.0,-228233000.0,1076482000.0,-1304715000.0,-203715000.0,,-203715000.0,-700358000.0,-700358000.0,-306022000.0,-15866000.0,-40457000.0,-86126000.0,-29825000.0,-29825000.0,-29825000.0,-21953000.0,-93808000.0,-17987000.0,-17987000.0,8659000.0,71376000.0,276631000.0,55363000.0,55363000.0,-42133000.0,-42133000.0,-764232000.0,2023-06-30
-706099000.0,,-1455000.0,38654000.0,0.0,-192517000.0,-3374000.0,14000.0,1165947000.0,2776880000.0,-1610933000.0,35086000.0,35086000.0,,2214000.0,,,,10378000.0,,0.0,37199000.0,0.0,0.0,,37199000.0,-1455000.0,38654000.0,-1132437000.0,-1132437000.0,0.0,-939920000.0,498081000.0,-1438001000.0,-192517000.0,,-192517000.0,-513582000.0,-513582000.0,-178678000.0,-7460000.0,-769000.0,-8840000.0,-18811000.0,-18811000.0,-18811000.0,-12027000.0,-127971000.0,-2800000.0,-2800000.0,-3579000.0,68237000.0,230816000.0,60832000.0,60832000.0,-60316000.0,-60316000.0,-630894000.0,2023-09-30
-747191000.0,,-891000.0,1832632000.0,-1812641000.0,-272642000.0,10249000.0,0.0,1371507000.0,1165947000.0,205560000.0,27959000.0,27959000.0,-2910000.0,11769000.0,,,,-1812641000.0,,-1812641000.0,1831741000.0,0.0,0.0,,1831741000.0,-891000.0,1832632000.0,652150000.0,652150000.0,97500000.0,827292000.0,1240320000.0,-413028000.0,-272642000.0,,-272642000.0,-474549000.0,-474549000.0,-84786000.0,,39279000.0,-16922000.0,4463000.0,-24709000.0,-24709000.0,-2579000.0,-82077000.0,-28731000.0,-28731000.0,97790000.0,63851000.0,171574000.0,67498000.0,67498000.0,-25279000.0,-25279000.0,-653766000.0,2023-12-31
