treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,foreign_currency_translation_adjustments,treasury_stock,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,employee_benefits,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_note_receivables,financial_assets,investments_and_advances,other_investments,investmentin_financial_assets,available_for_sale_securities,financial_assets_designatedas_fair_value_through_profitor_loss_total,long_term_equity_investment,investmentsin_joint_venturesat_cost,investmentsin_associatesat_cost,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,hedging_assets_current,assets_held_for_sale_current,restricted_cash,prepaid_assets,inventory,other_inventories,finished_goods,raw_materials,receivables,other_receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
137187667.0,2481943618.0,2619131285.0,24909000000.0,57020000000.0,100746000000.0,167307000000.0,15946000000.0,100746000000.0,1437000000.0,111724000000.0,153242000000.0,114570000000.0,2846000000.0,111724000000.0,-12836000000.0,-12836000000.0,7554000000.0,123951000000.0,8163000000.0,8163000000.0,189294000000.0,79516000000.0,3379000000.0,3746000000.0,1829000000.0,11021000000.0,11021000000.0,41518000000.0,41518000000.0,18023000000.0,109778000000.0,35841000000.0,15502000000.0,1437000000.0,14065000000.0,14065000000.0,58435000000.0,2309000000.0,56126000000.0,,14780000000.0,41346000000.0,303864000000.0,178140000000.0,301000000.0,5049000000.0,5049000000.0,5570000000.0,813000000.0,27375000000.0,,3219000000.0,1797000000.0,1422000000.0,24156000000.0,14623000000.0,9533000000.0,10978000000.0,2328000000.0,8650000000.0,128054000000.0,-202011000000.0,330065000000.0,3960000000.0,10401000000.0,37002000000.0,10230000000.0,3089000000.0,265383000000.0,125724000000.0,63000000.0,2000000.0,568000000.0,2352000000.0,1455000000.0,22936000000.0,3787000000.0,14438000000.0,4711000000.0,59120000000.0,28479000000.0,6263000000.0,24378000000.0,-826000000.0,25204000000.0,39228000000.0,8554000000.0,30674000000.0,2022-12-31
35714880.0,2454547144.0,2490262024.0,32814000000.0,60799000000.0,82347000000.0,176380000000.0,13992000000.0,82347000000.0,,115581000000.0,158496000000.0,118444000000.0,2863000000.0,115581000000.0,-12784000000.0,-12784000000.0,2820000000.0,123357000000.0,7828000000.0,7828000000.0,174588000000.0,77325000000.0,21270000000.0,,1840000000.0,11300000000.0,11300000000.0,42915000000.0,42915000000.0,,97263000000.0,764000000.0,17884000000.0,,17884000000.0,17884000000.0,78615000000.0,,78615000000.0,42578000000.0,,36037000000.0,293032000000.0,181777000000.0,2709000000.0,4772000000.0,4772000000.0,,,33563000000.0,1209000000.0,2357000000.0,,,29997000000.0,,,33234000000.0,,,107499000000.0,,,,,,,,,111255000000.0,28153000000.0,,668000000.0,,,22786000000.0,,,,24128000000.0,,,24128000000.0,,,35520000000.0,7535000000.0,27985000000.0,2023-03-31
68505002.0,2429759177.0,2498264179.0,30397000000.0,55969000000.0,81965000000.0,169651000000.0,15061000000.0,81965000000.0,,113682000000.0,154109000000.0,116452000000.0,2770000000.0,113682000000.0,-12859000000.0,-12859000000.0,4820000000.0,123511000000.0,7850000000.0,7850000000.0,164567000000.0,74831000000.0,,,1872000000.0,11237000000.0,11237000000.0,40427000000.0,40427000000.0,21295000000.0,89736000000.0,2732000000.0,15542000000.0,,15542000000.0,15542000000.0,71462000000.0,,71462000000.0,38609000000.0,,32853000000.0,281019000000.0,176222000000.0,2573000000.0,3649000000.0,3649000000.0,,,34109000000.0,1190000000.0,2494000000.0,2494000000.0,,30425000000.0,,30425000000.0,31717000000.0,,,104174000000.0,,,,,,,,,104797000000.0,23111000000.0,,8441000000.0,,,18785000000.0,,,,22163000000.0,,,22163000000.0,,,32297000000.0,6725000000.0,25572000000.0,2023-06-30
16354419.0,2395897416.0,2412251835.0,33167000000.0,57898000000.0,82856000000.0,173665000000.0,14210000000.0,82856000000.0,,115767000000.0,156789000000.0,118424000000.0,2657000000.0,115767000000.0,-13461000000.0,-13461000000.0,1894000000.0,123506000000.0,7616000000.0,7616000000.0,171580000000.0,77149000000.0,22657000000.0,,1837000000.0,11633000000.0,11633000000.0,41022000000.0,41022000000.0,22657000000.0,94431000000.0,2882000000.0,16876000000.0,,16876000000.0,16876000000.0,74673000000.0,,74673000000.0,37405000000.0,,37268000000.0,290004000000.0,181363000000.0,3991000000.0,3535000000.0,3535000000.0,,,34205000000.0,1342000000.0,2710000000.0,2710000000.0,,30153000000.0,,,32911000000.0,,,106721000000.0,,,,,,,,,108641000000.0,22252000000.0,,8656000000.0,,,22512000000.0,,,,23598000000.0,,,23598000000.0,,,31623000000.0,6892000000.0,24731000000.0,2023-09-30
60543213.0,2351708622.0,2412251835.0,20693000000.0,47870000000.0,104031000000.0,162902000000.0,10744000000.0,104031000000.0,1721000000.0,116753000000.0,155033000000.0,119453000000.0,2700000000.0,116753000000.0,-13701000000.0,-13701000000.0,4019000000.0,126857000000.0,7616000000.0,7616000000.0,164201000000.0,75416000000.0,4858000000.0,2198000000.0,1993000000.0,11688000000.0,11688000000.0,38280000000.0,38280000000.0,16399000000.0,88785000000.0,21070000000.0,9590000000.0,1721000000.0,7869000000.0,7869000000.0,58125000000.0,2816000000.0,55309000000.0,,13974000000.0,41335000000.0,283654000000.0,184125000000.0,330000000.0,3418000000.0,3418000000.0,6784000000.0,673000000.0,30921000000.0,,5026000000.0,3424000000.0,1602000000.0,25895000000.0,16411000000.0,9484000000.0,12722000000.0,2771000000.0,9951000000.0,129277000000.0,-199298000000.0,328575000000.0,5262000000.0,12344000000.0,38769000000.0,9529000000.0,2837000000.0,,99529000000.0,60000000.0,91000000.0,2101000000.0,1807000000.0,1731000000.0,19317000000.0,3212000000.0,12923000000.0,3182000000.0,42801000000.0,15281000000.0,4078000000.0,23442000000.0,-892000000.0,24334000000.0,31621000000.0,6165000000.0,25456000000.0,2023-12-31
65716125.0,2321130349.0,2386846474.0,30386000000.0,56026000000.0,85216000000.0,174435000000.0,8369000000.0,85216000000.0,,118409000000.0,156462000000.0,121143000000.0,2734000000.0,118409000000.0,-14167000000.0,-14167000000.0,4909000000.0,129937000000.0,7548000000.0,7548000000.0,161990000000.0,72833000000.0,20961000000.0,,1941000000.0,11878000000.0,11878000000.0,38053000000.0,38053000000.0,,89157000000.0,588000000.0,17973000000.0,,17973000000.0,17973000000.0,70596000000.0,,70596000000.0,32949000000.0,,37647000000.0,283133000000.0,185607000000.0,4328000000.0,3165000000.0,3165000000.0,,,35459000000.0,1895000000.0,2308000000.0,,,31256000000.0,,,33193000000.0,,,109462000000.0,,,,,,,,,97526000000.0,20615000000.0,,525000000.0,,,20229000000.0,,,,24198000000.0,,,24198000000.0,,,31959000000.0,6319000000.0,25640000000.0,2024-03-31
