tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,earnings_from_equity_interest,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,gross_profit,cost_of_revenue,total_revenue,excise_taxes,operating_revenue,date
0.0,0.25,12986000000.0,3264000000.0,2749000000.0,44060000000.0,12986000000.0,10237000000.0,-246000000.0,719000000.0,357000000.0,3264000000.0,3264000000.0,51664000000.0,2570078740.0,2570078740.0,1.26,1.27,3264000000.0,3264000000.0,3264000000.0,-177000000.0,3441000000.0,3441000000.0,6077000000.0,9518000000.0,-2525000000.0,-2244000000.0,-281000000.0,-246000000.0,-116000000.0,719000000.0,357000000.0,12289000000.0,7604000000.0,7604000000.0,19893000000.0,44060000000.0,63953000000.0,4629000000.0,68582000000.0,2022-12-31
0.0,0.25,13599000000.0,5557000000.0,3187000000.0,41413000000.0,13599000000.0,10412000000.0,-242000000.0,710000000.0,393000000.0,5557000000.0,5557000000.0,49290000000.0,2491928251.0,2491928251.0,2.21,2.23,5557000000.0,5557000000.0,5557000000.0,-74000000.0,5631000000.0,5631000000.0,4071000000.0,9702000000.0,1001000000.0,41000000.0,960000000.0,-242000000.0,-75000000.0,710000000.0,393000000.0,8943000000.0,7877000000.0,7877000000.0,16820000000.0,41413000000.0,58233000000.0,4370000000.0,62603000000.0,2023-03-31
0.0,0.374605,10558000000.0,4088000000.0,3195000000.0,36970000000.0,10558000000.0,7363000000.0,26000000.0,724000000.0,510000000.0,4088000000.0,4088000000.0,44938000000.0,2477575758.0,2477575758.0,1.64,1.65,4088000000.0,4088000000.0,4088000000.0,-64000000.0,4152000000.0,4152000000.0,2487000000.0,6639000000.0,17000000.0,-250000000.0,267000000.0,26000000.0,-240000000.0,724000000.0,510000000.0,6596000000.0,7968000000.0,7968000000.0,14564000000.0,36970000000.0,51534000000.0,4737000000.0,56271000000.0,2023-06-30
0.0,0.33723,14441000000.0,6676000000.0,3621000000.0,36731000000.0,14441000000.0,10820000000.0,-142000000.0,726000000.0,459000000.0,6676000000.0,6676000000.0,44538000000.0,2436496350.0,2436496350.0,2.73,2.74,6676000000.0,6676000000.0,6676000000.0,-14000000.0,6690000000.0,6690000000.0,3404000000.0,10094000000.0,361000000.0,-393000000.0,754000000.0,-142000000.0,-125000000.0,726000000.0,459000000.0,9875000000.0,7807000000.0,7807000000.0,17682000000.0,36731000000.0,54413000000.0,4604000000.0,59017000000.0,2023-09-30
0.0,0.398639,12851000000.0,5063000000.0,3815000000.0,40689000000.0,12851000000.0,9036000000.0,-107000000.0,660000000.0,439000000.0,5063000000.0,5063000000.0,48029000000.0,2399526066.0,2399526066.0,2.09,2.11,5063000000.0,5063000000.0,5063000000.0,26000000.0,5037000000.0,5037000000.0,3339000000.0,8376000000.0,1747000000.0,1883000000.0,-136000000.0,-107000000.0,-114000000.0,660000000.0,439000000.0,6736000000.0,7340000000.0,7340000000.0,14076000000.0,40689000000.0,54765000000.0,4472000000.0,59237000000.0,2023-12-31
0.0,0.336382,12490000000.0,5721000000.0,3036000000.0,36722000000.0,12490000000.0,9454000000.0,-145000000.0,708000000.0,472000000.0,5721000000.0,5721000000.0,44453000000.0,2364049587.0,2364049587.0,2.4,2.42,5721000000.0,5721000000.0,5721000000.0,-83000000.0,5804000000.0,5804000000.0,2942000000.0,8746000000.0,1461000000.0,1443000000.0,18000000.0,-145000000.0,-91000000.0,708000000.0,472000000.0,7430000000.0,7731000000.0,7731000000.0,15161000000.0,36722000000.0,51883000000.0,4395000000.0,56278000000.0,2024-03-31
