free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_inventory,change_in_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
-115303000.0,0.0,-70000000.0,0.0,,-147356000.0,141266000.0,16937000.0,563439000.0,754667000.0,9597000.0,-200825000.0,-79806000.0,-79806000.0,-314000.0,-14896000.0,-14896000.0,-10764000.0,0.0,,-70000000.0,,,,-205000000.0,271000000.0,-476000000.0,-153072000.0,-153072000.0,-5716000.0,0.0,,0.0,-147356000.0,-147356000.0,32053000.0,32053000.0,-102125000.0,34321000.0,-9393000.0,-78788000.0,-23000000.0,-25265000.0,17102000.0,9033000.0,,-45780000.0,-45780000.0,95344000.0,95344000.0,53462000.0,53462000.0,41882000.0,1052000.0,,57427000.0,2022-12-31
17879000.0,,-117170000.0,117170000.0,18393000.0,-133992000.0,,,709032000.0,563439000.0,561000.0,145032000.0,-6482000.0,-6482000.0,-9705000.0,-15170000.0,-15170000.0,18393000.0,,18393000.0,0.0,0.0,0.0,0.0,0.0,-117170000.0,117170000.0,-357000.0,-357000.0,108000.0,133527000.0,133527000.0,,-133992000.0,-133992000.0,151871000.0,151871000.0,6809000.0,10701000.0,2538000.0,20043000.0,-34852000.0,8379000.0,27726000.0,30678000.0,88872000.0,-34826000.0,-34826000.0,104349000.0,104349000.0,57574000.0,57574000.0,46775000.0,16429000.0,13642000.0,-88166000.0,2023-03-31
10967000.0,,-311501000.0,0.0,18374000.0,-116051000.0,,,567017000.0,709032000.0,-11149000.0,-130866000.0,-312101000.0,-312101000.0,-3994000.0,-14980000.0,-14980000.0,18374000.0,,18374000.0,-311501000.0,-135000000.0,-135000000.0,0.0,-176501000.0,-176501000.0,0.0,54217000.0,54217000.0,169509000.0,759000.0,759000.0,,-116051000.0,-116051000.0,127018000.0,127018000.0,-34960000.0,-26655000.0,-4072000.0,-43638000.0,29843000.0,9562000.0,-132954000.0,11458000.0,0.0,-31988000.0,-31988000.0,98399000.0,98399000.0,54680000.0,54680000.0,43719000.0,19417000.0,14935000.0,197646000.0,2023-06-30
121884000.0,,-175279000.0,100279000.0,866000.0,-78139000.0,32134000.0,43561000.0,594020000.0,567017000.0,-5009000.0,32012000.0,-91425000.0,-91425000.0,-2239000.0,-15052000.0,,866000.0,,866000.0,-75000000.0,0.0,0.0,0.0,-75000000.0,-175279000.0,100279000.0,-76586000.0,-76586000.0,1553000.0,0.0,0.0,,-78139000.0,-78139000.0,200023000.0,200023000.0,56398000.0,-24833000.0,3178000.0,27940000.0,68349000.0,-18236000.0,18307000.0,10280000.0,15913000.0,-28552000.0,-28552000.0,90870000.0,90870000.0,51239000.0,51239000.0,39631000.0,3595000.0,2000.0,33212000.0,2023-09-30
21985000.0,,-869725000.0,0.0,,-128665000.0,-4570000.0,9401000.0,456929000.0,594020000.0,9083000.0,-146174000.0,-872621000.0,-872621000.0,-1036000.0,-15019000.0,,-37633000.0,,,-869725000.0,0.0,0.0,0.0,-869725000.0,-869725000.0,0.0,575797000.0,575797000.0,23788000.0,680674000.0,680674000.0,0.0,-128665000.0,-128665000.0,150650000.0,150650000.0,22322000.0,29456000.0,-13556000.0,-33892000.0,39411000.0,903000.0,-15065000.0,8955000.0,40896000.0,-50240000.0,-50240000.0,93542000.0,93542000.0,50984000.0,50984000.0,42558000.0,12263000.0,-4740000.0,37977000.0,2023-12-31
