tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,impairment_of_capital_assets,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,general_and_administrative_expense,other_gand_a
497462.720442,0.119353,240028000.0,4168000.0,4168000.0,57427000.0,95344000.0,499663000.0,244196000.0,148852000.0,-82013000.0,83642000.0,1629000.0,53756462.720442,57427000.0,802294000.0,143776000.0,149909000.0,149039000.0,0.38,0.39,57427000.0,57427000.0,57427000.0,57427000.0,57427000.0,,7783000.0,65210000.0,3447000.0,-721000.0,-1052000.0,1052000.0,,,5220000.0,-82013000.0,83642000.0,1629000.0,143776000.0,260749000.0,53462000.0,53462000.0,53462000.0,53462000.0,68041000.0,139246000.0,404525000.0,541545000.0,946070000.0,946070000.0,2022-12-31,,
-17698170.0,0.21,208075000.0,-84277000.0,-84277000.0,-88166000.0,104349000.0,473936000.0,123798000.0,19449000.0,-84821000.0,86146000.0,1325000.0,-21587170.0,-88166000.0,820058000.0,13466000.0,149426000.0,149426000.0,-0.59,-0.59,-88166000.0,-88166000.0,-88166000.0,-88166000.0,-88166000.0,,21469000.0,-66697000.0,-84214000.0,63000.0,-81876000.0,-6996000.0,88872000.0,,-2401000.0,-84821000.0,86146000.0,1325000.0,102338000.0,299347000.0,57574000.0,57574000.0,57574000.0,57574000.0,71906000.0,169867000.0,401685000.0,520711000.0,922396000.0,922396000.0,2023-03-31,,
30741480.0,0.21,214204000.0,146388000.0,146388000.0,197646000.0,98399000.0,473115000.0,360592000.0,262193000.0,-78605000.0,80908000.0,2303000.0,81999480.0,197646000.0,788140000.0,267614000.0,150837000.0,149825000.0,1.31,1.32,197646000.0,197646000.0,197646000.0,197646000.0,197646000.0,-130000.0,-16491000.0,181285000.0,147030000.0,642000.0,150273000.0,4481000.0,0.0,-154754000.0,-3885000.0,-78605000.0,80908000.0,2303000.0,112860000.0,271306000.0,54680000.0,54680000.0,54680000.0,54680000.0,71030000.0,145596000.0,384166000.0,516834000.0,901000000.0,901000000.0,2023-06-30,,
-5328330.0,0.21,225287000.0,-25373000.0,-25373000.0,33212000.0,90870000.0,481534000.0,199914000.0,109044000.0,-75594000.0,77820000.0,2226000.0,53256670.0,33212000.0,755265000.0,117061000.0,151229000.0,150127000.0,0.22,0.22,33212000.0,33212000.0,33212000.0,33212000.0,33212000.0,-139000.0,-2127000.0,31224000.0,-26156000.0,-783000.0,-20445000.0,4532000.0,15913000.0,0.0,-4928000.0,-75594000.0,77820000.0,2226000.0,132974000.0,234100000.0,51239000.0,51239000.0,51239000.0,51239000.0,66810000.0,116051000.0,367074000.0,521165000.0,888239000.0,888239000.0,2023-09-30,,
-9707250.0,0.21,234129000.0,-46225000.0,-46225000.0,37977000.0,93542000.0,425053000.0,187904000.0,94362000.0,-62101000.0,67504000.0,5403000.0,74494750.0,37977000.0,676556000.0,101017000.0,,,,,37977000.0,37977000.0,37977000.0,37977000.0,37977000.0,-145000.0,-11264000.0,26858000.0,-46776000.0,-551000.0,-51721000.0,17003000.0,40896000.0,,5496000.0,-62101000.0,67504000.0,5403000.0,135735000.0,208945000.0,50984000.0,50984000.0,50984000.0,50984000.0,67567000.0,90394000.0,344680000.0,467611000.0,812291000.0,812291000.0,2023-12-31,90394000.0,54723000.0
