free_cash_flow,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_current_liabilities,change_in_prepaid_assets,change_in_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,operating_gains_losses,net_foreign_currency_exchange_gain_loss,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date
154300000.0,0.0,0.0,-125000000.0,600000.0,14800000.0,1196500000.0,1057400000.0,1700000.0,137400000.0,-43700000.0,-43700000.0,0.0,4300000.0,-48000000.0,-48000000.0,0.0,0.0,0.0,0.0,-98200000.0,-98200000.0,0.0,26800000.0,100000.0,26700000.0,-125000000.0,,-125000000.0,279300000.0,279300000.0,15700000.0,900000.0,500000.0,14300000.0,4400000.0,3600000.0,0.0,15200000.0,15200000.0,73500000.0,1900000.0,1900000.0,,165000000.0,2022-12-31
100200000.0,,,-109600000.0,600000.0,23900000.0,1248400000.0,1196500000.0,1300000.0,50600000.0,-56600000.0,-56600000.0,,1200000.0,-57800000.0,-57800000.0,,,,,-102600000.0,-102600000.0,,0.0,0.0,,-102600000.0,7000000.0,-109600000.0,209800000.0,209800000.0,-14500000.0,-500000.0,2100000.0,-16100000.0,3000000.0,1500000.0,,8100000.0,8100000.0,61000000.0,-5800000.0,-2100000.0,-3700000.0,156500000.0,2023-03-31
99900000.0,,,-162000000.0,600000.0,27000000.0,1295100000.0,1248400000.0,2300000.0,44400000.0,-56900000.0,-56900000.0,,1700000.0,-58600000.0,-58600000.0,,,,,-160600000.0,-160600000.0,,1400000.0,1900000.0,,-162000000.0,0.0,-162000000.0,261900000.0,261900000.0,6600000.0,5300000.0,-6100000.0,7400000.0,-11600000.0,1700000.0,,7000000.0,7000000.0,75100000.0,-1400000.0,-1400000.0,0.0,184500000.0,2023-06-30
70600000.0,,,-165400000.0,600000.0,16100000.0,1297100000.0,1295100000.0,-3500000.0,5500000.0,-56800000.0,-56800000.0,,0.0,-56800000.0,-56800000.0,,,,,-173700000.0,-173700000.0,,-8300000.0,100000.0,-8400000.0,-165400000.0,0.0,-165400000.0,236000000.0,236000000.0,-11700000.0,-14800000.0,-6500000.0,9600000.0,-300000.0,1500000.0,,1500000.0,1500000.0,68100000.0,1800000.0,1800000.0,0.0,175100000.0,2023-09-30
198900000.0,,,-84600000.0,500000.0,21100000.0,1421900000.0,1297100000.0,5300000.0,119500000.0,-59800000.0,-59800000.0,,0.0,-59800000.0,-59800000.0,,,,,-104200000.0,-104200000.0,,-900000.0,0.0,-900000.0,-84600000.0,0.0,-84600000.0,283500000.0,283500000.0,25700000.0,-600000.0,2500000.0,23800000.0,-300000.0,800000.0,,10000000.0,10000000.0,68900000.0,-1100000.0,-1100000.0,0.0,-982500000.0,2023-12-31
