treasury_shares_number,preferred_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,preferred_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,derivative_product_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,commercial_paper,current_notes_payable,payables_and_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,defined_pension_benefit,investments_and_advances,available_for_sale_securities,trading_securities,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,land_and_improvements,receivables,other_receivables,accounts_receivable,other_short_term_investments,cash_and_cash_equivalents,cash_financial,date
,12000000.0,1191375095.0,1191375095.0,241637000000.0,310855000000.0,48317000000.0,372682000000.0,56392000000.0,3323000000.0,65150000000.0,8075000000.0,250651000000.0,74749000000.0,1524000000.0,73225000000.0,-7318000000.0,-7318000000.0,53761000000.0,26782000000.0,18707000000.0,8075000000.0,1274669000000.0,65900000000.0,549000000.0,549000000.0,1100000000.0,1100000000.0,180749000000.0,3323000000.0,177426000000.0,287000000.0,130106000000.0,130106000000.0,14321000000.0,9590000000.0,106195000000.0,13028000000.0,13028000000.0,464000000.0,464000000.0,12564000000.0,1349418000000.0,1052000000.0,216188000000.0,76847000000.0,83296000000.0,2633000000.0,16833000000.0,7959000000.0,8874000000.0,5700000000.0,-6536000000.0,12236000000.0,1795000000.0,6559000000.0,2205000000.0,1677000000.0,13382000000.0,7957000000.0,5425000000.0,53412000000.0,65895000000.0,11065000000.0,2022-10-31
,12000000.0,1191752000.0,1191752000.0,225007000000.0,306393000000.0,48942000000.0,372505000000.0,57017000000.0,,66112000000.0,8075000000.0,241625000000.0,75751000000.0,1564000000.0,74187000000.0,-6785000000.0,-6785000000.0,54165000000.0,26807000000.0,18732000000.0,8075000000.0,1298687000000.0,52746000000.0,,,,,167438000000.0,,167438000000.0,,138955000000.0,138955000000.0,12902000000.0,10763000000.0,115290000000.0,,,,,,1374438000000.0,,222392000000.0,25894000000.0,108704000000.0,2684000000.0,17170000000.0,,,5699000000.0,,,,,,,,,,85110000000.0,81386000000.0,8301000000.0,2023-01-31
,12000000.0,1198174512.0,1198174512.0,240417000000.0,304310000000.0,51681000000.0,373387000000.0,59756000000.0,,69077000000.0,8075000000.0,242573000000.0,78750000000.0,1598000000.0,77152000000.0,-5050000000.0,-5050000000.0,54967000000.0,27235000000.0,19160000000.0,8075000000.0,1294448000000.0,50562000000.0,,,,,165421000000.0,,165421000000.0,,138889000000.0,138889000000.0,21021000000.0,9972000000.0,107896000000.0,,,,,,1373198000000.0,,227088000000.0,30036000000.0,107785000000.0,2708000000.0,17396000000.0,,,5646000000.0,,,,,,,,,,86559000000.0,63893000000.0,9292000000.0,2023-04-30
,12000000.0,1205333151.0,1205333151.0,235757000000.0,326082000000.0,50720000000.0,394064000000.0,58795000000.0,,67982000000.0,8075000000.0,267957000000.0,77718000000.0,1661000000.0,76057000000.0,-7428000000.0,-7428000000.0,55783000000.0,27702000000.0,19627000000.0,8075000000.0,1318380000000.0,50848000000.0,,,,,191900000000.0,,191900000000.0,,134182000000.0,134182000000.0,17114000000.0,11151000000.0,105917000000.0,,,,,,1396098000000.0,,223683000000.0,29971000000.0,110881000000.0,2607000000.0,17262000000.0,,,5685000000.0,,,,,,,,,,80224000000.0,90325000000.0,12635000000.0,2023-07-31
0.0,12000000.0,1214044420.0,1214044420.0,220299000000.0,313813000000.0,51660000000.0,379464000000.0,59735000000.0,3202000000.0,68853000000.0,8075000000.0,267608000000.0,78667000000.0,1739000000.0,76928000000.0,-7002000000.0,-7002000000.0,55746000000.0,28184000000.0,20109000000.0,8075000000.0,1332122000000.0,58660000000.0,521000000.0,521000000.0,1446000000.0,1446000000.0,193882000000.0,3202000000.0,190680000000.0,573000000.0,119931000000.0,119931000000.0,14240000000.0,12582000000.0,93109000000.0,17706000000.0,17706000000.0,728000000.0,728000000.0,16978000000.0,1410789000000.0,936000000.0,227774000000.0,90276000000.0,85059000000.0,1925000000.0,17193000000.0,8012000000.0,9181000000.0,5642000000.0,-4875000000.0,10517000000.0,1854000000.0,6145000000.0,705000000.0,1813000000.0,14010000000.0,6885000000.0,7125000000.0,50514000000.0,90312000000.0,10173000000.0,2023-10-31
,,1222127412.0,1222127412.0,238578000000.0,305827000000.0,52996000000.0,375804000000.0,61775000000.0,,69977000000.0,8779000000.0,265672000000.0,80452000000.0,1696000000.0,78756000000.0,-7065000000.0,-7065000000.0,56443000000.0,29378000000.0,20599000000.0,8779000000.0,1312434000000.0,47134000000.0,,,,,186916000000.0,,186916000000.0,,118911000000.0,118911000000.0,19072000000.0,13099000000.0,86740000000.0,,,,,,1392886000000.0,,260963000000.0,36066000000.0,118747000000.0,1957000000.0,16981000000.0,,,5519000000.0,,,,,,,,,,104193000000.0,67249000000.0,9211000000.0,2024-01-31
