treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,preferred_securities_outside_stock_equity,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_debt,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,non_current_prepaid_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
282131.0,46912635.0,47194766.0,3282500000.0,3920600000.0,-2144400000.0,12089800000.0,1294500000.0,-2144400000.0,8169200000.0,11789700000.0,8172900000.0,3700000.0,8169200000.0,-726500000.0,-726500000.0,20000000.0,4561800000.0,4353400000.0,500000.0,500000.0,0.0,6181100000.0,4657700000.0,547200000.0,3700000.0,490000000.0,490000000.0,3620500000.0,3620500000.0,1523400000.0,300100000.0,300100000.0,1223300000.0,717600000.0,505700000.0,505700000.0,14354000000.0,11536100000.0,274300000.0,178400000.0,178400000.0,10313600000.0,2440600000.0,7873000000.0,769800000.0,-847800000.0,1617600000.0,1077600000.0,436400000.0,103600000.0,0.0,2817900000.0,130700000.0,890700000.0,170200000.0,156800000.0,563700000.0,1158400000.0,274700000.0,883700000.0,-11700000.0,895400000.0,638100000.0,638100000.0,2022-12-31
157301.0,47037465.0,47194766.0,3155200000.0,3820400000.0,-1965200000.0,12186100000.0,1394400000.0,-1965200000.0,8365700000.0,11886000000.0,8369400000.0,3700000.0,8365700000.0,-726800000.0,-726800000.0,9400000.0,4740500000.0,4360900000.0,500000.0,500000.0,0.0,6059900000.0,4571900000.0,569200000.0,3700000.0,482400000.0,482400000.0,3520300000.0,3520300000.0,1488000000.0,300100000.0,300100000.0,1187900000.0,692900000.0,495000000.0,495000000.0,14429300000.0,11546900000.0,268300000.0,182400000.0,182400000.0,10330900000.0,2405400000.0,7925500000.0,765300000.0,-876200000.0,1641500000.0,,,,,2882400000.0,145400000.0,951700000.0,195700000.0,178900000.0,577100000.0,1120100000.0,292200000.0,827900000.0,-10600000.0,838500000.0,665200000.0,665200000.0,2023-03-31
123866.0,47070900.0,47194766.0,2989100000.0,3353300000.0,-1714500000.0,11932300000.0,1007200000.0,-1714500000.0,8579000000.0,11482200000.0,8582900000.0,3900000.0,8579000000.0,-712000000.0,-712000000.0,6500000.0,4925800000.0,4371200000.0,500000.0,500000.0,0.0,5573400000.0,3939900000.0,574400000.0,,462300000.0,462300000.0,2903200000.0,2903200000.0,1633500000.0,450100000.0,450100000.0,1183400000.0,724000000.0,459400000.0,459400000.0,14156300000.0,11515600000.0,270000000.0,186100000.0,186100000.0,10293500000.0,2349700000.0,7943800000.0,766000000.0,-905100000.0,1671100000.0,,,,,2640700000.0,141100000.0,970600000.0,190100000.0,180300000.0,600200000.0,1164800000.0,305400000.0,859400000.0,-9600000.0,869000000.0,364200000.0,364200000.0,2023-06-30
11252.0,47183514.0,47194766.0,2735500000.0,3244100000.0,-1465300000.0,11966000000.0,1138400000.0,-1465300000.0,8721900000.0,11515900000.0,8726100000.0,4200000.0,8721900000.0,-787900000.0,-787900000.0,800000.0,5124400000.0,4385700000.0,500000.0,500000.0,0.0,5489700000.0,3807600000.0,563700000.0,,449900000.0,449900000.0,2794000000.0,2794000000.0,1682100000.0,450100000.0,450100000.0,1232000000.0,777100000.0,454900000.0,454900000.0,14215800000.0,11395300000.0,264000000.0,,190000000.0,10187200000.0,2287400000.0,7899800000.0,754100000.0,-932100000.0,1686200000.0,,,,,2820500000.0,155000000.0,962000000.0,181700000.0,202800000.0,577500000.0,1194900000.0,340200000.0,854700000.0,-10700000.0,865400000.0,508600000.0,508600000.0,2023-09-30
0.0,47331845.0,47331845.0,2596600000.0,3244900000.0,-1059700000.0,12466100000.0,1215300000.0,-1059700000.0,9221200000.0,11866000000.0,9225800000.0,4600000.0,9221200000.0,-634100000.0,-634100000.0,0.0,5447500000.0,4407300000.0,500000.0,500000.0,0.0,5302100000.0,3536000000.0,475800000.0,,415400000.0,415400000.0,2644800000.0,2644800000.0,1766100000.0,600100000.0,600100000.0,1166000000.0,781300000.0,384700000.0,384700000.0,14527900000.0,11546500000.0,285300000.0,,203300000.0,10280900000.0,2278100000.0,8002800000.0,777000000.0,-947100000.0,1724100000.0,1165800000.0,450900000.0,107400000.0,0.0,2981400000.0,213300000.0,917700000.0,172300000.0,184800000.0,560600000.0,1202100000.0,302400000.0,899700000.0,-11500000.0,911200000.0,648300000.0,648300000.0,2023-12-31
