free_cash_flow,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,other_non_cash_items,stock_based_compensation,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,net_income_from_continuing_operations,date
203600000.0,-100000.0,0.0,-34100000.0,638100000.0,479300000.0,27400000.0,131400000.0,5200000.0,5200000.0,100000.0,5200000.0,-100000.0,-100000.0,-100000.0,0.0,-111500000.0,-111500000.0,15500000.0,-87700000.0,-87700000.0,-39300000.0,,-34100000.0,237700000.0,237700000.0,-107200000.0,-30600000.0,45800000.0,58800000.0,-13000000.0,-13000000.0,-54600000.0,-20100000.0,-47700000.0,26900000.0,9400000.0,81800000.0,81800000.0,,226800000.0,2022-12-31
178600000.0,-100100000.0,,-24400000.0,665200000.0,638100000.0,4400000.0,22700000.0,-103400000.0,-103400000.0,,-3300000.0,-100100000.0,-100100000.0,-100100000.0,,-76900000.0,-76900000.0,,-52500000.0,-52500000.0,-24400000.0,,-24400000.0,203000000.0,203000000.0,-57100000.0,7200000.0,-45400000.0,-34600000.0,-10800000.0,-10800000.0,-11300000.0,-57600000.0,50000000.0,-8700000.0,7900000.0,82100000.0,82100000.0,,178800000.0,2023-03-31
163200000.0,-468600000.0,,-27300000.0,364200000.0,665200000.0,500000.0,-301500000.0,-464400000.0,-464400000.0,,4800000.0,-468600000.0,-468600000.0,-468600000.0,,-27600000.0,-27600000.0,,-1000000.0,-1000000.0,-27300000.0,,-27300000.0,190500000.0,190500000.0,-84400000.0,1300000.0,-22900000.0,16000000.0,-38900000.0,-38900000.0,-5000000.0,-17700000.0,-40100000.0,2600000.0,8400000.0,80000000.0,80000000.0,,185500000.0,2023-06-30
255200000.0,-110000000.0,,-23000000.0,508600000.0,364200000.0,-13100000.0,157500000.0,-97900000.0,-97900000.0,-13600000.0,25700000.0,-110000000.0,-110000000.0,-110000000.0,,-22800000.0,-22800000.0,200000.0,0.0,0.0,-23000000.0,0.0,-23000000.0,278200000.0,278200000.0,-12900000.0,32500000.0,7500000.0,5200000.0,2300000.0,2300000.0,-10000000.0,-1900000.0,-41000000.0,7400000.0,8000000.0,76900000.0,76900000.0,0.0,198800000.0,2023-09-30
124200000.0,-200000.0,,-40200000.0,648300000.0,508600000.0,24100000.0,115600000.0,14200000.0,14200000.0,-3800000.0,18200000.0,-200000.0,-200000.0,-200000.0,,-63000000.0,-63000000.0,1400000.0,-24200000.0,-24200000.0,-40200000.0,,-40200000.0,164400000.0,164400000.0,-243200000.0,-284800000.0,-14400000.0,63100000.0,-77500000.0,-77500000.0,-16300000.0,62900000.0,9400000.0,-2900000.0,8000000.0,77400000.0,77400000.0,,323500000.0,2023-12-31
