tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,general_and_administrative_expense,other_gand_a,salaries_and_wages
0.0,0.10107,356600000.0,0.0,0.0,226400000.0,81800000.0,767400000.0,356600000.0,274800000.0,-22500000.0,22500000.0,226400000.0,226400000.0,1144400000.0,273800000.0,47800000.0,46912635.0,4.74,4.830269,226400000.0,226400000.0,226400000.0,400000.0,226800000.0,226800000.0,25500000.0,252300000.0,1000000.0,1000000.0,0.0,0.0,-22500000.0,,22500000.0,273800000.0,343100000.0,47900000.0,47900000.0,47900000.0,47900000.0,295200000.0,616900000.0,801300000.0,1418200000.0,1418200000.0,2022-12-31,,,
0.0,0.201,326800000.0,,,178700000.0,82100000.0,758300000.0,326800000.0,244700000.0,-21000000.0,21000000.0,178700000.0,178700000.0,1140800000.0,242500000.0,47900000.0,46900000.0,3.73,3.81,178700000.0,178700000.0,178700000.0,-100000.0,178800000.0,178800000.0,44900000.0,223700000.0,2200000.0,2200000.0,,,-21000000.0,,21000000.0,242500000.0,350100000.0,49700000.0,49700000.0,49700000.0,49700000.0,300400000.0,592600000.0,790700000.0,1383300000.0,1383300000.0,2023-03-31,,,
336000.0,0.21,334500000.0,1600000.0,1600000.0,185300000.0,80000000.0,775600000.0,336100000.0,256100000.0,-22300000.0,22300000.0,184036000.0,185300000.0,1168600000.0,256100000.0,47900000.0,47000000.0,3.87,3.94,185300000.0,185300000.0,185300000.0,-200000.0,185500000.0,185500000.0,49400000.0,234900000.0,1100000.0,-500000.0,1600000.0,-1600000.0,-22300000.0,22300000.0,22300000.0,256100000.0,362300000.0,49300000.0,49300000.0,49300000.0,49300000.0,313000000.0,618400000.0,806300000.0,1424700000.0,1424700000.0,2023-06-30,,,
0.0,0.192,341400000.0,0.0,0.0,198600000.0,76900000.0,769400000.0,341400000.0,264500000.0,-18400000.0,18400000.0,198600000.0,198600000.0,1138200000.0,264300000.0,47900000.0,47100000.0,4.15,4.22,198600000.0,198600000.0,198600000.0,200000.0,198800000.0,198800000.0,47300000.0,246100000.0,200000.0,200000.0,0.0,,-18400000.0,,18400000.0,264300000.0,341000000.0,49100000.0,49100000.0,49100000.0,49100000.0,291900000.0,605300000.0,797200000.0,1402500000.0,1402500000.0,2023-09-30,,,
0.0,0.21,347200000.0,0.0,0.0,323100000.0,77400000.0,773100000.0,347200000.0,269800000.0,-15600000.0,15600000.0,323100000.0,323100000.0,1150400000.0,271500000.0,47900000.0,47331845.0,6.75,6.826271,323100000.0,323100000.0,323100000.0,-1400000.0,323500000.0,323500000.0,-69300000.0,254200000.0,-4800000.0,-4800000.0,0.0,0.0,-15600000.0,,15600000.0,274600000.0,348500000.0,48600000.0,48600000.0,48600000.0,48600000.0,299900000.0,623100000.0,801900000.0,1425000000.0,1425000000.0,2023-12-31,299900000.0,303000000.0,-3100000.0
,,,,,,,,,,,,,,,,48000000.0,47381321.0,3.72,3.767307,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-31,,,
