free_cash_flow,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_investment_securities,net_foreign_currency_exchange_gain_loss,net_income_from_continuing_operations,date
81185000.0,-304733000.0,0.0,0.0,-155415000.0,946987000.0,1186714000.0,-239727000.0,-311909000.0,-311909000.0,-6401000.0,-775000.0,0.0,0.0,-304733000.0,-304733000.0,-304733000.0,0.0,-164418000.0,-164418000.0,1099000.0,-10102000.0,0.0,-10102000.0,-155415000.0,-155415000.0,236600000.0,236600000.0,455284000.0,215500000.0,217555000.0,135949000.0,81606000.0,81606000.0,-45519000.0,4779000.0,62969000.0,62969000.0,-420000.0,24640000.0,8171000.0,216630000.0,216630000.0,16012000.0,8769000.0,6877000.0,-482480000.0,2022-12-31
265657000.0,-1821412000.0,1330622000.0,,-237676000.0,700600000.0,946987000.0,-246387000.0,-513364000.0,-513364000.0,-13886000.0,-8688000.0,,,-490790000.0,-490790000.0,-1821412000.0,1330622000.0,-236356000.0,-236356000.0,1320000.0,0.0,0.0,,-237676000.0,-237676000.0,503333000.0,503333000.0,414765000.0,668261000.0,-194507000.0,-168581000.0,-25926000.0,-25926000.0,-127192000.0,2812000.0,65391000.0,65391000.0,,28155000.0,1199000.0,210676000.0,210676000.0,7859000.0,4404000.0,1021000.0,-159321000.0,2023-03-31
296768000.0,-679365000.0,707565000.0,,-736514000.0,899135000.0,700600000.0,198535000.0,-78901000.0,-78901000.0,-93184000.0,-13917000.0,,,28200000.0,28200000.0,-679365000.0,707565000.0,-755846000.0,-755846000.0,4047000.0,-23379000.0,0.0,,-736514000.0,-736514000.0,1033282000.0,1033282000.0,686116000.0,157960000.0,47153000.0,93572000.0,-46419000.0,-46419000.0,448312000.0,-8627000.0,41318000.0,41318000.0,,44536000.0,298000.0,214612000.0,214612000.0,6187000.0,5019000.0,801000.0,86116000.0,2023-06-30
-918409000.0,-128904000.0,950996000.0,,-1128508000.0,681558000.0,899135000.0,-217577000.0,786752000.0,786752000.0,-37981000.0,2641000.0,,,822092000.0,822092000.0,-128904000.0,950996000.0,-1214428000.0,-1214428000.0,9311000.0,-95231000.0,0.0,-95231000.0,-1128508000.0,-1128508000.0,210099000.0,210099000.0,-382211000.0,-406801000.0,-52805000.0,-64179000.0,11374000.0,11374000.0,116345000.0,-12305000.0,-26645000.0,-26645000.0,0.0,23563000.0,2143000.0,224670000.0,224670000.0,-3934000.0,-85000.0,-3849000.0,345868000.0,2023-09-30
-388664000.0,-1128553000.0,1333758000.0,,-647664000.0,402415000.0,681558000.0,-279143000.0,152370000.0,152370000.0,-51246000.0,-1589000.0,,,205205000.0,205205000.0,-1128553000.0,1333758000.0,-690513000.0,-690513000.0,1483000.0,-44332000.0,0.0,-44332000.0,-647664000.0,-647664000.0,259000000.0,259000000.0,90703000.0,84258000.0,66981000.0,56986000.0,9995000.0,9995000.0,-27199000.0,7078000.0,-40415000.0,-40415000.0,-2269000.0,22686000.0,2550000.0,233278000.0,233278000.0,18537000.0,4422000.0,10215000.0,-106485000.0,2023-12-31
