tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.21,-88345000.0,-482480000.0,216630000.0,1204941000.0,-88345000.0,-304975000.0,-177120000.0,177120000.0,-482480000.0,-482480000.0,1800098000.0,-280969000.0,421400765.0,421400765.0,-1.14,-1.14,-482480000.0,-482480000.0,-482480000.0,-482480000.0,-482480000.0,385000.0,-482095000.0,-24006000.0,-24006000.0,-177120000.0,177120000.0,-280969000.0,580639000.0,202112000.0,202112000.0,378527000.0,299670000.0,1219459000.0,1519129000.0,1519129000.0,2022-12-31
0.0,0.06002,212439000.0,-159321000.0,210676000.0,1264532000.0,212439000.0,1763000.0,-171257000.0,171257000.0,-159321000.0,-159321000.0,1811221000.0,10718000.0,422655215.0,422655215.0,-0.38,-0.38,-159321000.0,-159321000.0,-159321000.0,-159321000.0,-159321000.0,-10173000.0,-169494000.0,-8955000.0,-8955000.0,-171257000.0,171257000.0,10718000.0,530803000.0,194790000.0,194790000.0,336013000.0,541521000.0,1280418000.0,1821939000.0,1821939000.0,2023-03-31
0.0,0.007994,479114000.0,86116000.0,214612000.0,1366113000.0,479114000.0,264502000.0,-177692000.0,177692000.0,86116000.0,86116000.0,1932947000.0,272545000.0,461075240.0,424178775.0,0.2,0.2,86116000.0,86116000.0,86116000.0,86116000.0,86116000.0,694000.0,86810000.0,-8043000.0,-8043000.0,-177692000.0,177692000.0,272545000.0,549337000.0,197115000.0,197115000.0,352222000.0,821882000.0,1383610000.0,2205492000.0,2205492000.0,2023-06-30
0.0,0.02346,760048000.0,345868000.0,224670000.0,1462684000.0,760048000.0,535378000.0,-181201000.0,181201000.0,345868000.0,345868000.0,2012719000.0,523318000.0,511585445.0,425398415.0,0.71,0.81,345868000.0,345868000.0,345868000.0,345868000.0,345868000.0,8309000.0,354177000.0,12060000.0,12060000.0,-181201000.0,181201000.0,523318000.0,529973000.0,204608000.0,204608000.0,325365000.0,1053291000.0,1482746000.0,2536037000.0,2536037000.0,2023-09-30
0.0,0.016913,322342000.0,-106485000.0,233278000.0,1300590000.0,322342000.0,89064000.0,-197381000.0,197381000.0,-106485000.0,-106485000.0,1862126000.0,124330000.0,,,,,-106485000.0,-106485000.0,-106485000.0,-106485000.0,-106485000.0,-1832000.0,-108317000.0,-35266000.0,-35266000.0,-197381000.0,197381000.0,124330000.0,540313000.0,212055000.0,212055000.0,328258000.0,664643000.0,1321813000.0,1986456000.0,1986456000.0,2023-12-31
