tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.247,95488000.0,,,50005000.0,26703000.0,88221000.0,95488000.0,68785000.0,-1388000.0,2356000.0,968000.0,50005000.0,50005000.0,203690000.0,67891000.0,161750000.0,157011000.0,0.31,0.32,49995000.0,49995000.0,10000.0,50005000.0,0.0,50005000.0,50005000.0,16424000.0,66429000.0,-74000.0,-74000.0,,,-1388000.0,2356000.0,968000.0,67891000.0,115469000.0,22459000.0,93010000.0,183360000.0,88221000.0,271581000.0,271581000.0,2022-12-31
0.0,0.124,108534000.0,,,70218000.0,26971000.0,91984000.0,108534000.0,81563000.0,-393000.0,1367000.0,974000.0,70218000.0,70218000.0,213935000.0,80211000.0,161615000.0,157311000.0,0.43,0.45,70202000.0,70202000.0,16000.0,70218000.0,0.0,70218000.0,70218000.0,9978000.0,80196000.0,378000.0,378000.0,,,-393000.0,1367000.0,974000.0,80211000.0,121951000.0,22713000.0,99238000.0,202162000.0,91984000.0,294146000.0,294146000.0,2023-03-31
0.0,0.145296,118941000.0,,,75484000.0,26923000.0,96622000.0,118941000.0,92018000.0,-2667000.0,3702000.0,1035000.0,75484000.0,75484000.0,214741000.0,94525000.0,161920000.0,157504000.0,0.47,0.48,75466000.0,75466000.0,18000.0,75484000.0,0.0,75484000.0,75484000.0,12832000.0,88316000.0,4404000.0,-50593000.0,,,-2667000.0,3702000.0,1035000.0,86579000.0,118119000.0,23419000.0,60814000.0,204698000.0,96622000.0,301320000.0,301320000.0,2023-06-30
59430.0,0.21,82708000.0,283000.0,283000.0,50993000.0,28540000.0,91744000.0,82991000.0,54451000.0,-4003000.0,4893000.0,890000.0,50769430.0,50993000.0,221073000.0,55862000.0,161940000.0,158130000.0,0.31,0.32,50985000.0,50985000.0,8000.0,50993000.0,0.0,50993000.0,50993000.0,-1435000.0,49558000.0,-2301000.0,-294000.0,-2290000.0,283000.0,-4003000.0,4893000.0,890000.0,55862000.0,129329000.0,23998000.0,105331000.0,185191000.0,91744000.0,276935000.0,276935000.0,2023-09-30
0.0,0.177,65519000.0,,,27465000.0,27803000.0,96011000.0,65519000.0,37716000.0,-3513000.0,4329000.0,816000.0,27465000.0,27465000.0,234594000.0,38004000.0,160060000.0,157533000.0,0.17,0.17,27462000.0,27462000.0,3000.0,27465000.0,0.0,27465000.0,27465000.0,5922000.0,33387000.0,-1104000.0,810000.0,-1914000.0,,-3513000.0,4329000.0,816000.0,38004000.0,138583000.0,22916000.0,115667000.0,176587000.0,96011000.0,272598000.0,272598000.0,2023-12-31
