ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,financial_assets,investments_and_advances,other_investments,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,finished_goods,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,assets_held_for_sale_current
157093879.0,157093879.0,35318000.0,289158000.0,389870000.0,2027106000.0,436788000.0,389870000.0,89158000.0,1827106000.0,2027106000.0,1827106000.0,0.0,1827106000.0,-75125000.0,-75125000.0,1199976000.0,700684000.0,1571000.0,1571000.0,536295000.0,407900000.0,11336000.0,7000000.0,111381000.0,111381000.0,278183000.0,78183000.0,200000000.0,128395000.0,1319000.0,21812000.0,21812000.0,10975000.0,10975000.0,94289000.0,44912000.0,49377000.0,,25277000.0,25277000.0,24100000.0,2363401000.0,1798218000.0,53194000.0,,,,1437236000.0,567647000.0,869589000.0,307788000.0,-223343000.0,531131000.0,13469000.0,83937000.0,182306000.0,242340000.0,9079000.0,0.0,565183000.0,23431000.0,160233000.0,75476000.0,84757000.0,184763000.0,184763000.0,-3250000.0,188013000.0,196756000.0,32074000.0,164682000.0,2022-12-31,
157339318.0,157339318.0,242718000.0,473990000.0,465887000.0,2259686000.0,429833000.0,465887000.0,103990000.0,1889686000.0,2259686000.0,1889686000.0,0.0,1889686000.0,-73551000.0,-73551000.0,1246612000.0,715052000.0,1573000.0,1573000.0,710010000.0,568847000.0,10973000.0,0.0,94607000.0,94607000.0,463267000.0,93267000.0,370000000.0,141163000.0,865000.0,24878000.0,24878000.0,10723000.0,10723000.0,104697000.0,54159000.0,50538000.0,5250000.0,18168000.0,18168000.0,27120000.0,2599696000.0,2028700000.0,283354000.0,,,,1423799000.0,553257000.0,870542000.0,321547000.0,-230428000.0,551975000.0,11065000.0,97976000.0,190896000.0,242958000.0,9080000.0,0.0,570996000.0,27920000.0,169464000.0,82458000.0,87006000.0,216415000.0,216415000.0,-3491000.0,219906000.0,157197000.0,29915000.0,127282000.0,2023-03-31,
157641914.0,157641914.0,169429000.0,454965000.0,559134000.0,2316516000.0,492973000.0,559134000.0,104965000.0,1966516000.0,2316516000.0,1966516000.0,0.0,1966516000.0,-66064000.0,-66064000.0,1309461000.0,721543000.0,1576000.0,1576000.0,672176000.0,543667000.0,10919000.0,0.0,88982000.0,88982000.0,443766000.0,93766000.0,350000000.0,128509000.0,1413000.0,23069000.0,23069000.0,11199000.0,11199000.0,92828000.0,51627000.0,41201000.0,3500000.0,12022000.0,12022000.0,25679000.0,2638692000.0,2017210000.0,285302000.0,,,,1407382000.0,534645000.0,872737000.0,324526000.0,-233712000.0,558238000.0,15491000.0,98326000.0,190019000.0,245302000.0,9100000.0,0.0,621482000.0,27066000.0,171638000.0,87087000.0,84551000.0,218468000.0,218468000.0,-4738000.0,223206000.0,204310000.0,23739000.0,180571000.0,2023-06-30,
158354579.0,158354579.0,291337000.0,549530000.0,449399000.0,2437746000.0,463723000.0,449399000.0,109530000.0,1997746000.0,2437746000.0,1997746000.0,0.0,1997746000.0,-78016000.0,-78016000.0,1327572000.0,746606000.0,1584000.0,1584000.0,757614000.0,629860000.0,9394000.0,,83134000.0,83134000.0,537332000.0,97332000.0,440000000.0,127754000.0,4440000.0,24516000.0,24516000.0,12198000.0,12198000.0,86600000.0,50828000.0,35772000.0,1750000.0,5938000.0,5938000.0,28084000.0,2755360000.0,2163883000.0,12441000.0,17491000.0,251644000.0,251644000.0,1548347000.0,578971000.0,969376000.0,333960000.0,-240978000.0,574938000.0,21769000.0,102277000.0,196655000.0,245161000.0,9076000.0,0.0,591477000.0,52164000.0,186080000.0,101341000.0,84739000.0,204570000.0,204570000.0,-4920000.0,209490000.0,148663000.0,0.0,148663000.0,2023-09-30,
157142004.0,157142004.0,316868000.0,555699000.0,432872000.0,2410559000.0,455409000.0,432872000.0,108699000.0,1963559000.0,2410559000.0,1963559000.0,,1963559000.0,-63661000.0,-63661000.0,1261376000.0,764273000.0,1571000.0,1571000.0,767194000.0,631963000.0,17361000.0,,71575000.0,71575000.0,543027000.0,96027000.0,447000000.0,135231000.0,5818000.0,28427000.0,28427000.0,12672000.0,12672000.0,88314000.0,50154000.0,38160000.0,,6646000.0,6646000.0,31514000.0,2730753000.0,2140113000.0,13040000.0,11589000.0,249730000.0,249730000.0,1530687000.0,550605000.0,980082000.0,335067000.0,-245214000.0,580281000.0,28065000.0,100863000.0,199533000.0,243640000.0,8180000.0,0.0,590640000.0,40051000.0,180839000.0,97592000.0,83247000.0,207451000.0,207451000.0,-3502000.0,210953000.0,135652000.0,5520000.0,130132000.0,2023-12-31,26647000.0
