free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,other_non_cash_items,stock_based_compensation,asset_impairment_charge,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,pension_and_employee_benefit_expense,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date,common_stock_dividend_paid
135900000.0,100000.0,-600000.0,-94900000.0,894300000.0,729000000.0,38800000.0,126500000.0,-9500000.0,-9500000.0,100000.0,5000000.0,-14100000.0,100000.0,100000.0,-600000.0,-600000.0,-600000.0,-94800000.0,-94800000.0,100000.0,-94900000.0,230800000.0,230800000.0,117800000.0,31000000.0,6700000.0,,31100000.0,31100000.0,1000000.0,1000000.0,30100000.0,-30700000.0,-12600000.0,,103000000.0,2022-12-31,
56000000.0,-71600000.0,-600000.0,-82100000.0,886300000.0,894300000.0,7000000.0,-15000000.0,-71000000.0,-71000000.0,,15300000.0,-14100000.0,-71600000.0,-71600000.0,-600000.0,-600000.0,-600000.0,-82100000.0,-82100000.0,,-82100000.0,138100000.0,138100000.0,-46800000.0,-6500000.0,8500000.0,11300000.0,31600000.0,31600000.0,900000.0,900000.0,30700000.0,,,,140000000.0,2023-03-31,
93800000.0,-174400000.0,-500000.0,-75400000.0,796300000.0,886300000.0,-300000.0,-89700000.0,-176800000.0,-176800000.0,,12200000.0,-14100000.0,-174400000.0,-174400000.0,-500000.0,-500000.0,-500000.0,-82100000.0,-82100000.0,,-75400000.0,169200000.0,169200000.0,-25300000.0,-5900000.0,7500000.0,-7900000.0,34100000.0,34100000.0,500000.0,500000.0,33600000.0,,,,155100000.0,2023-06-30,
134300000.0,-28100000.0,-600000.0,-95800000.0,898600000.0,796300000.0,-9800000.0,112100000.0,-22300000.0,-22300000.0,,20400000.0,-14000000.0,-28100000.0,-28100000.0,-600000.0,-600000.0,-600000.0,-95700000.0,-95700000.0,100000.0,-95800000.0,230100000.0,230100000.0,24800000.0,-1100000.0,5900000.0,3500000.0,35700000.0,35700000.0,900000.0,900000.0,34800000.0,0.0,0.0,0.0,161300000.0,2023-09-30,
130400000.0,-177100000.0,-600000.0,-108700000.0,853900000.0,898600000.0,14500000.0,-59200000.0,-189500000.0,-189500000.0,,3100000.0,-14800000.0,-177100000.0,-177100000.0,-600000.0,-600000.0,-600000.0,-108800000.0,-108800000.0,-100000.0,-108700000.0,239100000.0,239000000.0,26900000.0,14500000.0,1400000.0,2700000.0,35900000.0,35900000.0,1300000.0,1300000.0,34600000.0,-16800000.0,-2500000.0,0.0,137000000.0,2023-12-31,
27600000.0,-272400000.0,-600000.0,-90600000.0,601800000.0,853900000.0,-8700000.0,-243400000.0,-271000000.0,-271000000.0,-100000.0,16800000.0,-14700000.0,-272400000.0,-272400000.0,-600000.0,-600000.0,-600000.0,-90600000.0,-90600000.0,,-90600000.0,118200000.0,118200000.0,-34600000.0,-3700000.0,5000000.0,600000.0,35600000.0,35600000.0,900000.0,900000.0,34700000.0,,,0.0,115300000.0,2024-03-31,-14700000.0
