treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_accounts_receivable,investments_and_advances,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,unrealized_gain_loss
6364991.0,41782978.0,48147969.0,813532000.0,1046174000.0,-915272000.0,3611778000.0,-42453000.0,-915272000.0,58785000.0,2624389000.0,3581778000.0,2624389000.0,2624389000.0,-844000.0,-844000.0,22827000.0,1437854000.0,1209725000.0,481000.0,481000.0,0.0,2063028000.0,1173333000.0,16967000.0,150928000.0,2037000.0,148891000.0,1005438000.0,48049000.0,957389000.0,889695000.0,568538000.0,568538000.0,40736000.0,10736000.0,30000000.0,30000000.0,280421000.0,131941000.0,148480000.0,43667000.0,43667000.0,104813000.0,4687417000.0,3840175000.0,49960000.0,8271000.0,18508000.0,3539661000.0,1050353000.0,2489308000.0,223775000.0,-170722000.0,394497000.0,50989000.0,161541000.0,159059000.0,22908000.0,0.0,847242000.0,8239000.0,50859000.0,577257000.0,0.0,577257000.0,-14761000.0,592018000.0,210887000.0,37030000.0,173857000.0,2022-12-31,
6243409.0,41904560.0,48147969.0,737672000.0,926497000.0,-833875000.0,3554650000.0,-89365000.0,-833875000.0,57980000.0,2686133000.0,3524650000.0,2686133000.0,2686133000.0,-750000.0,-750000.0,22272000.0,1468729000.0,1239945000.0,481000.0,481000.0,0.0,1869502000.0,1034474000.0,17423000.0,131967000.0,1600000.0,130367000.0,885084000.0,46567000.0,838517000.0,835028000.0,497395000.0,497395000.0,41413000.0,11413000.0,30000000.0,30000000.0,296220000.0,104522000.0,191698000.0,69337000.0,69337000.0,122361000.0,4555635000.0,3809972000.0,49828000.0,9282000.0,14544000.0,3520008000.0,1030924000.0,2489084000.0,216310000.0,,216310000.0,216310000.0,,,,,745663000.0,6738000.0,70587000.0,508683000.0,,508683000.0,-14767000.0,523450000.0,159655000.0,28810000.0,130845000.0,2023-03-31,
6081263.0,42066706.0,48147969.0,750310000.0,924938000.0,-731051000.0,3637325000.0,2663000.0,-731051000.0,55864000.0,2768251000.0,3607325000.0,2768251000.0,2768251000.0,-785000.0,-785000.0,21619000.0,1517859000.0,1272315000.0,481000.0,481000.0,0.0,1867298000.0,1013081000.0,19113000.0,110411000.0,1164000.0,109247000.0,883557000.0,44483000.0,839074000.0,854217000.0,565840000.0,565840000.0,41381000.0,11381000.0,30000000.0,30000000.0,246996000.0,126557000.0,120439000.0,1905000.0,1905000.0,118534000.0,4635549000.0,3778669000.0,48396000.0,8310000.0,10116000.0,3499302000.0,1010218000.0,2489084000.0,212545000.0,,212545000.0,212545000.0,,,,,856880000.0,9507000.0,70783000.0,638726000.0,,638726000.0,-19643000.0,658369000.0,137864000.0,19100000.0,118764000.0,2023-06-30,
6041707.0,42106262.0,48147969.0,603684000.0,788795000.0,-662348000.0,3588021000.0,-67043000.0,-662348000.0,53625000.0,2852851000.0,3558021000.0,2852851000.0,2852851000.0,-522000.0,-522000.0,21457000.0,1564870000.0,1309479000.0,481000.0,481000.0,0.0,1784578000.0,875544000.0,22547000.0,105729000.0,727000.0,105002000.0,747268000.0,42098000.0,705170000.0,909034000.0,600439000.0,600439000.0,41527000.0,11527000.0,30000000.0,30000000.0,267068000.0,134407000.0,132661000.0,0.0,0.0,132661000.0,4637429000.0,3795438000.0,52313000.0,10123000.0,9553000.0,3515199000.0,1004711000.0,2510488000.0,208250000.0,,208250000.0,208250000.0,,,,,841991000.0,7286000.0,60350000.0,631246000.0,7633000.0,623613000.0,-17024000.0,640637000.0,143109000.0,11623000.0,131486000.0,2023-09-30,
5858476.0,42289493.0,48147969.0,480514000.0,696889000.0,-590108000.0,3584002000.0,-140553000.0,-590108000.0,50882000.0,2937995000.0,3534201000.0,2937995000.0,2937995000.0,-326000.0,-326000.0,20720000.0,1603773000.0,1354787000.0,481000.0,481000.0,0.0,1738668000.0,737530000.0,22621000.0,78881000.0,291000.0,78590000.0,636028000.0,39822000.0,596206000.0,1001138000.0,632914000.0,632914000.0,60861000.0,11060000.0,49801000.0,49801000.0,307363000.0,158558000.0,148805000.0,2466000.0,2466000.0,146339000.0,4676663000.0,3816078000.0,63182000.0,8988000.0,7046000.0,3528103000.0,995994000.0,2532109000.0,208759000.0,-178563000.0,387322000.0,39039000.0,153281000.0,172094000.0,22908000.0,0.0,860585000.0,10303000.0,54700000.0,619704000.0,,619704000.0,-22829000.0,642533000.0,175878000.0,10385000.0,165493000.0,2023-12-31,
5707093.0,42440876.0,48147969.0,408401000.0,645416000.0,-480219000.0,3619773000.0,-48504000.0,-480219000.0,48778000.0,3023135000.0,3619773000.0,3023135000.0,3023135000.0,-273000.0,,20111000.0,1657943000.0,1385095000.0,481000.0,481000.0,0.0,1585620000.0,712695000.0,24152000.0,54274000.0,0.0,54274000.0,634269000.0,37631000.0,596638000.0,872925000.0,571871000.0,571871000.0,11147000.0,11147000.0,,,289907000.0,106446000.0,183461000.0,38293000.0,38293000.0,145168000.0,4608755000.0,3784334000.0,63153000.0,7340000.0,5492000.0,3503354000.0,971229000.0,2532125000.0,204995000.0,,204995000.0,204995000.0,,,,,824421000.0,8550000.0,76486000.0,542441000.0,,542441000.0,-20198000.0,562639000.0,196944000.0,8707000.0,188237000.0,2024-03-31,-273000.0
