tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.075612,96813000.0,31077000.0,55091000.0,221901000.0,96813000.0,41722000.0,-8103000.0,8103000.0,31077000.0,31077000.0,411510000.0,40711000.0,42419000.0,41707000.0,0.73,0.75,31077000.0,31077000.0,31077000.0,31077000.0,31077000.0,2542000.0,33619000.0,1011000.0,1011000.0,-8103000.0,8103000.0,40711000.0,152622000.0,18104000.0,18104000.0,18104000.0,18104000.0,32667000.0,101851000.0,,,,193333000.0,258888000.0,452221000.0,452221000.0,2022-12-31
0.0,0.199,88142000.0,30875000.0,41916000.0,248507000.0,88142000.0,46226000.0,-7684000.0,7684000.0,30875000.0,30875000.0,426873000.0,44980000.0,42506000.0,41832000.0,0.73,0.74,30875000.0,30875000.0,30875000.0,30875000.0,30875000.0,7667000.0,38542000.0,1246000.0,1246000.0,-7684000.0,7684000.0,44980000.0,154857000.0,18407000.0,18407000.0,18407000.0,18407000.0,26987000.0,109463000.0,37103000.0,72360000.0,72360000.0,199837000.0,272016000.0,471853000.0,471853000.0,2023-03-31
0.0,0.125,102918000.0,49130000.0,40401000.0,259067000.0,102918000.0,62517000.0,-6387000.0,6387000.0,49130000.0,49130000.0,442405000.0,61874000.0,42751000.0,41980000.0,1.15,1.17,49130000.0,49130000.0,49130000.0,49130000.0,49130000.0,7000000.0,56130000.0,643000.0,643000.0,-6387000.0,6387000.0,61874000.0,161303000.0,18366000.0,18366000.0,18366000.0,18366000.0,28153000.0,114784000.0,37103000.0,77681000.0,77681000.0,223177000.0,281102000.0,504279000.0,504279000.0,2023-06-30
0.0,0.202,108861000.0,47011000.0,44139000.0,243911000.0,108861000.0,64722000.0,-5808000.0,5808000.0,47011000.0,47011000.0,430749000.0,63935000.0,42841000.0,42087000.0,1.1,1.12,47011000.0,47011000.0,47011000.0,47011000.0,47011000.0,11903000.0,58914000.0,787000.0,787000.0,-5808000.0,5808000.0,63935000.0,161225000.0,18526000.0,18526000.0,18526000.0,18526000.0,28282000.0,114417000.0,35898000.0,78519000.0,78519000.0,225160000.0,269524000.0,494684000.0,494684000.0,2023-09-30
0.0,0.128712,92711000.0,38903000.0,44311000.0,243030000.0,92711000.0,48400000.0,-3750000.0,3750000.0,38903000.0,38903000.0,433186000.0,47748000.0,42972000.0,42191000.0,0.91,0.92,38903000.0,38903000.0,38903000.0,38903000.0,38903000.0,5747000.0,44650000.0,652000.0,652000.0,-3750000.0,3750000.0,47748000.0,165177000.0,19332000.0,19332000.0,19332000.0,19332000.0,26164000.0,119681000.0,39666000.0,80015000.0,80015000.0,212925000.0,268009000.0,480934000.0,480934000.0,2023-12-31
0.0,0.187,111442000.0,54170000.0,42619000.0,264192000.0,111442000.0,68823000.0,-2184000.0,2184000.0,54170000.0,54170000.0,445381000.0,66978000.0,43100000.0,42332000.0,1.26,1.28,54170000.0,54170000.0,54170000.0,54170000.0,54170000.0,12469000.0,66639000.0,1845000.0,1845000.0,-2184000.0,2184000.0,66978000.0,156688000.0,18118000.0,18118000.0,18118000.0,18118000.0,29433000.0,109137000.0,36427000.0,72710000.0,72710000.0,223666000.0,288693000.0,512359000.0,512359000.0,2024-03-31
