free_cash_flow,repurchase_of_capital_stock,issuance_of_capital_stock,capital_expenditure,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,amortization_of_securities,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,net_income_from_continuing_operations,date
49178000.0,-74412000.0,10954000.0,-7217000.0,12626000.0,631477000.0,628371000.0,8504000.0,-5398000.0,-90093000.0,-90093000.0,-766000.0,-25869000.0,-25869000.0,-63458000.0,-74412000.0,10954000.0,28300000.0,28300000.0,35517000.0,108307000.0,-72790000.0,,,0.0,0.0,-7217000.0,-7217000.0,56395000.0,56395000.0,-63984000.0,18569000.0,-6679000.0,1690000.0,5765000.0,2168000.0,-501000.0,-84996000.0,-45153000.0,-3467000.0,31240000.0,-1030000.0,81000.0,-8255000.0,-8255000.0,22362000.0,22362000.0,22362000.0,79448000.0,2022-12-31
97018000.0,-51664000.0,10440000.0,-7524000.0,14842000.0,693420000.0,631477000.0,911000.0,61032000.0,-67096000.0,-67096000.0,0.0,-25872000.0,-25872000.0,-41224000.0,-51664000.0,10440000.0,23586000.0,23586000.0,31110000.0,38881000.0,-7771000.0,,,0.0,0.0,-7524000.0,-7524000.0,104542000.0,104542000.0,-32434000.0,2653000.0,-1211000.0,-4333000.0,15844000.0,10775000.0,-4227000.0,-51935000.0,7384000.0,-950000.0,29827000.0,-1042000.0,-44000.0,-11289000.0,-11289000.0,24591000.0,24591000.0,24591000.0,95883000.0,2023-03-31
113716000.0,-26819000.0,15837000.0,-7413000.0,12993000.0,799159000.0,693420000.0,-596000.0,106335000.0,-36825000.0,-36825000.0,0.0,-25843000.0,-25843000.0,-10982000.0,-26819000.0,15837000.0,22031000.0,22031000.0,3741000.0,46255000.0,-42514000.0,25703000.0,25703000.0,0.0,0.0,-7413000.0,-7413000.0,121129000.0,121129000.0,49131000.0,-7933000.0,3059000.0,-1156000.0,-105346000.0,-12168000.0,2303000.0,170372000.0,81315000.0,2666000.0,29224000.0,1724000.0,-216000.0,-2109000.0,-2109000.0,24304000.0,24304000.0,24304000.0,16405000.0,2023-06-30
76830000.0,-27525000.0,10550000.0,-8185000.0,21020000.0,817966000.0,799159000.0,-3699000.0,22506000.0,-42798000.0,-42798000.0,0.0,-25823000.0,-25823000.0,-16975000.0,-27525000.0,10550000.0,-19711000.0,-19711000.0,-11526000.0,38354000.0,-49880000.0,0.0,,0.0,0.0,-8185000.0,-8185000.0,85015000.0,85015000.0,5289000.0,-30390000.0,2298000.0,-5018000.0,31422000.0,3093000.0,-10801000.0,14685000.0,4233000.0,-1049000.0,28195000.0,-445000.0,-681000.0,3316000.0,3316000.0,24257000.0,24257000.0,24257000.0,9908000.0,2023-09-30
2310000.0,-114564000.0,18301000.0,-6099000.0,11759000.0,708658000.0,817966000.0,6790000.0,-116098000.0,-125140000.0,-125140000.0,-325000.0,-28552000.0,-28552000.0,-96263000.0,-114564000.0,18301000.0,633000.0,633000.0,6732000.0,42485000.0,-35753000.0,,,,,-6099000.0,-6099000.0,8409000.0,8409000.0,-101888000.0,5068000.0,-7767000.0,570000.0,-31993000.0,5866000.0,-9297000.0,-64335000.0,-28935000.0,-1745000.0,31894000.0,-2101000.0,-895000.0,-5397000.0,-5397000.0,20960000.0,20960000.0,20960000.0,67581000.0,2023-12-31
