ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,other_payable,dividends_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,long_term_equity_investment,investmentsin_associatesat_cost,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,restricted_cash,receivables,receivables_adjustments_allowances,other_receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
74800000.0,74800000.0,4475900000.0,4605700000.0,-2564100000.0,5157200000.0,-277100000.0,-2564100000.0,551500000.0,5110200000.0,551500000.0,551500000.0,-900000.0,-900000.0,552400000.0,0.0,0.0,0.0,5655300000.0,5033700000.0,122400000.0,352600000.0,11800000.0,340800000.0,4558700000.0,4558700000.0,621600000.0,130200000.0,39000000.0,39000000.0,47000000.0,47000000.0,405400000.0,184700000.0,47800000.0,220700000.0,46100000.0,27000000.0,2100000.0,2100000.0,145500000.0,6206800000.0,5862300000.0,109000000.0,659400000.0,659400000.0,659400000.0,3115600000.0,2391800000.0,723800000.0,1978300000.0,-837100000.0,2815400000.0,353700000.0,910700000.0,172000000.0,1217800000.0,161200000.0,0.0,344500000.0,44300000.0,74900000.0,95500000.0,-5700000.0,74700000.0,14000000.0,12500000.0,,,129800000.0,129800000.0,2022-12-31
74800000.0,74800000.0,4248800000.0,4422700000.0,-2410500000.0,5126900000.0,-316900000.0,-2410500000.0,704200000.0,5054900000.0,704200000.0,704200000.0,-900000.0,-900000.0,700400000.0,4700000.0,4700000.0,0.0,5569300000.0,4874900000.0,138400000.0,385800000.0,11800000.0,374000000.0,4350700000.0,4350700000.0,694400000.0,109000000.0,120800000.0,120800000.0,72000000.0,72000000.0,392600000.0,197900000.0,58300000.0,194700000.0,41300000.0,500000.0,7600000.0,7600000.0,145300000.0,6273500000.0,5896000000.0,34000000.0,651900000.0,651900000.0,651900000.0,3114700000.0,2390600000.0,724100000.0,2095400000.0,,,,,,,,,377500000.0,66100000.0,63500000.0,74000000.0,-4900000.0,,0.0,78900000.0,-4900000.0,78900000.0,173900000.0,173900000.0,2023-03-31
74900000.0,74900000.0,4245400000.0,4619400000.0,-2234000000.0,5473200000.0,-64800000.0,-2234000000.0,853800000.0,5405200000.0,853800000.0,853800000.0,-900000.0,-900000.0,846700000.0,8000000.0,8000000.0,0.0,5724800000.0,5076800000.0,142700000.0,382700000.0,9500000.0,373200000.0,4551400000.0,4551400000.0,648000000.0,115200000.0,25800000.0,25800000.0,68000000.0,68000000.0,439000000.0,194900000.0,48800000.0,244100000.0,49000000.0,1000000.0,29900000.0,29900000.0,164200000.0,6578600000.0,5995400000.0,32900000.0,644800000.0,644800000.0,,3087800000.0,2364900000.0,722900000.0,2229900000.0,,,,,,,,,583200000.0,62600000.0,67100000.0,79500000.0,-5500000.0,51200000.0,0.0,33800000.0,-5500000.0,33800000.0,374000000.0,374000000.0,2023-06-30
74600000.0,74600000.0,4592900000.0,4722800000.0,-2428500000.0,5611500000.0,-299300000.0,-2428500000.0,888700000.0,5543500000.0,888700000.0,888700000.0,-900000.0,-900000.0,889600000.0,0.0,0.0,0.0,5861800000.0,5191900000.0,141500000.0,395600000.0,9500000.0,386100000.0,4654800000.0,4654800000.0,669900000.0,118600000.0,30500000.0,30500000.0,68000000.0,68000000.0,452800000.0,238500000.0,76700000.0,214300000.0,44300000.0,1000000.0,,,169000000.0,6750500000.0,6379900000.0,19000000.0,660100000.0,660100000.0,,3317200000.0,2417300000.0,899900000.0,2383600000.0,,,,,,,,,370600000.0,69300000.0,63300000.0,108100000.0,-6000000.0,72200000.0,5900000.0,36000000.0,,,129900000.0,129900000.0,2023-09-30
74500000.0,74500000.0,4691800000.0,4836300000.0,-2424700000.0,5729900000.0,-355000000.0,-2424700000.0,893600000.0,5661900000.0,893600000.0,893600000.0,-900000.0,-900000.0,894500000.0,0.0,0.0,0.0,6061900000.0,5306100000.0,137800000.0,400000000.0,11800000.0,388200000.0,4768300000.0,4768300000.0,755800000.0,128400000.0,123800000.0,73200000.0,68000000.0,68000000.0,435600000.0,212600000.0,49400000.0,223000000.0,35200000.0,29300000.0,,,158500000.0,6955500000.0,6554700000.0,19300000.0,655900000.0,655900000.0,,3318300000.0,2418400000.0,899900000.0,2561200000.0,-988400000.0,3549600000.0,668500000.0,1077200000.0,180400000.0,1460600000.0,162900000.0,0.0,400800000.0,59500000.0,77300000.0,119500000.0,-5000000.0,69300000.0,12600000.0,42600000.0,,,144500000.0,144500000.0,2023-12-31
73500000.0,73500000.0,4777500000.0,4926900000.0,-2488300000.0,5753800000.0,-421200000.0,-2488300000.0,826900000.0,5685800000.0,826900000.0,826900000.0,-900000.0,-900000.0,827800000.0,0.0,0.0,0.0,6239900000.0,5402700000.0,138900000.0,404900000.0,11800000.0,393100000.0,4858900000.0,4858900000.0,837200000.0,183500000.0,153300000.0,153300000.0,68000000.0,68000000.0,432400000.0,201600000.0,76600000.0,230800000.0,38200000.0,700000.0,4100000.0,4100000.0,187800000.0,7066800000.0,6650800000.0,19300000.0,647800000.0,647800000.0,,3315200000.0,2415000000.0,900200000.0,2668500000.0,,,,,,,,,416000000.0,79000000.0,72600000.0,115000000.0,-5300000.0,85100000.0,0.0,35200000.0,,,149400000.0,149400000.0,2024-03-31
