free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,preferred_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,dividends_received_cfi,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,other_non_cash_items,net_income_from_continuing_operations,date
783740000.0,-82706000.0,-272153000.0,276111000.0,-45430000.0,5221513000.0,4795868000.0,87611000.0,338034000.0,-104257000.0,-104257000.0,-7509000.0,-18000000.0,-18000000.0,-82706000.0,-82706000.0,3958000.0,3958000.0,-272153000.0,276111000.0,-386879000.0,-386879000.0,8865000.0,0.0,-377179000.0,672326000.0,-1049505000.0,26865000.0,91865000.0,-65000000.0,-45430000.0,-45430000.0,829170000.0,829170000.0,-2474678000.0,709568000.0,2022-12-31
247002000.0,-81964000.0,-369227000.0,161151000.0,-37179000.0,5004853000.0,5221513000.0,19844000.0,-236504000.0,-412154000.0,-412154000.0,-122114000.0,,,-81964000.0,-81964000.0,-208076000.0,-208076000.0,-369227000.0,161151000.0,-108531000.0,-108531000.0,-1696000.0,,-69656000.0,866211000.0,-935867000.0,0.0,0.0,,-37179000.0,-37179000.0,284181000.0,284181000.0,-253618000.0,537799000.0,2023-03-31
682176000.0,-105197000.0,-277037000.0,194934000.0,-42264000.0,5240929000.0,5004853000.0,-5607000.0,241683000.0,-217727000.0,-217727000.0,-12427000.0,,,-105197000.0,-105197000.0,-82103000.0,-82103000.0,-277037000.0,194934000.0,-265030000.0,-265030000.0,7199000.0,,-271267000.0,941664000.0,-1212931000.0,41302000.0,41302000.0,,-42264000.0,-42264000.0,724440000.0,724440000.0,8510000.0,715930000.0,2023-06-30
880011000.0,-82432000.0,-165593000.0,119879000.0,-75645000.0,5044862000.0,5240929000.0,-13244000.0,-182823000.0,-169407000.0,-169407000.0,-41261000.0,0.0,0.0,-82432000.0,-82432000.0,-45714000.0,-45714000.0,-165593000.0,119879000.0,-969072000.0,-969072000.0,7764000.0,0.0,-741600000.0,219577000.0,-961177000.0,-159591000.0,0.0,,-75645000.0,-75645000.0,955656000.0,955656000.0,902388000.0,53268000.0,2023-09-30
718999000.0,-175886000.0,-137779000.0,149008000.0,-103531000.0,4332034000.0,5044862000.0,26044000.0,-738872000.0,-200428000.0,-200428000.0,-17771000.0,-18000000.0,-18000000.0,-175886000.0,-175886000.0,11229000.0,11229000.0,-137779000.0,149008000.0,-1360974000.0,-1360974000.0,9814000.0,0.0,-1230549000.0,600646000.0,-1831195000.0,-36708000.0,0.0,-36708000.0,-103531000.0,-103531000.0,822530000.0,822530000.0,-619092000.0,794093000.0,2023-12-31
