tax_effect_of_unusual_items,tax_rate_for_calcs,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,preferred_stock_dividends,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,net_non_operating_interest_income_expense,interest_expense_non_operating,other_operating_expenses,depreciation_and_amortization_in_income_statement,amortization,total_revenue,operating_revenue,date
0.0,0.212875,689710000.0,43788000.0,950440000.0,-48972000.0,48972000.0,149549000.0,689710000.0,689710000.0,3169130000.0,13536000.0,13494000.0,49.05,49.21,601814000.0,601814000.0,,18000000.0,689710000.0,-19858000.0,709568000.0,709568000.0,191900000.0,901468000.0,1401235000.0,-48972000.0,48972000.0,1129801000.0,43788000.0,43788000.0,4070598000.0,4070598000.0,2022-12-31
0.0,0.2,488652000.0,44399000.0,720968000.0,-49438000.0,49438000.0,163830000.0,488652000.0,488652000.0,2938931000.0,13475000.0,13450000.0,37.26,37.33,502125000.0,502125000.0,-13473000.0,,488652000.0,-49147000.0,537799000.0,537799000.0,133731000.0,671530000.0,1143787000.0,-49438000.0,49438000.0,996375000.0,44399000.0,44399000.0,3610461000.0,3610461000.0,2023-03-31
0.0,0.211415,695511000.0,44423000.0,955088000.0,-47221000.0,47221000.0,173974000.0,695511000.0,695511000.0,3219693000.0,13411000.0,13382000.0,50.09,50.2,677511000.0,677511000.0,,18000000.0,695511000.0,-20419000.0,715930000.0,715930000.0,191937000.0,907867000.0,1457173000.0,-47221000.0,47221000.0,1242286000.0,44423000.0,44423000.0,4127560000.0,4127560000.0,2023-06-30
0.0,0.21088,42591000.0,47545000.0,112056000.0,-44553000.0,44553000.0,196266000.0,42591000.0,42591000.0,3346929000.0,13345000.0,13315000.0,3.14,3.15,42591000.0,42591000.0,,,42591000.0,-10677000.0,53268000.0,53268000.0,14235000.0,67503000.0,1327151000.0,-44553000.0,44553000.0,1152377000.0,47545000.0,47545000.0,3414432000.0,3414432000.0,2023-09-30
0.0,0.211275,769306000.0,44247000.0,1050671000.0,-43865000.0,43865000.0,217684000.0,769306000.0,769306000.0,3554326000.0,13286000.0,13242000.0,56.48,56.67,757518000.0,757518000.0,,18000000.0,769306000.0,-24787000.0,794093000.0,794093000.0,212713000.0,1006806000.0,1321454000.0,-43865000.0,43865000.0,1140407000.0,44247000.0,44247000.0,4561132000.0,4561132000.0,2023-12-31
