ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,net_tangible_assets,common_stock_equity,preferred_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,long_term_debt_and_capital_lease_obligation,long_term_debt,payables_and_accrued_expenses,payables,accounts_payable,total_assets,investments_and_advances,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,prepaid_assets,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number,net_debt,current_debt_and_capital_lease_obligation,current_debt,current_notes_payable
13423000.0,13423000.0,4103629000.0,8087341000.0,16577272000.0,8679232000.0,12473643000.0,591891000.0,17169163000.0,13651479000.0,585945000.0,13065534000.0,-857077000.0,-857077000.0,9836827000.0,4085784000.0,3493893000.0,591891000.0,36139780000.0,4103629000.0,4103629000.0,8664626000.0,8664626000.0,8664626000.0,49791259000.0,22198009000.0,4386302000.0,1747464000.0,2638838000.0,2066114000.0,11407801000.0,11407801000.0,18663529000.0,14526097000.0,4137432000.0,2022-12-31,,,,,
13362000.0,13362000.0,3896766000.0,8803509000.0,17049358000.0,9395400000.0,13152592000.0,591891000.0,17641249000.0,14281204000.0,536721000.0,13744483000.0,-609781000.0,-609781000.0,10255401000.0,4098863000.0,3506972000.0,591891000.0,36661057000.0,3896766000.0,3896766000.0,8968638000.0,8968638000.0,8968638000.0,50942261000.0,23004095000.0,4349083000.0,1706206000.0,2642877000.0,2162117000.0,11777658000.0,11777658000.0,18922571000.0,14890619000.0,4031952000.0,2023-03-31,,,,,
13285000.0,13285000.0,3813917000.0,9289399000.0,17407525000.0,9881290000.0,13593608000.0,591891000.0,17999416000.0,14703523000.0,518024000.0,14185499000.0,-740743000.0,-740743000.0,10818989000.0,4107253000.0,3515362000.0,591891000.0,37480610000.0,3813917000.0,3813917000.0,8872757000.0,8872757000.0,8872757000.0,52184133000.0,23473613000.0,4304209000.0,1677621000.0,2626588000.0,2486203000.0,11991215000.0,11991215000.0,19090637000.0,14784753000.0,4305884000.0,2023-06-30,,,,,
13218534.0,13218534.0,3769248000.0,9150629000.0,17176516000.0,9742520000.0,13407268000.0,591891000.0,17768407000.0,14522629000.0,523470000.0,13999159000.0,-890833000.0,-890833000.0,10778567000.0,4111425000.0,3519534000.0,591891000.0,38226087000.0,3769248000.0,3769248000.0,924602000.0,924602000.0,924602000.0,52748716000.0,23778962000.0,4256639000.0,1633188000.0,2623451000.0,2707925000.0,12092419000.0,12092419000.0,10398053000.0,6043195000.0,4354858000.0,2023-09-30,,,,,
13132000.0,13132000.0,3779796000.0,10178604000.0,18171833000.0,10770495000.0,14392037000.0,591891000.0,18763724000.0,15525893000.0,541965000.0,14983928000.0,-478210000.0,-478210000.0,11353101000.0,4109037000.0,3517146000.0,591891000.0,39519817000.0,3779796000.0,3779796000.0,1037722000.0,1037722000.0,1037722000.0,55045710000.0,26521985000.0,4213433000.0,1588684000.0,2624749000.0,2365243000.0,12690807000.0,12690807000.0,10211866000.0,6464806000.0,3747060000.0,2023-12-31,0.0,32736000.0,0.0,0.0,0.0
