treasury_shares_number,ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,payables,dividends_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,net_ppe,accumulated_depreciation,gross_ppe,other_properties,current_assets,other_current_assets,inventory,receivables,taxes_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,cash_financial,date,hedging_assets_current
700281.0,587696476.0,588396757.0,5958000000.0,24779000000.0,29642000000.0,4962000000.0,24779000000.0,1095000000.0,24779000000.0,28359000000.0,24779000000.0,24779000000.0,-8000000.0,-8000000.0,78000000.0,18472000000.0,6187000000.0,206000000.0,206000000.0,16592000000.0,11079000000.0,1990000000.0,4710000000.0,4710000000.0,4379000000.0,799000000.0,3580000000.0,5513000000.0,515000000.0,1579000000.0,296000000.0,1283000000.0,1283000000.0,3419000000.0,3419000000.0,482000000.0,405000000.0,2532000000.0,41371000000.0,30896000000.0,1434000000.0,33000000.0,33000000.0,29429000000.0,-42679000000.0,72108000000.0,4786000000.0,10475000000.0,574000000.0,1058000000.0,2871000000.0,97000000.0,2774000000.0,5972000000.0,5972000000.0,,2022-12-31,
3694718.0,584839413.0,588534131.0,4174000000.0,25447000000.0,29267000000.0,4956000000.0,25447000000.0,354000000.0,25447000000.0,29234000000.0,25447000000.0,25447000000.0,-8000000.0,-8000000.0,393000000.0,19423000000.0,6219000000.0,206000000.0,206000000.0,15578000000.0,11350000000.0,2620000000.0,4943000000.0,4943000000.0,3787000000.0,,3787000000.0,4228000000.0,284000000.0,387000000.0,354000000.0,33000000.0,33000000.0,3557000000.0,3557000000.0,482000000.0,637000000.0,2438000000.0,41025000000.0,31841000000.0,1587000000.0,31000000.0,31000000.0,30223000000.0,-42785000000.0,73008000000.0,5101000000.0,9184000000.0,580000000.0,1131000000.0,2455000000.0,0.0,2455000000.0,5018000000.0,5018000000.0,5018000000.0,2023-03-31,
6426802.0,582224836.0,588651638.0,4149000000.0,26257000000.0,30071000000.0,5175000000.0,26257000000.0,335000000.0,26257000000.0,30037000000.0,26257000000.0,26257000000.0,-9000000.0,-9000000.0,694000000.0,20497000000.0,6257000000.0,206000000.0,206000000.0,15230000000.0,11499000000.0,2581000000.0,5138000000.0,5138000000.0,3780000000.0,,3780000000.0,3731000000.0,254000000.0,369000000.0,335000000.0,34000000.0,34000000.0,3108000000.0,3108000000.0,478000000.0,425000000.0,2205000000.0,41487000000.0,32581000000.0,1638000000.0,33000000.0,33000000.0,30910000000.0,-43550000000.0,74460000000.0,5282000000.0,8906000000.0,523000000.0,1355000000.0,2264000000.0,1000000.0,2263000000.0,4764000000.0,4764000000.0,4764000000.0,2023-06-30,
5602445.0,583049193.0,588651638.0,4143000000.0,27758000000.0,31564000000.0,6033000000.0,27758000000.0,337000000.0,27758000000.0,31530000000.0,27758000000.0,27758000000.0,-7000000.0,-7000000.0,621000000.0,22047000000.0,6133000000.0,206000000.0,206000000.0,15889000000.0,11664000000.0,2698000000.0,5194000000.0,5194000000.0,3772000000.0,,3772000000.0,4225000000.0,307000000.0,371000000.0,337000000.0,34000000.0,34000000.0,3547000000.0,3547000000.0,478000000.0,605000000.0,2464000000.0,43647000000.0,33389000000.0,1633000000.0,33000000.0,33000000.0,31723000000.0,-44362000000.0,76085000000.0,5355000000.0,10258000000.0,626000000.0,1379000000.0,2927000000.0,0.0,2927000000.0,5326000000.0,5326000000.0,5326000000.0,2023-09-30,
7888105.0,580860368.0,588748473.0,4800000000.0,28090000000.0,31706000000.0,5861000000.0,28090000000.0,1184000000.0,28090000000.0,31672000000.0,28090000000.0,28090000000.0,-9000000.0,-9000000.0,907000000.0,22634000000.0,6166000000.0,206000000.0,206000000.0,15767000000.0,11693000000.0,1850000000.0,5402000000.0,5402000000.0,4441000000.0,859000000.0,3582000000.0,4074000000.0,286000000.0,359000000.0,325000000.0,34000000.0,34000000.0,3429000000.0,3429000000.0,526000000.0,466000000.0,2437000000.0,43857000000.0,33922000000.0,1583000000.0,42000000.0,42000000.0,32297000000.0,-45290000000.0,77587000000.0,5497000000.0,9935000000.0,560000000.0,1275000000.0,2716000000.0,0.0,2716000000.0,5278000000.0,5278000000.0,,2023-12-31,106000000.0
