treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,dividends_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,receivables_adjustments_allowances,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,other_equity_interest
14451032.0,75613956.0,90064988.0,1038500000.0,1586900000.0,-546600000.0,4508000000.0,855700000.0,-546600000.0,118200000.0,3039300000.0,4508000000.0,3039600000.0,300000.0,3039300000.0,-126200000.0,-126200000.0,1184300000.0,3531700000.0,817200000.0,900000.0,900000.0,0.0,2472300000.0,1928700000.0,20000000.0,55100000.0,55100000.0,9100000.0,279200000.0,15000000.0,264200000.0,1565300000.0,96600000.0,1468700000.0,543600000.0,44700000.0,44700000.0,21600000.0,21600000.0,,,29700000.0,447600000.0,162900000.0,5500000.0,284700000.0,45600000.0,30200000.0,30200000.0,208900000.0,5511900000.0,4112600000.0,144600000.0,3585900000.0,947800000.0,2638100000.0,382100000.0,-516700000.0,898800000.0,56400000.0,,593000000.0,214200000.0,35200000.0,0.0,1399300000.0,55400000.0,470900000.0,115400000.0,54300000.0,301200000.0,442800000.0,-8000000.0,19500000.0,431300000.0,,,430200000.0,430200000.0,2022-12-31,
14386036.0,75683523.0,90069559.0,960000000.0,1591900000.0,-362200000.0,4699900000.0,1032600000.0,-362200000.0,121200000.0,3229200000.0,4699900000.0,3229500000.0,300000.0,3229200000.0,-89200000.0,-89200000.0,1184000000.0,3671500000.0,830000000.0,900000.0,900000.0,0.0,2428500000.0,1936600000.0,20500000.0,55200000.0,55200000.0,9100000.0,281800000.0,14500000.0,267300000.0,1570000000.0,99300000.0,1470700000.0,491900000.0,55400000.0,55400000.0,21900000.0,21900000.0,,,9300000.0,405300000.0,143700000.0,14000000.0,261600000.0,0.0,45600000.0,45600000.0,216000000.0,5658000000.0,4133500000.0,31600000.0,3591400000.0,933500000.0,2657900000.0,510500000.0,-528500000.0,1039000000.0,,930700000.0,,108300000.0,,0.0,1524500000.0,69700000.0,497600000.0,138900000.0,54900000.0,303800000.0,446500000.0,,,446500000.0,-7900000.0,454400000.0,510700000.0,510700000.0,2023-03-31,
14367209.0,75706012.0,90073221.0,1015000000.0,1595200000.0,-393000000.0,4750700000.0,1001300000.0,-393000000.0,123200000.0,3278700000.0,4750200000.0,3278900000.0,200000.0,3278700000.0,-87800000.0,-87800000.0,1182000000.0,3713400000.0,834200000.0,900000.0,900000.0,0.0,2441000000.0,1954400000.0,22600000.0,55000000.0,55000000.0,5000000.0,298700000.0,12600000.0,286100000.0,1573100000.0,101600000.0,1471500000.0,486600000.0,51300000.0,51300000.0,22100000.0,21600000.0,500000.0,500000.0,12200000.0,401000000.0,143600000.0,5700000.0,257400000.0,48500000.0,19200000.0,19200000.0,189700000.0,5719900000.0,4232000000.0,22200000.0,3671700000.0,957300000.0,2714400000.0,538100000.0,-538800000.0,1076900000.0,,965400000.0,,111500000.0,,0.0,1487900000.0,93200000.0,482500000.0,118700000.0,50500000.0,313300000.0,455200000.0,,,455200000.0,-7000000.0,462200000.0,457000000.0,457000000.0,2023-06-30,
14337849.0,75624799.0,89962648.0,758800000.0,1439400000.0,-209800000.0,4708600000.0,1030700000.0,-209800000.0,117900000.0,3387100000.0,4707900000.0,3387200000.0,100000.0,3387100000.0,-146200000.0,-146200000.0,1177700000.0,3874000000.0,836100000.0,900000.0,900000.0,0.0,2282400000.0,1794900000.0,23700000.0,53400000.0,53400000.0,5000000.0,295100000.0,15800000.0,279300000.0,1417700000.0,96900000.0,1320800000.0,487500000.0,48900000.0,48900000.0,21700000.0,21000000.0,700000.0,700000.0,13000000.0,403900000.0,161200000.0,13600000.0,242700000.0,48500000.0,17900000.0,17900000.0,176300000.0,5669600000.0,4151400000.0,20200000.0,3596900000.0,919600000.0,2677300000.0,534300000.0,-539600000.0,1073900000.0,,967600000.0,,106300000.0,,0.0,1518200000.0,78300000.0,446600000.0,109900000.0,47000000.0,289700000.0,430600000.0,,,430600000.0,-6900000.0,437500000.0,562700000.0,562700000.0,2023-09-30,
14344820.0,75728593.0,90073413.0,791400000.0,1445800000.0,-308700000.0,4867100000.0,946000000.0,-308700000.0,120100000.0,3541400000.0,4866500000.0,3541200000.0,-200000.0,3541400000.0,-45800000.0,-45800000.0,1187000000.0,3934300000.0,839000000.0,900000.0,900000.0,0.0,2324000000.0,1823700000.0,21200000.0,65100000.0,65100000.0,5000000.0,309200000.0,17300000.0,291900000.0,1423200000.0,98100000.0,1325100000.0,500300000.0,55900000.0,55900000.0,22600000.0,22000000.0,600000.0,600000.0,19800000.0,402000000.0,155300000.0,4500000.0,246700000.0,48500000.0,18500000.0,18500000.0,179700000.0,5865200000.0,4418900000.0,138500000.0,3850100000.0,1011800000.0,2838300000.0,430300000.0,-545700000.0,976000000.0,53500000.0,,657000000.0,234700000.0,30800000.0,0.0,1446300000.0,63400000.0,420800000.0,108200000.0,44500000.0,268100000.0,427800000.0,-7500000.0,16300000.0,419000000.0,,,534300000.0,534300000.0,2023-12-31,
14200000.0,75900000.0,90100000.0,707300000.0,1345300000.0,-153800000.0,4941900000.0,1093900000.0,-153800000.0,21700000.0,3618300000.0,4941200000.0,3618000000.0,-300000.0,3618300000.0,-110200000.0,-110200000.0,1179300000.0,4055700000.0,851500000.0,900000.0,900000.0,0.0,2271400000.0,1810800000.0,201900000.0,,,,286000000.0,,286000000.0,1322900000.0,,1322900000.0,460600000.0,62400000.0,62400000.0,22400000.0,21700000.0,700000.0,700000.0,6800000.0,369000000.0,150500000.0,,218500000.0,0.0,32700000.0,32700000.0,185800000.0,5889400000.0,4334900000.0,134600000.0,3772100000.0,969100000.0,2803000000.0,428200000.0,-556100000.0,984300000.0,,984300000.0,,,,,1554500000.0,74300000.0,426000000.0,104900000.0,37700000.0,283400000.0,437900000.0,-7200000.0,16000000.0,429100000.0,,,616300000.0,616300000.0,2024-03-31,-300000.0
