free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date,issuance_of_capital_stock,common_stock_issuance,capital_expenditure_reported
147300000.0,-1900000.0,-95000000.0,370400000.0,-20000000.0,18200000.0,46100000.0,430200000.0,680700000.0,38200000.0,-288700000.0,236800000.0,236800000.0,,10300000.0,-45200000.0,-45200000.0,-1900000.0,-1900000.0,275400000.0,75400000.0,-95000000.0,170400000.0,200000000.0,0.0,200000000.0,-692800000.0,-692800000.0,-1400000.0,,,-713000000.0,0.0,-713000000.0,-18100000.0,1900000.0,-20000000.0,167300000.0,167300000.0,17500000.0,-300000.0,4300000.0,-4500000.0,3500000.0,-8000000.0,-8000000.0,27200000.0,-9200000.0,-100000.0,5200000.0,400000.0,-18700000.0,-18700000.0,33500000.0,33500000.0,19800000.0,19800000.0,13700000.0,-500000.0,0.0,130000000.0,2022-12-31,,,
121300000.0,0.0,,,-26600000.0,4100000.0,20700000.0,510700000.0,430200000.0,7000000.0,73500000.0,-45200000.0,-45200000.0,-4400000.0,4700000.0,-45500000.0,-45500000.0,0.0,0.0,,,,,,,,-29200000.0,-29200000.0,-300000.0,-3200000.0,-3200000.0,0.0,,0.0,-25700000.0,900000.0,-26600000.0,147900000.0,147900000.0,-42200000.0,10200000.0,-11100000.0,-17300000.0,-24900000.0,7600000.0,7600000.0,-23300000.0,-700000.0,1500000.0,12800000.0,,-200000.0,-200000.0,36400000.0,36400000.0,23600000.0,23600000.0,12800000.0,-200000.0,,139800000.0,2023-03-31,,,
119600000.0,-5600000.0,,,-21600000.0,21000000.0,82200000.0,457000000.0,510700000.0,-700000.0,-53000000.0,-46800000.0,-46800000.0,3900000.0,3300000.0,-48400000.0,-48400000.0,-5600000.0,-5600000.0,,,,,,,,-147400000.0,-147400000.0,0.0,-15900000.0,-15900000.0,-110300000.0,,-110300000.0,-21200000.0,400000.0,-21600000.0,141200000.0,141200000.0,-50400000.0,-6000000.0,-7500000.0,-53100000.0,-27600000.0,-25500000.0,-25500000.0,21300000.0,-5100000.0,10600000.0,4200000.0,,200000.0,200000.0,37600000.0,37600000.0,23200000.0,23200000.0,14400000.0,0.0,,138500000.0,2023-06-30,,,
206500000.0,4500000.0,-150000000.0,0.0,-20100000.0,5400000.0,44200000.0,562700000.0,457000000.0,-12800000.0,118500000.0,-194700000.0,-194700000.0,-500000.0,-300000.0,-48400000.0,-48400000.0,4500000.0,4500000.0,-150000000.0,,,,-150000000.0,-150000000.0,0.0,86600000.0,86600000.0,3200000.0,-5500000.0,-5500000.0,110300000.0,,0.0,,,,226600000.0,226600000.0,70400000.0,1400000.0,18900000.0,6200000.0,18500000.0,-12300000.0,-12300000.0,26500000.0,17400000.0,1900000.0,1900000.0,300000.0,-1800000.0,-1800000.0,38500000.0,38500000.0,23800000.0,23800000.0,14700000.0,-93600000.0,,209000000.0,2023-09-30,,,
179400000.0,-23100000.0,0.0,0.0,-21600000.0,20300000.0,52400000.0,534300000.0,562700000.0,22400000.0,-50800000.0,-58000000.0,-58000000.0,-300000.0,,-48400000.0,-48400000.0,-1600000.0,-23100000.0,0.0,,,,0.0,0.0,0.0,-193800000.0,-193800000.0,600000.0,20400000.0,-4400000.0,-193200000.0,8300000.0,-201500000.0,,,,201000000.0,201000000.0,55000000.0,7100000.0,-6800000.0,4100000.0,-800000.0,4900000.0,4900000.0,41700000.0,8900000.0,-1000000.0,2900000.0,0.0,-12900000.0,-12900000.0,39600000.0,39600000.0,24300000.0,24300000.0,15300000.0,9100000.0,9100000.0,108300000.0,2023-12-31,,,-21600000.0
136600000.0,,,,-20000000.0,2400000.0,18400000.0,616300000.0,534300000.0,-13600000.0,95600000.0,-41000000.0,-41000000.0,-200000.0,,-48500000.0,-48500000.0,7700000.0,,,,,,,,,-20000000.0,-20000000.0,,0.0,0.0,,,,,,,156600000.0,156600000.0,-18400000.0,6800000.0,-10900000.0,7400000.0,-1500000.0,8900000.0,8900000.0,-9500000.0,-12200000.0,200000.0,12500000.0,,200000.0,200000.0,40800000.0,40800000.0,24600000.0,24600000.0,16200000.0,,,121300000.0,2024-03-31,7700000.0,7700000.0,-20000000.0
