treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,dueto_related_parties_non_current,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,other_payable,dueto_related_parties_current,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,duefrom_related_parties_non_current,non_current_accounts_receivable,investments_and_advances,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,properties,current_assets,other_current_assets,restricted_cash,prepaid_assets,inventory,receivables,other_receivables,duefrom_related_parties_current,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,investmentin_financial_assets,available_for_sale_securities,long_term_equity_investment,investments_in_other_ventures_under_equity_method
49408840.0,2796585392.0,2845994232.0,30579000000.0,91354000000.0,179904000000.0,307213000000.0,133220000000.0,179904000000.0,7619000000.0,223478000000.0,286661000000.0,237805000000.0,14327000000.0,223478000000.0,546000000.0,5264000000.0,148341000000.0,79855000000.0,0.0,0.0,153168000000.0,73538000000.0,2058000000.0,99000000.0,0.0,3388000000.0,490000000.0,2898000000.0,67993000000.0,4810000000.0,63183000000.0,79630000000.0,14347000000.0,14347000000.0,23361000000.0,2809000000.0,20552000000.0,20552000000.0,41922000000.0,30184000000.0,452000000.0,11738000000.0,3031000000.0,5067000000.0,3640000000.0,,390973000000.0,178123000000.0,2839000000.0,16257000000.0,2129000000.0,2129000000.0,60000000.0,60000000.0,78926000000.0,43574000000.0,21097000000.0,22477000000.0,34338000000.0,-32287000000.0,66625000000.0,490000000.0,291000000.0,10365000000.0,46159000000.0,9320000000.0,0.0,212850000000.0,1615000000.0,11330000000.0,3548000000.0,1227000000.0,21135000000.0,3970000000.0,5432000000.0,11733000000.0,-277000000.0,12010000000.0,173995000000.0,120839000000.0,53156000000.0,2022-12-31,,,,
,2796777776.0,2796777776.0,63342000000.0,94427000000.0,187019000000.0,317075000000.0,151135000000.0,187019000000.0,7447000000.0,230095000000.0,295111000000.0,247576000000.0,17481000000.0,230095000000.0,,,,,,,153403000000.0,75333000000.0,2068000000.0,94000000.0,0.0,3505000000.0,491000000.0,3014000000.0,69666000000.0,4650000000.0,65016000000.0,78070000000.0,14055000000.0,14055000000.0,24761000000.0,2797000000.0,21964000000.0,21964000000.0,39254000000.0,,,39254000000.0,,5211000000.0,,34043000000.0,400979000000.0,171774000000.0,19214000000.0,,2091000000.0,2091000000.0,96000000.0,96000000.0,74139000000.0,43076000000.0,20487000000.0,22589000000.0,33158000000.0,,33158000000.0,,,33158000000.0,,,,229205000000.0,19179000000.0,11252000000.0,,,16009000000.0,,5211000000.0,10798000000.0,,,182765000000.0,159127000000.0,23638000000.0,2023-03-31,,,,
,,,41496000000.0,91266000000.0,192808000000.0,319199000000.0,148076000000.0,192808000000.0,7710000000.0,235643000000.0,297256000000.0,253454000000.0,17811000000.0,235643000000.0,,,,,,,152868000000.0,72170000000.0,2154000000.0,88000000.0,0.0,3521000000.0,529000000.0,2992000000.0,66407000000.0,4794000000.0,61613000000.0,80698000000.0,14726000000.0,14726000000.0,24859000000.0,2916000000.0,21943000000.0,21943000000.0,41113000000.0,,,41113000000.0,,5067000000.0,,36046000000.0,406322000000.0,177548000000.0,20573000000.0,,1906000000.0,1906000000.0,176000000.0,176000000.0,77300000000.0,42835000000.0,20249000000.0,22586000000.0,34758000000.0,,34758000000.0,,,34758000000.0,,,,228774000000.0,10864000000.0,11325000000.0,,,16430000000.0,,4806000000.0,11624000000.0,,,190155000000.0,148095000000.0,42060000000.0,2023-06-30,,,,
,,,44803000000.0,87494000000.0,199211000000.0,322138000000.0,148816000000.0,199211000000.0,7783000000.0,242427000000.0,301109000000.0,260710000000.0,18283000000.0,242427000000.0,,,,,,,150324000000.0,68723000000.0,1838000000.0,83000000.0,0.0,3290000000.0,540000000.0,2750000000.0,63512000000.0,4830000000.0,58682000000.0,81601000000.0,15194000000.0,15194000000.0,23982000000.0,2953000000.0,21029000000.0,21029000000.0,42425000000.0,,,42425000000.0,,5241000000.0,,37184000000.0,411034000000.0,180617000000.0,20665000000.0,,1783000000.0,1783000000.0,147000000.0,147000000.0,77813000000.0,43216000000.0,20630000000.0,22586000000.0,36993000000.0,,36993000000.0,,,36993000000.0,,,,230417000000.0,12084000000.0,11392000000.0,,,15674000000.0,,4962000000.0,10712000000.0,,,191267000000.0,156359000000.0,34908000000.0,2023-09-30,,,,
41182672.0,2805191400.0,2846374072.0,51216000000.0,84595000000.0,199815000000.0,320073000000.0,153804000000.0,199815000000.0,8148000000.0,243626000000.0,300983000000.0,262608000000.0,18982000000.0,243626000000.0,-895000000.0,3818000000.0,161240000000.0,87099000000.0,0.0,0.0,144151000000.0,67700000000.0,1820000000.0,77000000.0,0.0,3406000000.0,681000000.0,2725000000.0,62397000000.0,5040000000.0,57357000000.0,76451000000.0,16326000000.0,16326000000.0,22198000000.0,3108000000.0,19090000000.0,19090000000.0,37927000000.0,30119000000.0,347000000.0,7808000000.0,3518000000.0,1603000000.0,2687000000.0,,406759000000.0,176504000000.0,2428000000.0,16536000000.0,2100000000.0,2100000000.0,195000000.0,195000000.0,72623000000.0,43811000000.0,21225000000.0,22586000000.0,38811000000.0,-35899000000.0,74710000000.0,540000000.0,285000000.0,10851000000.0,53671000000.0,9363000000.0,0.0,230255000000.0,3112000000.0,11503000000.0,3723000000.0,1396000000.0,16620000000.0,4348000000.0,1424000000.0,10848000000.0,-3176000000.0,14024000000.0,193901000000.0,168670000000.0,25231000000.0,2023-12-31,46993000000.0,46993000000.0,25630000000.0,25630000000.0
