ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,preferred_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_debt,commercial_paper,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,dividends_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,long_term_equity_investment,investmentsin_joint_venturesat_cost,investment_properties,net_ppe,gross_ppe,other_properties,buildings_and_improvements,land_and_improvements,properties,current_assets,restricted_cash,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
378429708.0,378429708.0,7371853000.0,7734470000.0,11136159000.0,18561881000.0,-399742000.0,11173439000.0,308748000.0,11136159000.0,37280000.0,18469206000.0,11700952000.0,527513000.0,11173439000.0,-2547000.0,-2547000.0,1658837000.0,9476085000.0,41064000.0,3784000.0,37280000.0,8517310000.0,7980396000.0,375881000.0,7604515000.0,308748000.0,7295767000.0,536914000.0,129955000.0,129955000.0,,406959000.0,66310000.0,66310000.0,340649000.0,244621000.0,96028000.0,20218262000.0,20081090000.0,278206000.0,279024000.0,279024000.0,279024000.0,19060904000.0,462956000.0,462956000.0,,34767000.0,428189000.0,0.0,137172000.0,83303000.0,53869000.0,53869000.0,2022-12-31
378898221.0,378898221.0,7178634000.0,7626948000.0,11100008000.0,18412102000.0,-234343000.0,11137288000.0,314854000.0,11100008000.0,37280000.0,18449382000.0,11670004000.0,532716000.0,11137288000.0,-11232000.0,-11232000.0,1619131000.0,9488320000.0,41069000.0,3789000.0,37280000.0,8432522000.0,7979094000.0,352146000.0,7626948000.0,314854000.0,7312094000.0,453428000.0,,,,453428000.0,49776000.0,49776000.0,403652000.0,258992000.0,144660000.0,20102526000.0,19883441000.0,235000000.0,292279000.0,292279000.0,292279000.0,18889251000.0,466911000.0,466911000.0,466911000.0,,,,219085000.0,85625000.0,133460000.0,133460000.0,2023-03-31
379032722.0,379032722.0,7407215000.0,7756782000.0,10986586000.0,18429502000.0,-503227000.0,11023866000.0,313866000.0,10986586000.0,37280000.0,18282308000.0,11581862000.0,557996000.0,11023866000.0,3708000.0,3708000.0,1506460000.0,9472628000.0,41070000.0,3790000.0,37280000.0,8563867000.0,7935998000.0,363690000.0,7572308000.0,313866000.0,7258442000.0,627869000.0,184474000.0,184474000.0,184474000.0,443395000.0,66238000.0,66238000.0,377157000.0,258841000.0,118316000.0,20145729000.0,20021087000.0,292164000.0,304710000.0,304710000.0,,18960509000.0,463704000.0,463704000.0,463704000.0,,,,124642000.0,88941000.0,35701000.0,35701000.0,2023-06-30
379723838.0,379723838.0,7440007000.0,7792038000.0,11024585000.0,18503842000.0,-843027000.0,11061865000.0,312781000.0,11024585000.0,37280000.0,18043486000.0,11543669000.0,481804000.0,11061865000.0,5099000.0,5099000.0,1426632000.0,9589057000.0,41077000.0,3797000.0,37280000.0,8565306000.0,7595552000.0,301150000.0,7294402000.0,312781000.0,6981621000.0,969754000.0,497636000.0,497636000.0,497636000.0,472118000.0,47519000.0,47519000.0,424599000.0,259624000.0,164975000.0,20108975000.0,19982248000.0,213714000.0,313225000.0,313225000.0,,18994820000.0,460489000.0,460489000.0,460489000.0,,,,126727000.0,87477000.0,39250000.0,39250000.0,2023-09-30
379291417.0,379291417.0,7339707000.0,7702090000.0,11048548000.0,18438998000.0,-698513000.0,11085828000.0,311640000.0,11048548000.0,37280000.0,18067147000.0,11578376000.0,492548000.0,11085828000.0,5704000.0,5704000.0,1437185000.0,9601866000.0,41073000.0,3793000.0,37280000.0,8456188000.0,7617680000.0,324721000.0,7292959000.0,311640000.0,6981319000.0,838508000.0,409131000.0,409131000.0,,429377000.0,65716000.0,65716000.0,363661000.0,259231000.0,104430000.0,20034564000.0,19894569000.0,252953000.0,282049000.0,282049000.0,282049000.0,18902301000.0,457266000.0,457266000.0,,38745000.0,418521000.0,0.0,139995000.0,89252000.0,50743000.0,50743000.0,2023-12-31
