treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,other_equity_interest,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,payables_and_accrued_expenses,current_accrued_expenses,payables,dueto_related_parties_current,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,inventory,inventories_adjustments_allowances,other_inventories,finished_goods,work_in_process,raw_materials,receivables,other_receivables,duefrom_related_parties_current,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
5000000.0,86200000.0,91200000.0,1171000000.0,1923000000.0,1231000000.0,4378000000.0,72000000.0,1231000000.0,158000000.0,2613000000.0,3667000000.0,2626000000.0,13000000.0,2613000000.0,,-522000000.0,-522000000.0,379000000.0,2310000000.0,1113000000.0,91000000.0,91000000.0,5091000000.0,1449000000.0,122000000.0,154000000.0,154000000.0,1173000000.0,119000000.0,1054000000.0,3642000000.0,209000000.0,750000000.0,39000000.0,711000000.0,533000000.0,178000000.0,2683000000.0,915000000.0,1768000000.0,0.0,75000000.0,75000000.0,1693000000.0,7717000000.0,4005000000.0,56000000.0,289000000.0,289000000.0,146000000.0,12000000.0,12000000.0,1382000000.0,7000000.0,1375000000.0,2120000000.0,-3800000000.0,5920000000.0,523000000.0,160000000.0,4155000000.0,957000000.0,125000000.0,0.0,3714000000.0,29000000.0,160000000.0,969000000.0,-91000000.0,,265000000.0,350000000.0,445000000.0,1962000000.0,,0.0,55000000.0,1907000000.0,-9000000.0,1916000000.0,594000000.0,594000000.0,2022-12-31
4887820.0,85829804.0,90717624.0,1466000000.0,2347000000.0,1244000000.0,4806000000.0,532000000.0,1244000000.0,168000000.0,2627000000.0,4228000000.0,2641000000.0,14000000.0,2627000000.0,-1000000.0,-487000000.0,-487000000.0,376000000.0,2295000000.0,1105000000.0,91000000.0,91000000.0,5544000000.0,2015000000.0,128000000.0,159000000.0,159000000.0,1728000000.0,127000000.0,1601000000.0,3529000000.0,258000000.0,619000000.0,41000000.0,578000000.0,545000000.0,33000000.0,2652000000.0,969000000.0,1683000000.0,,,,1683000000.0,8185000000.0,4125000000.0,528000000.0,,,,,,1383000000.0,7000000.0,1376000000.0,2214000000.0,,2214000000.0,,2214000000.0,,,,,4061000000.0,90000000.0,,986000000.0,-92000000.0,,273000000.0,356000000.0,449000000.0,2272000000.0,166000000.0,,,2106000000.0,,,713000000.0,713000000.0,2023-03-31
4868278.0,85374054.0,90242332.0,1296000000.0,1919000000.0,1164000000.0,4316000000.0,142000000.0,1164000000.0,148000000.0,2545000000.0,3835000000.0,2557000000.0,13000000.0,2545000000.0,,-527000000.0,-527000000.0,374000000.0,2260000000.0,1096000000.0,90000000.0,90000000.0,5402000000.0,1646000000.0,91000000.0,152000000.0,152000000.0,1403000000.0,113000000.0,1290000000.0,3756000000.0,274000000.0,516000000.0,35000000.0,481000000.0,297000000.0,184000000.0,2966000000.0,1122000000.0,1844000000.0,,,,1844000000.0,7959000000.0,4061000000.0,484000000.0,,,,,,1381000000.0,6000000.0,1375000000.0,2196000000.0,,2196000000.0,,2196000000.0,,,,,3898000000.0,121000000.0,,947000000.0,-89000000.0,,267000000.0,333000000.0,436000000.0,2355000000.0,166000000.0,,,2189000000.0,,,475000000.0,475000000.0,2023-06-30
4860132.0,84148332.0,89008464.0,1392000000.0,2029000000.0,1095000000.0,4340000000.0,28000000.0,1095000000.0,162000000.0,2473000000.0,3750000000.0,2486000000.0,13000000.0,2473000000.0,1000000.0,-560000000.0,-560000000.0,371000000.0,2242000000.0,1072000000.0,89000000.0,89000000.0,5501000000.0,1650000000.0,96000000.0,152000000.0,152000000.0,1402000000.0,125000000.0,1277000000.0,3851000000.0,273000000.0,627000000.0,37000000.0,590000000.0,297000000.0,293000000.0,2951000000.0,1093000000.0,1858000000.0,,,,1858000000.0,7987000000.0,4107000000.0,500000000.0,,,,500000000.0,,1378000000.0,6000000.0,1372000000.0,2229000000.0,,2229000000.0,,2229000000.0,,,,,3879000000.0,63000000.0,180000000.0,982000000.0,-87000000.0,1000000.0,289000000.0,325000000.0,454000000.0,2359000000.0,180000000.0,,,2179000000.0,,,475000000.0,475000000.0,2023-09-30
4854007.0,82642524.0,87496531.0,1364000000.0,2036000000.0,1172000000.0,4419000000.0,-61000000.0,1172000000.0,174000000.0,2557000000.0,3881000000.0,2570000000.0,13000000.0,2557000000.0,,-496000000.0,-496000000.0,368000000.0,2289000000.0,1044000000.0,88000000.0,88000000.0,5762000000.0,1727000000.0,109000000.0,159000000.0,159000000.0,1459000000.0,135000000.0,1324000000.0,4035000000.0,223000000.0,577000000.0,39000000.0,538000000.0,538000000.0,,3235000000.0,1135000000.0,2100000000.0,,122000000.0,122000000.0,1978000000.0,8332000000.0,4358000000.0,64000000.0,433000000.0,433000000.0,97000000.0,11000000.0,11000000.0,1385000000.0,7000000.0,1378000000.0,2368000000.0,-4102000000.0,6470000000.0,548000000.0,176000000.0,4545000000.0,1065000000.0,136000000.0,0.0,3974000000.0,33000000.0,,1012000000.0,-89000000.0,1000000.0,296000000.0,347000000.0,457000000.0,2431000000.0,173000000.0,,60000000.0,2198000000.0,-8000000.0,2206000000.0,498000000.0,498000000.0,2023-12-31
4752542.0,81373679.0,86126221.0,1571000000.0,2315000000.0,1047000000.0,4568000000.0,353000000.0,1047000000.0,175000000.0,2428000000.0,4258000000.0,2442000000.0,13000000.0,2428000000.0,-1000000.0,-537000000.0,-537000000.0,364000000.0,2226000000.0,1018000000.0,86000000.0,86000000.0,5882000000.0,2224000000.0,111000000.0,149000000.0,149000000.0,1964000000.0,134000000.0,1830000000.0,3658000000.0,323000000.0,351000000.0,41000000.0,310000000.0,297000000.0,13000000.0,2984000000.0,1129000000.0,1855000000.0,,,,1855000000.0,8324000000.0,4314000000.0,564000000.0,,,,,,1381000000.0,1381000000.0,,2369000000.0,,2369000000.0,,2369000000.0,,,,,4011000000.0,71000000.0,,997000000.0,-87000000.0,-1000000.0,304000000.0,328000000.0,453000000.0,2374000000.0,180000000.0,,,2194000000.0,,,569000000.0,569000000.0,2024-03-31
