treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,land_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,inventory,finished_goods,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
11814000.0,134429000.0,146243000.0,860479000.0,3157407000.0,-183755000.0,1837998000.0,-736690000.0,-183755000.0,2262284000.0,942875000.0,1542998000.0,942875000.0,942875000.0,2010000.0,2010000.0,515163000.0,514712000.0,939855000.0,1461000.0,1461000.0,0.0,5536028000.0,2936063000.0,179883000.0,,70432000.0,,70432000.0,2685748000.0,2085625000.0,600123000.0,,2599965000.0,,,,471659000.0,176659000.0,295000000.0,295000000.0,,,2128306000.0,764572000.0,1363734000.0,,,1363734000.0,6478903000.0,4615628000.0,25002000.0,4341000.0,4341000.0,1126630000.0,117814000.0,1008816000.0,3459655000.0,,3459655000.0,,,3459655000.0,,,,1863275000.0,72285000.0,72285000.0,1504368000.0,1504368000.0,251978000.0,251978000.0,34644000.0,34644000.0,2022-10-31
12444000.0,133903000.0,146347000.0,818965000.0,3116325000.0,-77484000.0,1899717000.0,-842096000.0,-77484000.0,2263445000.0,1046837000.0,1494717000.0,1046837000.0,1046837000.0,1550000.0,1550000.0,559221000.0,644490000.0,958555000.0,1463000.0,1463000.0,0.0,5303119000.0,2757778000.0,,110777000.0,89573000.0,32549000.0,57024000.0,2534092000.0,2086212000.0,447880000.0,23336000.0,2545341000.0,53192000.0,214612000.0,214612000.0,582233000.0,177233000.0,405000000.0,405000000.0,128483000.0,70701000.0,1496120000.0,239469000.0,1256651000.0,60954000.0,10950000.0,1195697000.0,6349956000.0,4646711000.0,30938000.0,11498000.0,11498000.0,1124321000.0,115505000.0,1008816000.0,3479954000.0,-1170690000.0,4650644000.0,286591000.0,101724000.0,2142925000.0,1397275000.0,722129000.0,0.0,1703245000.0,51033000.0,,1378551000.0,1378551000.0,239746000.0,239746000.0,33915000.0,33915000.0,2023-01-31
13004000.0,134376000.0,147380000.0,824617000.0,3064787000.0,9374000.0,1979730000.0,-777032000.0,9374000.0,2216783000.0,1131726000.0,1579730000.0,1131726000.0,1131726000.0,1049000.0,1049000.0,601590000.0,760567000.0,970227000.0,1473000.0,1473000.0,0.0,5362769000.0,2743430000.0,190883000.0,,66699000.0,,66699000.0,2485848000.0,2037844000.0,448004000.0,,2619339000.0,,,,578939000.0,178939000.0,400000000.0,400000000.0,,,2040400000.0,758724000.0,1281676000.0,,,1281676000.0,6494495000.0,4652188000.0,33672000.0,6728000.0,6728000.0,1122352000.0,113536000.0,1008816000.0,3489436000.0,,3489436000.0,,,3489436000.0,,,,1842307000.0,69048000.0,,1532006000.0,1532006000.0,217866000.0,217866000.0,23387000.0,23387000.0,2023-04-30
13723000.0,133720000.0,147443000.0,832925000.0,3113616000.0,110905000.0,2090424000.0,-747842000.0,110905000.0,2254481000.0,1231289000.0,1679424000.0,1231289000.0,1231289000.0,1049000.0,1049000.0,646492000.0,891892000.0,983366000.0,1474000.0,1474000.0,0.0,5372607000.0,2781459000.0,194171000.0,,64095000.0,,64095000.0,2523193000.0,2075058000.0,448135000.0,,2591148000.0,,,,590423000.0,179423000.0,411000000.0,411000000.0,,,2000725000.0,774235000.0,1226490000.0,,,1226490000.0,6603896000.0,4760590000.0,38577000.0,7928000.0,7928000.0,1120384000.0,111568000.0,1008816000.0,3593701000.0,,3593701000.0,,,3593701000.0,,,,1843306000.0,76309000.0,,1540508000.0,1540508000.0,200279000.0,200279000.0,26210000.0,26210000.0,2023-07-31
13976000.0,133494000.0,147470000.0,798804000.0,3097589000.0,235280000.0,2186051000.0,-738598000.0,235280000.0,2265234000.0,1353696000.0,1752051000.0,1353696000.0,1353696000.0,1049000.0,1049000.0,664365000.0,1022359000.0,993178000.0,1475000.0,1475000.0,0.0,5483548000.0,2744492000.0,196289000.0,,65104000.0,,65104000.0,2483099000.0,2084744000.0,398355000.0,,2739056000.0,,,,614490000.0,180490000.0,434000000.0,434000000.0,,,2124566000.0,805607000.0,1318959000.0,,,1318959000.0,6837244000.0,4836786000.0,40323000.0,7429000.0,7429000.0,1118416000.0,109600000.0,1008816000.0,3670618000.0,,3670618000.0,,,3670618000.0,,,,2000458000.0,80550000.0,,1661852000.0,1661852000.0,224505000.0,224505000.0,33551000.0,33551000.0,2023-10-31
14776000.0,132768000.0,147544000.0,681383000.0,2984440000.0,342403000.0,2176283000.0,-674042000.0,342403000.0,2267008000.0,1458851000.0,1857283000.0,1458851000.0,1458851000.0,501000.0,501000.0,717765000.0,1168231000.0,1006409000.0,1475000.0,1475000.0,0.0,5218771000.0,2750723000.0,4867000.0,,95414000.0,20641000.0,74773000.0,2511809000.0,2113377000.0,398432000.0,138633000.0,2468048000.0,70902000.0,318745000.0,318745000.0,472631000.0,153631000.0,319000000.0,319000000.0,87765000.0,77262000.0,1440743000.0,194168000.0,1246575000.0,63294000.0,,1183281000.0,6677622000.0,4883616000.0,43823000.0,4071000.0,4071000.0,1116448000.0,107632000.0,1008816000.0,3719274000.0,-1222180000.0,4941454000.0,307597000.0,116773000.0,2140482000.0,1505496000.0,871106000.0,0.0,1794006000.0,68366000.0,,1454822000.0,1454822000.0,234769000.0,234769000.0,36049000.0,36049000.0,2024-01-31
