ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,dueto_related_parties_current,dividends_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,financial_assets_designatedas_fair_value_through_profitor_loss_total,long_term_equity_investment,investmentsin_joint_venturesat_cost,investmentsin_associatesat_cost,investment_properties,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,hedging_assets_current,current_deferred_assets,prepaid_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,other_receivables,duefrom_related_parties_current,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date,other_equity_interest
7757446545.0,7757446545.0,,43472000000.0,299934000000.0,411920000000.0,34161000000.0,299934000000.0,10673000000.0,379121000000.0,411198000000.0,391529000000.0,12408000000.0,379121000000.0,-223000000.0,151926000000.0,149844000000.0,77574000000.0,77574000000.0,131467000000.0,63727000000.0,6726000000.0,2285000000.0,2285000000.0,15132000000.0,12831000000.0,2301000000.0,39411000000.0,7334000000.0,32077000000.0,173000000.0,67740000000.0,1016000000.0,13390000000.0,13390000000.0,4061000000.0,3339000000.0,722000000.0,,722000000.0,2144000000.0,226000000.0,46903000000.0,11470000000.0,35433000000.0,11466000000.0,539000000.0,,6999000000.0,6999000000.0,16429000000.0,522996000000.0,421095000000.0,1741000000.0,5266000000.0,3692000000.0,3177000000.0,2197000000.0,3137000000.0,12460000000.0,5511000000.0,4491000000.0,1020000000.0,6949000000.0,10000000.0,6939000000.0,9804000000.0,79187000000.0,78970000000.0,217000000.0,302631000000.0,-654925000000.0,957556000000.0,8902000000.0,14427000000.0,733737000000.0,15060000000.0,75715000000.0,109715000000.0,0.0,101901000000.0,175000000.0,16000000.0,,2398000000.0,14696000000.0,5977000000.0,5060000000.0,3659000000.0,31618000000.0,6871000000.0,75000000.0,24672000000.0,-1365000000.0,26037000000.0,52998000000.0,2805000000.0,50193000000.0,39298000000.0,10895000000.0,2022-12-31,
7757447000.0,7757447000.0,,42983665000.0,313774447000.0,423751600000.0,49996500000.0,313774447000.0,10563126000.0,391331061000.0,423409800000.0,403491464000.0,12160403000.0,391331061000.0,266822000.0,142179976000.0,171309798000.0,77574465000.0,77574465000.0,121043986000.0,63826809000.0,6759255000.0,2266718000.0,2266718000.0,15013692000.0,12677359000.0,2336333000.0,39322606000.0,7243867000.0,32078739000.0,464538000.0,57217177000.0,974018000.0,12898161000.0,12898161000.0,3661059000.0,3319259000.0,341800000.0,,341800000.0,2650942000.0,222990000.0,36810007000.0,8162150000.0,28647857000.0,11151681000.0,277579000.0,,7245762000.0,7245762000.0,9972835000.0,524535450000.0,417321773000.0,1618118000.0,5429492000.0,3549333000.0,3109269000.0,2154497000.0,3344517000.0,13362169000.0,6113990000.0,5040213000.0,1073777000.0,7248179000.0,9602000.0,7238577000.0,8993035000.0,77556614000.0,77339032000.0,217582000.0,300359226000.0,-656249024000.0,956608250000.0,8956264000.0,11268447000.0,735275536000.0,14802251000.0,75690944000.0,110614808000.0,0.0,107213677000.0,159470000.0,5047000.0,,5484376000.0,15706040000.0,6660752000.0,5096440000.0,3948848000.0,27943812000.0,6905746000.0,48058000.0,20990008000.0,-1200396000.0,22190404000.0,57914932000.0,19199009000.0,38715923000.0,28353266000.0,10362657000.0,2023-03-31,
7757446545.0,7757446545.0,,43391229000.0,288818814000.0,397454507000.0,24462017000.0,288818814000.0,10657131000.0,364720409000.0,396800507000.0,376762259000.0,12041850000.0,364720409000.0,217854000.0,115625736000.0,171302354000.0,77574465000.0,77574465000.0,156265200000.0,63661246000.0,6482764000.0,2271964000.0,2271964000.0,15026127000.0,12658561000.0,2367566000.0,39406862000.0,7326764000.0,32080098000.0,473529000.0,92603954000.0,894366000.0,12763432000.0,12763432000.0,3984367000.0,3330367000.0,654000000.0,,654000000.0,2922636000.0,224017000.0,71815136000.0,6997433000.0,64817703000.0,12428450000.0,265966000.0,36475514000.0,5128892000.0,,10518881000.0,533027459000.0,415961488000.0,1494596000.0,5578735000.0,4634983000.0,3088981000.0,2138550000.0,3414107000.0,13043700000.0,5956636000.0,4928302000.0,1028334000.0,7087064000.0,9587000.0,7077477000.0,10157560000.0,75901595000.0,75684013000.0,217582000.0,298647231000.0,-656064598000.0,954711829000.0,9103125000.0,11301171000.0,734461324000.0,14670865000.0,75686173000.0,109489171000.0,0.0,117065971000.0,347508000.0,13376000.0,,5401906000.0,14107566000.0,5374521000.0,5151770000.0,3581275000.0,29628879000.0,7531899000.0,100950000.0,21996030000.0,-1145680000.0,23141710000.0,67566736000.0,17812311000.0,49754425000.0,40234565000.0,9519860000.0,2023-06-30,
7757446545.0,7757446545.0,896067000.0,43774042000.0,298357902000.0,406924832000.0,33779992000.0,298357902000.0,10872607000.0,374023397000.0,404504832000.0,386349557000.0,12326160000.0,374023397000.0,419267000.0,124720340000.0,171309325000.0,77574465000.0,77574465000.0,125853100000.0,62727659000.0,6601102000.0,2278892000.0,2278892000.0,15468480000.0,13078134000.0,2390346000.0,37898582000.0,7417147000.0,30481435000.0,480603000.0,63125441000.0,1032046000.0,14287322000.0,14287322000.0,5875460000.0,3455460000.0,2420000000.0,1600000000.0,820000000.0,1749740000.0,324368000.0,39856505000.0,9072747000.0,30783758000.0,10327910000.0,167646000.0,,7110763000.0,,13177439000.0,512202657000.0,415297224000.0,1760896000.0,5720111000.0,3712688000.0,3045864000.0,2109348000.0,3526053000.0,13325262000.0,6106347000.0,5054015000.0,1052332000.0,7218915000.0,9543000.0,7209372000.0,10146675000.0,75665495000.0,75447913000.0,217582000.0,298394180000.0,-658106695000.0,956500875000.0,9205532000.0,13095775000.0,734385841000.0,14567163000.0,75743107000.0,109503457000.0,0.0,96905433000.0,462875000.0,0.0,95066000.0,5556000000.0,16105960000.0,6388360000.0,5747854000.0,3969746000.0,31353520000.0,7727364000.0,111194000.0,23514962000.0,-1130306000.0,24645268000.0,43332012000.0,11326644000.0,32005368000.0,19074185000.0,12931183000.0,2023-09-30,
7757446545.0,7757446545.0,,43643000000.0,307560000000.0,412955000000.0,35454000000.0,307560000000.0,10975000000.0,380287000000.0,410770000000.0,392719000000.0,12432000000.0,380287000000.0,,152532000000.0,149828000000.0,77574000000.0,77574000000.0,131022000000.0,63272000000.0,7406000000.0,2098000000.0,2098000000.0,15330000000.0,12869000000.0,2461000000.0,37953000000.0,7470000000.0,30483000000.0,485000000.0,67750000000.0,984000000.0,14088000000.0,14088000000.0,5690000000.0,3505000000.0,2185000000.0,1600000000.0,585000000.0,,337000000.0,46651000000.0,13865000000.0,32786000000.0,11392000000.0,385000000.0,,6613000000.0,6613000000.0,14396000000.0,523741000000.0,420537000000.0,1634000000.0,5963000000.0,5325000000.0,3038000000.0,2099000000.0,3769000000.0,14700000000.0,6448000000.0,5412000000.0,1036000000.0,8252000000.0,9000000.0,8243000000.0,9805000000.0,72727000000.0,72510000000.0,217000000.0,303576000000.0,-657624000000.0,961200000000.0,9331000000.0,15937000000.0,735433000000.0,15095000000.0,75886000000.0,109518000000.0,0.0,103204000000.0,589000000.0,1000000.0,211000000.0,2840000000.0,13754000000.0,6339000000.0,4961000000.0,2454000000.0,32526000000.0,7606000000.0,78000000.0,24842000000.0,-1102000000.0,25944000000.0,53283000000.0,19459000000.0,33824000000.0,33420000000.0,404000000.0,2023-12-31,353000000.0
