free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_prepaid_assets,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,net_income_from_continuing_operations,date,operating_gains_losses
294969000.0,-70208000.0,-2188000.0,0.0,-20458000.0,57954000.0,25961000.0,993564000.0,867112000.0,10500000.0,115952000.0,-172553000.0,-172553000.0,-1000.0,-100156000.0,-100156000.0,-70208000.0,-70208000.0,-2188000.0,-2188000.0,-2188000.0,0.0,-26922000.0,-26922000.0,-6464000.0,0.0,0.0,-20458000.0,315427000.0,315427000.0,69162000.0,175300000.0,-7974000.0,-1099000.0,-7519000.0,-20643000.0,13124000.0,9481000.0,3643000.0,3643000.0,44121000.0,-133667000.0,-133667000.0,6279000.0,11662000.0,0.0,-22888000.0,-22888000.0,36241000.0,36241000.0,23805000.0,23805000.0,12436000.0,214971000.0,2022-12-31,
242565000.0,-43960000.0,-2188000.0,0.0,-21576000.0,33803000.0,18965000.0,1080608000.0,993564000.0,2958000.0,84086000.0,-158293000.0,-158293000.0,,-112145000.0,-112145000.0,-43960000.0,-43960000.0,-2188000.0,-2188000.0,-2188000.0,0.0,-21762000.0,-21762000.0,-186000.0,,,-21576000.0,264141000.0,264141000.0,-34500000.0,-73909000.0,-4106000.0,-2333000.0,21157000.0,8305000.0,12852000.0,-6327000.0,19179000.0,19179000.0,2202000.0,22489000.0,22489000.0,5170000.0,21088000.0,,-2254000.0,-2254000.0,35909000.0,35909000.0,24667000.0,24667000.0,11242000.0,238728000.0,2023-03-31,
265339000.0,-441457000.0,-2187000.0,0.0,-26465000.0,56858000.0,119622000.0,792329000.0,1080608000.0,344000.0,-288623000.0,-553759000.0,-553759000.0,,-110115000.0,-110115000.0,-441457000.0,-441457000.0,-2187000.0,-2187000.0,-2187000.0,0.0,-26668000.0,-26668000.0,-203000.0,,,-26465000.0,291804000.0,291804000.0,-2143000.0,31628000.0,-9805000.0,-776000.0,-22591000.0,-5436000.0,-17155000.0,-1523000.0,-15632000.0,-15632000.0,-29095000.0,28496000.0,28496000.0,3334000.0,16143000.0,,-9512000.0,-9512000.0,37157000.0,37157000.0,26154000.0,26154000.0,11003000.0,246825000.0,2023-06-30,
270150000.0,-18744000.0,-2188000.0,0.0,-20981000.0,34407000.0,59159000.0,928552000.0,792329000.0,-3615000.0,139838000.0,-130312000.0,-130312000.0,,-109380000.0,-109380000.0,-18744000.0,-18744000.0,-2188000.0,-2188000.0,-2188000.0,0.0,-20981000.0,-20981000.0,0.0,,,-20981000.0,291131000.0,291131000.0,-1823000.0,-27115000.0,-13311000.0,-1728000.0,22258000.0,12249000.0,10009000.0,2131000.0,7878000.0,7878000.0,10926000.0,7147000.0,7147000.0,-3514000.0,18144000.0,0.0,-19207000.0,-19207000.0,37872000.0,37872000.0,26722000.0,26722000.0,11150000.0,259659000.0,2023-09-30,
367124000.0,-27000.0,-2187000.0,0.0,-21829000.0,57245000.0,42733000.0,461693000.0,928552000.0,5722000.0,-472581000.0,-111567000.0,-111567000.0,,-109353000.0,-109353000.0,-27000.0,-27000.0,-2187000.0,-2187000.0,-2187000.0,0.0,-749967000.0,-749967000.0,-796000.0,,,-21829000.0,388953000.0,388953000.0,40923000.0,219421000.0,-3378000.0,-3265000.0,40206000.0,37235000.0,2971000.0,-325000.0,3296000.0,3296000.0,-4400000.0,-207661000.0,-207661000.0,6928000.0,16278000.0,477000.0,15715000.0,15715000.0,48281000.0,48281000.0,36886000.0,36886000.0,11395000.0,403380000.0,2023-12-31,
275900000.0,-69991000.0,-339063000.0,336875000.0,-24237000.0,34050000.0,11393000.0,519315000.0,461693000.0,-2959000.0,60581000.0,-207223000.0,-207223000.0,-3739000.0,-131305000.0,-131305000.0,-69991000.0,-69991000.0,-2188000.0,-2188000.0,-339063000.0,336875000.0,-32333000.0,-32333000.0,-276000.0,-7820000.0,-7820000.0,-24237000.0,300137000.0,300137000.0,-30283000.0,-25949000.0,-6774000.0,73000.0,-105043000.0,-129242000.0,24199000.0,2045000.0,22154000.0,22154000.0,16301000.0,91109000.0,91109000.0,-2253000.0,34336000.0,,-7625000.0,-7625000.0,48498000.0,48498000.0,38604000.0,38604000.0,9894000.0,255954000.0,2024-03-31,1510000.0
