tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,impairment_of_capital_assets,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,depreciation_income_statement,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.19081,347513000.0,0.0,0.0,214971000.0,36241000.0,96415000.0,347513000.0,311272000.0,-39001000.0,45610000.0,6609000.0,214971000.0,214971000.0,267458000.0,308750000.0,80424000.0,79989000.0,2.67,2.69,214971000.0,214971000.0,214971000.0,214971000.0,214971000.0,50691000.0,265662000.0,-4087000.0,-4087000.0,0.0,0.0,-39001000.0,45610000.0,6609000.0,308750000.0,165074000.0,30272000.0,30272000.0,23805000.0,23805000.0,6467000.0,29026000.0,105776000.0,71912000.0,33864000.0,33864000.0,473824000.0,102384000.0,576208000.0,576208000.0,2022-12-31
0.0,0.136,358487000.0,,,238728000.0,35909000.0,102865000.0,358487000.0,322578000.0,-35844000.0,46206000.0,10362000.0,238728000.0,238728000.0,277616000.0,314602000.0,80482000.0,80041000.0,2.97,2.98,238728000.0,238728000.0,238728000.0,238728000.0,238728000.0,37644000.0,276372000.0,-2386000.0,-2386000.0,,,-35844000.0,46206000.0,10362000.0,314602000.0,168969000.0,30127000.0,30127000.0,24667000.0,24667000.0,5460000.0,31323000.0,107519000.0,66475000.0,41044000.0,41044000.0,483571000.0,108647000.0,592218000.0,592218000.0,2023-03-31
0.0,0.196,390932000.0,,,246825000.0,37157000.0,104262000.0,390932000.0,353775000.0,-36214000.0,46617000.0,10403000.0,246825000.0,246825000.0,275204000.0,345953000.0,79905000.0,79592000.0,3.09,3.1,246825000.0,246825000.0,246825000.0,246825000.0,246825000.0,60333000.0,307158000.0,-2581000.0,-2581000.0,,,-36214000.0,46617000.0,10403000.0,345953000.0,165138000.0,31353000.0,31353000.0,26154000.0,26154000.0,5199000.0,30140000.0,103645000.0,67988000.0,35657000.0,35657000.0,511091000.0,110066000.0,621157000.0,621157000.0,2023-06-30
0.0,0.183,402430000.0,,,259659000.0,37872000.0,99413000.0,402430000.0,364558000.0,-36588000.0,46902000.0,10314000.0,259659000.0,259659000.0,272130000.0,353309000.0,79500000.0,79116000.0,3.27,3.28,259659000.0,259659000.0,259659000.0,259659000.0,259659000.0,57997000.0,317656000.0,935000.0,935000.0,,,-36588000.0,46902000.0,10314000.0,353309000.0,166819000.0,31974000.0,31974000.0,26722000.0,26722000.0,5252000.0,31438000.0,103407000.0,66581000.0,36826000.0,36826000.0,520128000.0,105311000.0,625439000.0,625439000.0,2023-09-30
0.0,0.137847,563110000.0,,,403380000.0,48281000.0,116260000.0,563110000.0,514829000.0,-43554000.0,46954000.0,3400000.0,403380000.0,403380000.0,319361000.0,370745000.0,79499000.0,79115000.0,5.07,5.1,403380000.0,403380000.0,403380000.0,403380000.0,403380000.0,64495000.0,467875000.0,140684000.0,-2345000.0,,,-43554000.0,46954000.0,3400000.0,370745000.0,196804000.0,41984000.0,41984000.0,36886000.0,36886000.0,5098000.0,39220000.0,115600000.0,75160000.0,40440000.0,40440000.0,567549000.0,122557000.0,690106000.0,690106000.0,2023-12-31
0.0,0.135,391065000.0,,,255954000.0,48498000.0,122701000.0,391065000.0,342567000.0,-40626000.0,46674000.0,6048000.0,255954000.0,255954000.0,340583000.0,339382000.0,79508000.0,79195000.0,3.22,3.23,255954000.0,255954000.0,255954000.0,255954000.0,255954000.0,39939000.0,295893000.0,-2863000.0,-2863000.0,,,-40626000.0,46674000.0,6048000.0,339382000.0,212069000.0,42685000.0,42685000.0,38604000.0,38604000.0,4081000.0,40525000.0,128859000.0,72168000.0,56691000.0,56691000.0,551451000.0,128514000.0,679965000.0,679965000.0,2024-03-31
