treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,restricted_cash,prepaid_assets,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
53663016.0,79959989.0,133623005.0,3518382000.0,4643521000.0,-3796112000.0,3504021000.0,497447000.0,-3796112000.0,131575000.0,-1007925000.0,3495308000.0,-1007925000.0,-1007925000.0,-60211000.0,-60211000.0,5938116000.0,3473192000.0,1515874000.0,1336000.0,1336000.0,0.0,6005460000.0,4754933000.0,91027000.0,29098000.0,29098000.0,4634808000.0,131575000.0,4503233000.0,1250527000.0,882886000.0,882886000.0,8713000.0,8713000.0,182370000.0,176558000.0,153461000.0,23097000.0,8058000.0,8058000.0,15039000.0,4997535000.0,3249561000.0,37341000.0,29207000.0,29207000.0,214389000.0,214389000.0,2788187000.0,558517000.0,2229670000.0,180437000.0,-198348000.0,378785000.0,54040000.0,2373000.0,126584000.0,195788000.0,0.0,1747974000.0,54520000.0,,36654000.0,663236000.0,663236000.0,-2652000.0,665888000.0,993564000.0,993564000.0,2022-12-31
53741918.0,80063044.0,133804962.0,3434154000.0,4641462000.0,-3683413000.0,3609527000.0,601977000.0,-3683413000.0,130571000.0,-901364000.0,3600812000.0,-901364000.0,-901364000.0,-57436000.0,-57436000.0,5982106000.0,3599934000.0,1536906000.0,1338000.0,1338000.0,0.0,5960064000.0,4751474000.0,91294000.0,27433000.0,27433000.0,4632747000.0,130571000.0,4502176000.0,1208590000.0,920255000.0,920255000.0,8715000.0,8715000.0,75553000.0,204067000.0,165840000.0,38227000.0,27481000.0,27481000.0,10746000.0,5058700000.0,3248133000.0,40868000.0,28857000.0,28857000.0,211924000.0,211924000.0,2782049000.0,551012000.0,2231037000.0,184435000.0,-203400000.0,387835000.0,54662000.0,9409000.0,125596000.0,198168000.0,0.0,1810567000.0,54888000.0,3871000.0,33487000.0,641584000.0,641584000.0,-2781000.0,644365000.0,1076737000.0,1076737000.0,2023-03-31
54686063.0,79126903.0,133812966.0,3721392000.0,4637061000.0,-3972552000.0,3316168000.0,306060000.0,-3972552000.0,127225000.0,-1193668000.0,3307451000.0,-1193668000.0,-1193668000.0,-56645000.0,-56645000.0,6428102000.0,3736376000.0,1553365000.0,1338000.0,1338000.0,0.0,5956496000.0,4738371000.0,92366000.0,17661000.0,17661000.0,4628344000.0,127225000.0,4501119000.0,1218125000.0,909623000.0,909623000.0,8717000.0,8717000.0,119451000.0,180334000.0,161000000.0,19334000.0,12057000.0,12057000.0,7277000.0,4762828000.0,3238643000.0,37453000.0,28429000.0,28429000.0,210496000.0,210496000.0,2778884000.0,546425000.0,2232459000.0,183381000.0,-208348000.0,391729000.0,57687000.0,5688000.0,122415000.0,205939000.0,0.0,1524185000.0,49234000.0,3885000.0,69737000.0,612885000.0,612885000.0,-2934000.0,615819000.0,788444000.0,788444000.0,2023-06-30
54726005.0,79091098.0,133817103.0,3584069000.0,4630723000.0,-3815614000.0,3459686000.0,434686000.0,-3815614000.0,121941000.0,-1049096000.0,3450967000.0,-1049096000.0,-1049096000.0,-61022000.0,-61022000.0,6447042000.0,3886188000.0,1571442000.0,1338000.0,1338000.0,0.0,5914590000.0,4709947000.0,83723000.0,4220000.0,4220000.0,4622004000.0,121941000.0,4500063000.0,1204643000.0,837479000.0,837479000.0,8719000.0,8719000.0,157227000.0,201218000.0,171458000.0,29760000.0,19536000.0,19536000.0,10224000.0,4865494000.0,3226165000.0,38631000.0,34790000.0,34790000.0,210657000.0,210657000.0,2766518000.0,536129000.0,2230389000.0,175569000.0,-209599000.0,385168000.0,58019000.0,860000.0,117533000.0,208756000.0,0.0,1639329000.0,52967000.0,3839000.0,54544000.0,603266000.0,603266000.0,-3030000.0,606296000.0,924713000.0,924713000.0,2023-09-30
54726120.0,79091212.0,133817332.0,4049913000.0,4627862000.0,-4583690000.0,3767964000.0,-98872000.0,-4583690000.0,120134000.0,-739764000.0,3757062000.0,-739764000.0,-739764000.0,-61352000.0,-61352000.0,6447101000.0,4179681000.0,1587670000.0,1338000.0,1338000.0,0.0,6257983000.0,4740958000.0,96970000.0,27028000.0,27028000.0,4616960000.0,120134000.0,4496826000.0,1517025000.0,1083864000.0,1083864000.0,10902000.0,10902000.0,219456000.0,202803000.0,168282000.0,34521000.0,24709000.0,24709000.0,9812000.0,5518219000.0,4100066000.0,43903000.0,41074000.0,41074000.0,0.0,0.0,3843926000.0,956234000.0,2887692000.0,171163000.0,-211736000.0,382899000.0,58582000.0,897000.0,115243000.0,208177000.0,0.0,1418153000.0,57903000.0,3878000.0,59002000.0,839555000.0,839555000.0,-3968000.0,843523000.0,457815000.0,457815000.0,2023-12-31
54846048.0,79224049.0,134070097.0,3992213000.0,4642729000.0,-4489515000.0,3857169000.0,-4035000.0,-4489515000.0,135043000.0,-650517000.0,3857169000.0,-650517000.0,-650517000.0,-63557000.0,-63557000.0,6517130000.0,4306191000.0,1622638000.0,1341000.0,1341000.0,0.0,6129106000.0,4760154000.0,99688000.0,17737000.0,17737000.0,4642729000.0,135043000.0,4507686000.0,1368952000.0,1053961000.0,1053961000.0,,,84582000.0,230409000.0,173628000.0,56781000.0,44733000.0,44733000.0,12048000.0,5478589000.0,4113672000.0,47716000.0,38886000.0,38886000.0,,,3838998000.0,948479000.0,2890519000.0,188072000.0,-188568000.0,376640000.0,56636000.0,982000.0,132270000.0,186752000.0,0.0,1364917000.0,55964000.0,3842000.0,44027000.0,745611000.0,745611000.0,-4326000.0,749937000.0,515473000.0,515473000.0,2024-03-31
