free_cash_flow,repurchase_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,purchase_of_investment,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date,issuance_of_debt,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_issuance
-50702000.0,-137875000.0,-83461000.0,-8469000.0,92649000.0,250628000.0,434226000.0,0.0,-183598000.0,-131077000.0,-131077000.0,6798000.0,-137875000.0,-137875000.0,-85280000.0,-85280000.0,-1819000.0,,-83461000.0,32759000.0,32759000.0,-386476000.0,12476000.0,-83686000.0,167691000.0,113528000.0,54163000.0,54163000.0,-14628000.0,-448539000.0,-19790000.0,76297000.0,9679000.0,-1402000.0,-1402000.0,58461000.0,58461000.0,1615000.0,1615000.0,274585000.0,2022-10-31,,,,
800324000.0,-328377000.0,-108165000.0,540000.0,90556000.0,737877000.0,250628000.0,0.0,487249000.0,-313685000.0,-313685000.0,14692000.0,-328377000.0,-328377000.0,-107555000.0,-107555000.0,610000.0,,-108165000.0,908489000.0,908489000.0,399179000.0,59015000.0,-77512000.0,-101820000.0,-15915000.0,-85905000.0,-85905000.0,7396000.0,511218000.0,882000.0,79364000.0,10490000.0,16719000.0,16719000.0,59190000.0,59190000.0,2796000.0,2796000.0,340751000.0,2023-01-31,,,,
195135000.0,-305176000.0,-109766000.0,,2818000.0,636449000.0,737877000.0,,-101428000.0,-296249000.0,-296249000.0,8927000.0,-305176000.0,-305176000.0,-110080000.0,-110080000.0,-314000.0,-314000.0,-109766000.0,304901000.0,304901000.0,-188893000.0,42339000.0,-78562000.0,-36258000.0,-98515000.0,62257000.0,62257000.0,22232000.0,-147784000.0,9140000.0,75478000.0,9721000.0,2144000.0,2144000.0,57949000.0,57949000.0,1451000.0,1451000.0,347051000.0,2023-04-30,,,,
28925000.0,-275594000.0,-94982000.0,,186348000.0,388627000.0,636449000.0,,-247822000.0,-275374000.0,-275374000.0,220000.0,-275594000.0,-275594000.0,-96355000.0,-96355000.0,-1373000.0,-1373000.0,-94982000.0,123907000.0,123907000.0,-328264000.0,-87066000.0,-84965000.0,-105257000.0,-4248000.0,-101009000.0,-101009000.0,-2510000.0,-64304000.0,15838000.0,77389000.0,11818000.0,-1478000.0,-1478000.0,61913000.0,61913000.0,2427000.0,2427000.0,300102000.0,2023-07-31,,,,
-177079000.0,-282109000.0,-106282000.0,2076000.0,77636000.0,121811000.0,388627000.0,,-266816000.0,-86554000.0,-86554000.0,155000.0,-282109000.0,-282109000.0,-109465000.0,-109465000.0,-3183000.0,,-106282000.0,-70797000.0,-70797000.0,-476828000.0,686000.0,-84942000.0,148377000.0,67808000.0,80569000.0,80569000.0,-6758000.0,-505767000.0,-28424000.0,79905000.0,11938000.0,862000.0,862000.0,61411000.0,61411000.0,2432000.0,2432000.0,249483000.0,2023-10-31,,,,
994018000.0,-155421000.0,-124237000.0,-50609000.0,61413000.0,766594000.0,121811000.0,,644783000.0,-347947000.0,-347947000.0,2874000.0,-155421000.0,-155421000.0,-125525000.0,-125525000.0,-1288000.0,,-124237000.0,1118255000.0,1118255000.0,512412000.0,116238000.0,-89636000.0,-89973000.0,-27283000.0,-62690000.0,-62690000.0,1684000.0,579170000.0,-5071000.0,99982000.0,14769000.0,29047000.0,29047000.0,62567000.0,62567000.0,5109000.0,5109000.0,394369000.0,2024-01-31,0.0,-195400000.0,-195400000.0,0.0
