tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,depreciation_income_statement,selling_general_and_administration,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.246044,98609000.0,62126000.0,14608000.0,349570000.0,98609000.0,84001000.0,-1534000.0,1601000.0,67000.0,62126000.0,62126000.0,449440000.0,81327000.0,15052000.0,14913000.0,4.13,4.17,62126000.0,62126000.0,62126000.0,62126000.0,62126000.0,20274000.0,82400000.0,-13280000.0,-9589000.0,-1534000.0,1601000.0,67000.0,97214000.0,99870000.0,,14608000.0,14608000.0,2512000.0,2512000.0,12096000.0,84732000.0,84732000.0,81808000.0,2924000.0,197084000.0,349570000.0,546654000.0,697854000.0,2022-12-31
0.0,0.239,87515000.0,54121000.0,14799000.0,370705000.0,87515000.0,72716000.0,-1401000.0,1551000.0,150000.0,54121000.0,54121000.0,487659000.0,72819000.0,15110000.0,14966000.0,3.58,3.62,54121000.0,54121000.0,54121000.0,54121000.0,54121000.0,17044000.0,71165000.0,68000.0,68000.0,-1401000.0,1551000.0,150000.0,72498000.0,116954000.0,1739000.0,14799000.0,14799000.0,2513000.0,2513000.0,12286000.0,100416000.0,100416000.0,97902000.0,2514000.0,189452000.0,370705000.0,560157000.0,565517000.0,2023-03-31
0.0,0.2412,86263000.0,53377000.0,15148000.0,374193000.0,86263000.0,71115000.0,-658000.0,771000.0,113000.0,53377000.0,53377000.0,482806000.0,69506000.0,15219000.0,15058000.0,3.51,3.54,53377000.0,53377000.0,53377000.0,53377000.0,53377000.0,16967000.0,70344000.0,-8000.0,-8000.0,-658000.0,771000.0,113000.0,71010000.0,108613000.0,-18000.0,15148000.0,15148000.0,2514000.0,2514000.0,12634000.0,93483000.0,93483000.0,91733000.0,1750000.0,179623000.0,374193000.0,553816000.0,558972000.0,2023-06-30
0.0,0.196,109088000.0,74958000.0,15379000.0,362358000.0,109088000.0,93709000.0,2156000.0,444000.0,2600000.0,74958000.0,74958000.0,473425000.0,86850000.0,15200000.0,15075000.0,4.93,4.97,74958000.0,74958000.0,74958000.0,74958000.0,74958000.0,18307000.0,93265000.0,2000.0,2000.0,2156000.0,444000.0,2600000.0,91107000.0,111067000.0,343000.0,15379000.0,15379000.0,2521000.0,2521000.0,12858000.0,95345000.0,95345000.0,91792000.0,3553000.0,202174000.0,362358000.0,564532000.0,570612000.0,2023-09-30
0.0,0.220948,131474000.0,90053000.0,15539000.0,358346000.0,131474000.0,115935000.0,3065000.0,342000.0,3407000.0,90053000.0,90053000.0,477698000.0,111394000.0,15270000.0,15099000.0,5.9,5.96,90053000.0,90053000.0,90053000.0,90053000.0,90053000.0,25540000.0,115593000.0,4314000.0,6575000.0,3065000.0,342000.0,3407000.0,108214000.0,119352000.0,,15539000.0,15539000.0,2515000.0,2515000.0,13024000.0,105877000.0,105877000.0,102005000.0,3872000.0,227566000.0,358346000.0,585912000.0,569313000.0,2023-12-31
