free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,pension_and_employee_benefit_expense,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
81940000.0,-12976000.0,-8650000.0,-235000.0,-18259000.0,74126000.0,7781000.0,66345000.0,-14366000.0,-14366000.0,-11605000.0,24726000.0,-5626000.0,,-12976000.0,-12976000.0,-8885000.0,-7635000.0,-7400000.0,-235000.0,-1250000.0,-1250000.0,0.0,-19488000.0,-19488000.0,-37000.0,-1485000.0,-1485000.0,293000.0,293000.0,-18259000.0,100199000.0,100199000.0,24155000.0,10439000.0,3205000.0,-3355000.0,31108000.0,31108000.0,31108000.0,1140000.0,198000.0,-18580000.0,-18580000.0,4310000.0,6911000.0,-13756000.0,-13756000.0,14608000.0,14608000.0,1845000.0,1845000.0,6911000.0,62126000.0,2022-12-31
43472000.0,0.0,-76250000.0,0.0,-17020000.0,58054000.0,74126000.0,-16072000.0,-59551000.0,-59551000.0,-130000.0,22514000.0,-5685000.0,-5685000.0,0.0,0.0,-76250000.0,0.0,0.0,0.0,-76250000.0,-76250000.0,,-17013000.0,-17013000.0,-139000.0,0.0,0.0,146000.0,146000.0,-17020000.0,60492000.0,60492000.0,-15956000.0,18486000.0,5313000.0,-2173000.0,-24109000.0,-24109000.0,-24109000.0,1236000.0,-391000.0,-14318000.0,-14318000.0,217000.0,8482000.0,-3195000.0,-3195000.0,14799000.0,14799000.0,2024000.0,2024000.0,8482000.0,54121000.0,2023-03-31
115917000.0,-13425000.0,-21250000.0,0.0,-16400000.0,159924000.0,58054000.0,101870000.0,-13926000.0,-13926000.0,628000.0,25848000.0,-5727000.0,-5727000.0,-13425000.0,-13425000.0,-21250000.0,0.0,0.0,0.0,-21250000.0,-21250000.0,,-16521000.0,-16521000.0,-30000.0,-305000.0,-305000.0,214000.0,214000.0,-16400000.0,132317000.0,132317000.0,49277000.0,-17667000.0,2031000.0,-1637000.0,32670000.0,32670000.0,32670000.0,483000.0,-1021000.0,34418000.0,34418000.0,1939000.0,8400000.0,1263000.0,1263000.0,15148000.0,15148000.0,2913000.0,2913000.0,8400000.0,53377000.0,2023-06-30
17272000.0,-14344000.0,0.0,0.0,-11655000.0,173150000.0,159924000.0,13226000.0,-263000.0,-263000.0,15646000.0,4469000.0,-6034000.0,-6034000.0,-14344000.0,-14344000.0,0.0,,,,0.0,0.0,0.0,-15438000.0,-15438000.0,-240000.0,-3689000.0,-3689000.0,146000.0,146000.0,-11655000.0,28927000.0,28927000.0,-64211000.0,10603000.0,4082000.0,-4812000.0,-24376000.0,-24376000.0,-24376000.0,-938000.0,-827000.0,-47943000.0,-47943000.0,463000.0,5494000.0,-6300000.0,-6300000.0,15379000.0,15379000.0,3144000.0,3144000.0,,74958000.0,2023-09-30
96784000.0,-39928000.0,0.0,15749000.0,-11779000.0,263958000.0,173150000.0,90808000.0,-6085000.0,-6085000.0,-15654000.0,39804000.0,-6056000.0,,-39928000.0,-39928000.0,15749000.0,,,,0.0,0.0,0.0,-11670000.0,-11670000.0,-25000.0,0.0,0.0,134000.0,134000.0,-11779000.0,108563000.0,108563000.0,-8417000.0,-1098000.0,1376000.0,-1330000.0,6467000.0,6467000.0,6467000.0,-694000.0,507000.0,-13645000.0,-13645000.0,847000.0,7706000.0,205000.0,205000.0,15539000.0,15539000.0,2630000.0,2630000.0,,90053000.0,2023-12-31
