treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,other_equity_interest,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,non_current_prepaid_assets,non_current_deferred_assets,non_current_accounts_receivable,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,prepaid_assets,inventory,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,line_of_credit
21920993.0,14874799.0,36795792.0,23374000.0,247009000.0,117694000.0,896215000.0,-24593000.0,117694000.0,149509000.0,798715000.0,891215000.0,798715000.0,798715000.0,2247000.0,2588145000.0,2197918000.0,1149899000.0,36796000.0,36796000.0,643297000.0,346092000.0,12136000.0,130943000.0,38613000.0,203013000.0,110513000.0,92500000.0,297205000.0,61004000.0,43996000.0,38996000.0,5000000.0,5000000.0,87350000.0,104855000.0,62971000.0,41884000.0,0.0,0.0,41884000.0,1442012000.0,1169400000.0,3636000.0,93196000.0,52642000.0,1703000.0,1826000.0,681021000.0,99726000.0,581295000.0,335376000.0,-335920000.0,671296000.0,20189000.0,135662000.0,379738000.0,123845000.0,11862000.0,0.0,272612000.0,48806000.0,10272000.0,139408000.0,139408000.0,74126000.0,74126000.0,2022-12-31,
21927705.0,15019778.0,36947483.0,,165753000.0,201419000.0,901303000.0,-21239000.0,201419000.0,144503000.0,880053000.0,896303000.0,880053000.0,880053000.0,2284000.0,2591588000.0,2246354000.0,1186119000.0,36884000.0,36884000.0,551132000.0,267672000.0,12507000.0,132703000.0,35418000.0,122462000.0,106212000.0,16250000.0,283460000.0,69304000.0,43291000.0,38291000.0,5000000.0,5000000.0,50152000.0,120713000.0,69211000.0,51502000.0,11223000.0,11223000.0,40279000.0,1431185000.0,1168964000.0,3640000.0,97436000.0,50618000.0,1646000.0,1607000.0,678634000.0,97348000.0,581286000.0,335383000.0,-338416000.0,673799000.0,,673799000.0,,,,,262221000.0,39688000.0,10663000.0,153816000.0,153816000.0,58054000.0,58054000.0,2023-03-31,
21983002.0,15076619.0,37059621.0,,140891000.0,275605000.0,952079000.0,34673000.0,275605000.0,140891000.0,952079000.0,952079000.0,952079000.0,952079000.0,2321000.0,2621657000.0,2294004000.0,1240415000.0,36996000.0,36996000.0,553101000.0,250614000.0,12880000.0,135622000.0,36681000.0,102112000.0,102112000.0,,302487000.0,41325000.0,38779000.0,38779000.0,,,117768000.0,104615000.0,63557000.0,41058000.0,,,41058000.0,1505180000.0,1168020000.0,3643000.0,99522000.0,50007000.0,1311000.0,1747000.0,676474000.0,94932000.0,581542000.0,335316000.0,-341908000.0,677224000.0,,677224000.0,,,,,337160000.0,45238000.0,11684000.0,120314000.0,120314000.0,159924000.0,159924000.0,2023-06-30,
22005711.0,15007542.0,37013253.0,,136961000.0,341498000.0,1019243000.0,97320000.0,341498000.0,136961000.0,1019243000.0,1019243000.0,1019243000.0,1019243000.0,2048000.0,2637102000.0,2362928000.0,1254356000.0,37013000.0,37013000.0,542836000.0,245617000.0,13075000.0,133196000.0,30381000.0,99346000.0,99346000.0,,297219000.0,37811000.0,37615000.0,37615000.0,,,89503000.0,132290000.0,70647000.0,61643000.0,5135000.0,5135000.0,56508000.0,1562079000.0,1167540000.0,3647000.0,104410000.0,49979000.0,1226000.0,1718000.0,677745000.0,92768000.0,584977000.0,328815000.0,-347909000.0,676724000.0,,676724000.0,,,,,394539000.0,40847000.0,12511000.0,168031000.0,168031000.0,173150000.0,173150000.0,2023-09-30,
22148927.0,15034754.0,37183681.0,,155111000.0,432595000.0,1123576000.0,188793000.0,432595000.0,139411000.0,1107876000.0,1107876000.0,1107876000.0,1107876000.0,2082000.0,2719588000.0,2446925000.0,1341273000.0,37184000.0,37184000.0,560219000.0,248169000.0,13003000.0,134390000.0,30321000.0,100776000.0,100776000.0,,312050000.0,36316000.0,54335000.0,38635000.0,15700000.0,,97282000.0,124117000.0,68925000.0,55192000.0,6858000.0,6858000.0,48334000.0,1668095000.0,1167252000.0,3651000.0,106126000.0,49107000.0,1197000.0,1663000.0,675281000.0,90264000.0,585017000.0,330227000.0,-354872000.0,685099000.0,8788000.0,126387000.0,404873000.0,130695000.0,14356000.0,0.0,500843000.0,43370000.0,12004000.0,181511000.0,181511000.0,263958000.0,263958000.0,2023-12-31,15700000.0
