treasury_shares_number,ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,other_equity_interest,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,unrealized_gain_loss,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,employee_benefits,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,dividends_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,financial_assets,investments_and_advances,investmentin_financial_assets,held_to_maturity_securities,available_for_sale_securities,long_term_equity_investment,investmentsin_joint_venturesat_cost,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,hedging_assets_current,prepaid_assets,inventory,inventories_adjustments_allowances,other_inventories,finished_goods,work_in_process,raw_materials,receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date
8500000.0,15741734691.0,15750234691.0,3845000000.0,32139400000.0,82683200000.0,-2723700000.0,32139400000.0,3117400000.0,81955600000.0,82409900000.0,83327800000.0,1372200000.0,81955600000.0,-68421500000.0,92246600000.0,,,,,,58130500000.0,58130500000.0,54630200000.0,14089800000.0,1896800000.0,1896800000.0,2161100000.0,2779100000.0,3725700000.0,3725700000.0,2788100000.0,2333800000.0,454300000.0,739000000.0,40540400000.0,4242200000.0,1056900000.0,783600000.0,273300000.0,199000000.0,74300000.0,180700000.0,35060600000.0,2335800000.0,32724800000.0,,1464800000.0,6931500000.0,1118600000.0,24328500000.0,137958000000.0,100141300000.0,1905200000.0,56600000.0,6438800000.0,6438800000.0,11316300000.0,1500000.0,551000000.0,219100000.0,219100000.0,,331900000.0,331900000.0,49816200000.0,9222200000.0,40594000000.0,30055700000.0,-41877600000.0,71933300000.0,4350000000.0,302100000.0,50088700000.0,2698400000.0,14494200000.0,0.0,37816700000.0,1037900000.0,272300000.0,358300000.0,12564700000.0,-160200000.0,358300000.0,4094000000.0,845700000.0,7785200000.0,8202600000.0,2853500000.0,5349100000.0,-679100000.0,6028200000.0,15380900000.0,454500000.0,14926400000.0,8655200000.0,6271200000.0,2022-12-31
7859137.0,15745974147.0,15753833284.0,3946444000.0,35564811000.0,85783927000.0,-253690000.0,35564811000.0,3162108000.0,84999591000.0,85444594000.0,86436867000.0,1437276000.0,84999591000.0,-70460500000.0,92312687000.0,,,,4969475000.0,,58177929000.0,58177929000.0,49029855000.0,13397478000.0,1680118000.0,1684316000.0,2051926000.0,2518311000.0,3759787000.0,3759787000.0,2651322000.0,2206319000.0,445003000.0,731816000.0,35632377000.0,4654845000.0,1295122000.0,955789000.0,339333000.0,182240000.0,157093000.0,182270000.0,29500140000.0,1773595000.0,27726545000.0,1773600000.0,1442711000.0,4660749000.0,1212448000.0,21623085000.0,135466722000.0,100088035000.0,1887760000.0,55623000.0,7213641000.0,7213641000.0,11116790000.0,47000.0,588831000.0,250633000.0,250633000.0,250600000.0,338198000.0,338198000.0,49434780000.0,9250418000.0,40184362000.0,29790563000.0,-43237937000.0,73028500000.0,4005690000.0,205318000.0,51320835000.0,2809769000.0,14686888000.0,0.0,35378687000.0,1320164000.0,351951000.0,360187000.0,12670691000.0,-131374000.0,,4164975000.0,906334000.0,7730756000.0,8096324000.0,3049643000.0,5046681000.0,,,12579370000.0,365284000.0,12214086000.0,6669096000.0,5544990000.0,2023-03-31
7144375.0,15746688909.0,15753833284.0,4096231000.0,36613335000.0,85780846000.0,202334000.0,36613335000.0,3389988000.0,85074603000.0,85509378000.0,86365971000.0,1291368000.0,85074603000.0,-72050986000.0,37607798000.0,15551897000.0,22055901000.0,1055352000.0,8732403000.0,53662811000.0,58177929000.0,58177929000.0,46928444000.0,12806687000.0,-100000.0,1454093000.0,1982312000.0,2503566000.0,3725715000.0,3725715000.0,2671857000.0,2237082000.0,434775000.0,469144000.0,34121757000.0,5453529000.0,1424374000.0,1152906000.0,271468000.0,167520000.0,103948000.0,479667000.0,26764187000.0,1938687000.0,24825500000.0,1938700000.0,1436500000.0,4809037000.0,1082570000.0,18579963000.0,133294415000.0,98970324000.0,1675038000.0,53114000.0,8069700000.0,8069700000.0,10850099000.0,37000.0,576286000.0,246838000.0,246838000.0,246800000.0,329448000.0,329448000.0,48461268000.0,9141431000.0,39319837000.0,29284782000.0,-43730262000.0,73015044000.0,3522857000.0,217931000.0,51856054000.0,2847114000.0,14571088000.0,0.0,34324091000.0,1290589000.0,276180000.0,,12055022000.0,,,,,,8271783000.0,3394114000.0,4877669000.0,,,12430517000.0,313504000.0,12117013000.0,6964480000.0,5152533000.0,2023-06-30
10858139.0,15742975145.0,15753833284.0,3719101000.0,41020769000.0,93974001000.0,3706902000.0,41020769000.0,,90254900000.0,92736900000.0,91561178000.0,1306278000.0,90254900000.0,-71859577000.0,37607798000.0,15551897000.0,22055901000.0,1104747000.0,13770686000.0,53662811000.0,58177929000.0,58177929000.0,46353027000.0,12507260000.0,-100000.0,1151290000.0,2003411000.0,2446704000.0,3956250000.0,3956250000.0,2482000000.0,,2482000000.0,467605000.0,33845767000.0,4754506000.0,1237101000.0,,1237101000.0,1235671000.0,1430000.0,351290000.0,27502870000.0,2257716000.0,25245154000.0,2257700000.0,1470718000.0,5551738000.0,1297735000.0,18222698000.0,137914205000.0,100361536000.0,1627612000.0,55211000.0,9232668000.0,9232668000.0,10733142000.0,440000.0,553138000.0,243688000.0,,243688000.0,309450000.0,309450000.0,49234131000.0,9464770000.0,39769361000.0,28925194000.0,-45190884000.0,74116078000.0,3770635000.0,215135000.0,52548603000.0,2885850000.0,14695854000.0,0.0,37552669000.0,1037654000.0,390207000.0,,10818947000.0,,,,,,7664791000.0,2141278000.0,5523513000.0,,,17641070000.0,227164000.0,17413906000.0,11259888000.0,6154018000.0,2023-09-30
4384418.0,15749448866.0,15753833284.0,3501100000.0,30924000000.0,79511500000.0,-4442000000.0,30924000000.0,2958900000.0,78969300000.0,79360300000.0,80143800000.0,1174500000.0,78969300000.0,-77878000000.0,98669400000.0,,,,,,58177900000.0,58177900000.0,52500500000.0,11495400000.0,,1094900000.0,2011800000.0,2307700000.0,3318400000.0,3318400000.0,2203000000.0,1812000000.0,391000000.0,559600000.0,41005100000.0,4861500000.0,1298100000.0,1146900000.0,151200000.0,151200000.0,0.0,418400000.0,34427100000.0,2128700000.0,32298400000.0,,1526200000.0,7577100000.0,1340500000.0,23195100000.0,132644300000.0,96081200000.0,1520700000.0,57300000.0,7969600000.0,7969600000.0,11325100000.0,1700000.0,531300000.0,242200000.0,242200000.0,,289100000.0,289100000.0,48045300000.0,10041700000.0,38003600000.0,26630200000.0,-43247500000.0,69877700000.0,2546200000.0,,50117800000.0,2925900000.0,14287800000.0,0.0,36563100000.0,1052700000.0,378000000.0,537900000.0,9081100000.0,-142500000.0,,2990300000.0,826500000.0,5406800000.0,9177200000.0,3435700000.0,5741500000.0,-721000000.0,6462500000.0,16336200000.0,277200000.0,16059000000.0,8973600000.0,7085400000.0,2023-12-31
