treasury_shares_number,ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,non_current_accrued_expenses,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_note_receivables,non_current_accounts_receivable,financial_assets,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,land_and_improvements,properties,current_assets,other_current_assets,hedging_assets_current,prepaid_assets,inventory,inventories_adjustments_allowances,finished_goods,work_in_process,raw_materials,receivables,other_receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date,other_equity_adjustments
8548631.0,394589411.0,403138042.0,4260400000.0,3412800000.0,13071200000.0,5081300000.0,3412800000.0,8810800000.0,12325000000.0,8810800000.0,8810800000.0,428300000.0,4641300000.0,9046700000.0,3940800000.0,36300000.0,36300000.0,27489600000.0,9506000000.0,454900000.0,5536900000.0,5269900000.0,267000000.0,3514200000.0,3514200000.0,17983600000.0,,12481000000.0,12481000000.0,746200000.0,746200000.0,4756400000.0,1875900000.0,2880500000.0,315300000.0,2565200000.0,36300400000.0,13235500000.0,15900000.0,71100000.0,652800000.0,1672800000.0,1672800000.0,364400000.0,,0.0,923600000.0,923600000.0,5398000000.0,842400000.0,4555600000.0,4136900000.0,-3045200000.0,7182100000.0,587700000.0,700000.0,3279700000.0,3314000000.0,0.0,23064900000.0,266400000.0,17300000.0,1158500000.0,7199700000.0,-466900000.0,2303800000.0,2163900000.0,3198900000.0,7047000000.0,1488600000.0,234600000.0,5323800000.0,-4100000.0,5327900000.0,7376000000.0,107700000.0,7268300000.0,5744800000.0,1523500000.0,2022-12-31,
,394589597.0,394589597.0,3536000000.0,4417000000.0,3536000000.0,4112700000.0,4417000000.0,9786300000.0,13322300000.0,9786300000.0,9786300000.0,,,,,,,25361300000.0,8413200000.0,436800000.0,4440400000.0,4147400000.0,293000000.0,3536000000.0,3536000000.0,16948100000.0,16948100000.0,,,,,,,,,,35147600000.0,14086800000.0,1012800000.0,,,1667400000.0,1667400000.0,364400000.0,58300000.0,,969600000.0,969600000.0,5369300000.0,813700000.0,4555600000.0,4645000000.0,,4645000000.0,,4645000000.0,,,,21060800000.0,1722400000.0,,,7392000000.0,,,,,5293900000.0,1585600000.0,253600000.0,3454700000.0,,,6652500000.0,4800000.0,6647700000.0,,,2023-03-31,
,393400000.0,393400000.0,4517800000.0,5260100000.0,4517800000.0,5643900000.0,5260100000.0,10604900000.0,15122700000.0,10604900000.0,10604900000.0,,,,,,,26323600000.0,9569300000.0,473400000.0,4578100000.0,4205300000.0,372800000.0,4517800000.0,4517800000.0,16754300000.0,16754300000.0,,,,,,,,,,36928500000.0,14530300000.0,996300000.0,,,1679100000.0,1679100000.0,364400000.0,71700000.0,,1040400000.0,1040400000.0,5344800000.0,789200000.0,4555600000.0,5033600000.0,,5033600000.0,,5033600000.0,,,,22398200000.0,1915300000.0,,,7734400000.0,,,,,6402100000.0,1842700000.0,595800000.0,3963600000.0,,,6346400000.0,5100000.0,6341300000.0,,,2023-06-30,
,394589762.0,394589762.0,4522300000.0,6655700000.0,4522300000.0,5346200000.0,6655700000.0,11994900000.0,16517200000.0,11994900000.0,11994900000.0,,,,,,,25518600000.0,9209100000.0,480400000.0,4206400000.0,3826000000.0,380400000.0,4522300000.0,4522300000.0,16309500000.0,16309500000.0,,,,,,,,,,37513500000.0,15857800000.0,859200000.0,,,1827400000.0,1827400000.0,920700000.0,423400000.0,,1094300000.0,1094300000.0,5339200000.0,756600000.0,4582600000.0,5393600000.0,,5393600000.0,,5393600000.0,,,,21655700000.0,1916800000.0,,,8378500000.0,,,,,6379500000.0,1614700000.0,854300000.0,3910500000.0,,,4980900000.0,5400000.0,4975500000.0,,,2023-09-30,
6162857.0,393421721.0,399584578.0,4631600000.0,8122100000.0,18084000000.0,8119200000.0,8122100000.0,13452400000.0,18083900000.0,13452400000.0,13452400000.0,345000000.0,3306200000.0,12379500000.0,3998100000.0,36000000.0,36000000.0,26505100000.0,10230400000.0,401200000.0,5197700000.0,4825500000.0,372200000.0,4631500000.0,4631500000.0,16274700000.0,,11441000000.0,11441000000.0,100000.0,100000.0,4833600000.0,2177400000.0,2656200000.0,308900000.0,2347300000.0,39957500000.0,15563600000.0,13600000.0,95200000.0,531700000.0,1872300000.0,1872300000.0,929200000.0,60600000.0,11300000.0,919600000.0,919600000.0,5330300000.0,741700000.0,4588600000.0,5799800000.0,-3586600000.0,9386400000.0,779100000.0,600000.0,4283300000.0,4323400000.0,0.0,24393900000.0,92500000.0,19800000.0,1164000000.0,8850700000.0,-693200000.0,2098500000.0,3388100000.0,4057300000.0,7256800000.0,1619300000.0,1303400000.0,4334100000.0,0.0,4334100000.0,7010100000.0,5400000.0,7004700000.0,4516100000.0,2488600000.0,2023-12-31,345000000.0
,394589762.0,394589762.0,4612000000.0,8494400000.0,4612000000.0,8091000000.0,8494400000.0,13794100000.0,18406100000.0,13794100000.0,13794100000.0,,,,,,,25248500000.0,10199800000.0,442700000.0,5145100000.0,4744700000.0,400400000.0,4612000000.0,4612000000.0,15048700000.0,15048700000.0,,,,,,,,,,39042600000.0,15902900000.0,648500000.0,,,1875200000.0,1875200000.0,929500000.0,13800000.0,,951500000.0,951500000.0,5299700000.0,711100000.0,4588600000.0,6184700000.0,,6184700000.0,,6184700000.0,,,,23139700000.0,1890500000.0,,,9864500000.0,,,,,5978600000.0,1743800000.0,649300000.0,3585500000.0,,,5406100000.0,305300000.0,5100800000.0,,,2024-03-31,
