tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,interest_income,interest_income_non_operating
0.0,0.16845,2323600000.0,1816500000.0,183200000.0,3119300000.0,2323600000.0,2140400000.0,-3100000.0,19300000.0,1816500000.0,1816500000.0,4306000000.0,2124200000.0,395200000.0,394900000.0,4.6,4.6,1816500000.0,1816500000.0,,1816500000.0,1816500000.0,1816500000.0,52700000.0,357300000.0,2121100000.0,-3100000.0,,19300000.0,2124200000.0,1186700000.0,906300000.0,280400000.0,3310900000.0,3119300000.0,6430200000.0,6430200000.0,2022-12-31,,
0.0,0.136,2375300000.0,1955800000.0,170300000.0,3333000000.0,2375300000.0,2205000000.0,12200000.0,,1955800000.0,1955800000.0,4541200000.0,2205000000.0,394800000.0,394500000.0,4.95,4.96,1955800000.0,1955800000.0,-41200000.0,1955800000.0,1955800000.0,1955800000.0,41200000.0,302600000.0,2217200000.0,12200000.0,-12200000.0,,2205000000.0,1208200000.0,947900000.0,260300000.0,3413200000.0,3333000000.0,6746200000.0,6746200000.0,2023-03-31,,
0.0,0.177,2444200000.0,1941700000.0,181200000.0,3358300000.0,2444200000.0,2263000000.0,16700000.0,,1941700000.0,1941700000.0,4639300000.0,2263000000.0,394000000.0,393800000.0,4.93,4.93,1941700000.0,1941700000.0,-65900000.0,1941700000.0,1941700000.0,1941700000.0,65900000.0,403900000.0,2279700000.0,16700000.0,-16700000.0,,2263000000.0,1281000000.0,999900000.0,281100000.0,3544000000.0,3358300000.0,6902300000.0,6902300000.0,2023-06-30,,
0.0,0.157,2358600000.0,1893400000.0,176200000.0,3211400000.0,2358600000.0,2182400000.0,7100000.0,,1893400000.0,1893400000.0,4490600000.0,2182400000.0,393700000.0,393400000.0,4.81,4.81,1893400000.0,1893400000.0,,1893400000.0,1893400000.0,1893400000.0,47600000.0,343700000.0,2189500000.0,7100000.0,-7100000.0,,2182400000.0,1279200000.0,991400000.0,287800000.0,3461600000.0,3211400000.0,6673000000.0,6673000000.0,2023-09-30,,
0.0,0.160861,2797900000.0,2048100000.0,212100000.0,3519700000.0,2797900000.0,2585800000.0,5200000.0,,2048100000.0,2048100000.0,4845100000.0,2391900000.0,393800000.0,393400000.0,5.2,5.21,2048100000.0,2048100000.0,,2048100000.0,2048100000.0,2048100000.0,36600000.0,385600000.0,2397100000.0,5200000.0,,,2391900000.0,1325400000.0,1041300000.0,284100000.0,3717300000.0,3519700000.0,7237000000.0,7237000000.0,2023-12-31,,
0.0,0.158,2477400000.0,1941700000.0,214400000.0,3358300000.0,2477400000.0,2263000000.0,16700000.0,,1941700000.0,1941700000.0,4639300000.0,2263000000.0,394000000.0,393800000.0,4.93,4.93,1941700000.0,1941700000.0,,1941700000.0,1941700000.0,1941700000.0,65900000.0,403900000.0,2279700000.0,16700000.0,,,2263000000.0,1281000000.0,999900000.0,281100000.0,3544000000.0,3358300000.0,6902300000.0,6902300000.0,2024-03-31,16700000.0,16700000.0
