ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,current_notes_payable,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,buildings_and_improvements,properties,current_assets,other_current_assets,inventory,finished_goods,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,cash_financial,date
69681891.0,69681891.0,4511900000.0,6954100000.0,1302400000.0,8766400000.0,-48900000.0,1302400000.0,2335700000.0,4148000000.0,5694900000.0,4174800000.0,26800000.0,4148000000.0,-335300000.0,-335300000.0,4483300000.0,0.0,0.0,0.0,0.0,9939800000.0,5226700000.0,223100000.0,1121000000.0,1121000000.0,3882600000.0,2335700000.0,1546900000.0,4713100000.0,3071500000.0,3071500000.0,75200000.0,2996300000.0,2996300000.0,1641600000.0,788100000.0,853500000.0,853500000.0,14114600000.0,9450400000.0,55300000.0,1636900000.0,1636900000.0,2845600000.0,690900000.0,2154700000.0,4912600000.0,-902300000.0,5814900000.0,2416100000.0,960900000.0,2437900000.0,0.0,4664200000.0,141900000.0,3509100000.0,3257900000.0,251200000.0,906700000.0,906700000.0,-6600000.0,913300000.0,106500000.0,106500000.0,106500000.0,2022-12-31
69000558.0,69000558.0,4496800000.0,6899900000.0,1468500000.0,8920700000.0,62000000.0,1468500000.0,2302500000.0,4323300000.0,5943100000.0,4351400000.0,28100000.0,4323300000.0,-312500000.0,-312500000.0,4635800000.0,0.0,0.0,0.0,0.0,10044400000.0,5283500000.0,223200000.0,1138000000.0,1138000000.0,3922300000.0,2302500000.0,1619800000.0,4760900000.0,2977600000.0,2977600000.0,81500000.0,2896100000.0,2896100000.0,1783300000.0,861100000.0,922200000.0,922200000.0,14395800000.0,9572900000.0,56200000.0,1719500000.0,1719500000.0,2854800000.0,692300000.0,2162500000.0,4942400000.0,,4942400000.0,4942400000.0,,,,4822900000.0,171700000.0,3630400000.0,3345400000.0,285000000.0,920200000.0,920200000.0,-6700000.0,926900000.0,100600000.0,100600000.0,100600000.0,2023-03-31
67305089.0,67305089.0,4795900000.0,7224100000.0,1454600000.0,9297600000.0,17900000.0,1454600000.0,2308600000.0,4382100000.0,5995700000.0,4409700000.0,27600000.0,4382100000.0,-275800000.0,-275800000.0,4657900000.0,0.0,0.0,0.0,0.0,10387200000.0,5318700000.0,239900000.0,1156600000.0,1156600000.0,3922200000.0,2308600000.0,1613600000.0,5068500000.0,3301900000.0,3301900000.0,130100000.0,,3171800000.0,1766600000.0,823100000.0,943500000.0,943500000.0,14796900000.0,9710500000.0,60300000.0,1709100000.0,1709100000.0,2927500000.0,718600000.0,2208900000.0,5013600000.0,,5013600000.0,5013600000.0,,,,5086400000.0,194900000.0,3881300000.0,3550900000.0,330400000.0,890600000.0,890600000.0,-6700000.0,897300000.0,119600000.0,119600000.0,119600000.0,2023-06-30
67214126.0,67214126.0,4646000000.0,7051800000.0,1539900000.0,9273800000.0,29500000.0,1539900000.0,2301400000.0,4523400000.0,6060700000.0,4551100000.0,27700000.0,4523400000.0,-341600000.0,-341600000.0,4865000000.0,0.0,0.0,0.0,0.0,10258900000.0,5309800000.0,259600000.0,1211500000.0,1211500000.0,3838700000.0,2301400000.0,1537300000.0,4949100000.0,3213100000.0,3213100000.0,170000000.0,,3043100000.0,1736000000.0,813900000.0,922100000.0,922100000.0,14810000000.0,9831400000.0,61400000.0,1753300000.0,1753300000.0,2983500000.0,737400000.0,2246100000.0,5033200000.0,,5033200000.0,5033200000.0,,,,4978600000.0,215200000.0,3700200000.0,3328900000.0,371300000.0,958800000.0,958800000.0,-7100000.0,965900000.0,104400000.0,104400000.0,104400000.0,2023-09-30
67111181.0,67111181.0,5304300000.0,7736700000.0,1743100000.0,10126900000.0,21800000.0,1743100000.0,2336000000.0,4726200000.0,6145700000.0,4755600000.0,29400000.0,4726200000.0,-264100000.0,-264100000.0,4990300000.0,0.0,0.0,0.0,0.0,10915900000.0,5258000000.0,270800000.0,1231700000.0,1231700000.0,3755500000.0,2336000000.0,1419500000.0,5657900000.0,3981200000.0,3981200000.0,209700000.0,,3771500000.0,1676700000.0,809800000.0,866900000.0,866900000.0,15671500000.0,9991800000.0,63100000.0,1774900000.0,1774900000.0,2983100000.0,748200000.0,2234900000.0,5170700000.0,-1022100000.0,6192800000.0,2405500000.0,1024100000.0,2763200000.0,0.0,5679700000.0,175600000.0,4293100000.0,3837500000.0,455600000.0,1114600000.0,1114600000.0,-6800000.0,1121400000.0,96400000.0,96400000.0,,2023-12-31
