free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,purchase_of_business,net_intangibles_purchase_and_sale,sale_of_intangibles,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_from_discontinued_operating_activities,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,net_income_from_continuing_operations,date
164000000.0,-284500000.0,-501500000.0,669900000.0,-86800000.0,36000000.0,89600000.0,106500000.0,92300000.0,3500000.0,10700000.0,-182700000.0,-182700000.0,-26100000.0,-40500000.0,,-284500000.0,-284500000.0,168400000.0,168400000.0,-2015500000.0,,0.0,1514000000.0,-1514000000.0,-57400000.0,-57400000.0,-3700000.0,0.0,0.0,13100000.0,13100000.0,-66800000.0,20000000.0,-86800000.0,250800000.0,0.0,250800000.0,-174200000.0,43400000.0,85100000.0,85100000.0,-64100000.0,-247500000.0,-55200000.0,-55200000.0,10500000.0,10500000.0,32200000.0,32200000.0,32200000.0,83000000.0,83000000.0,299300000.0,2022-12-31
208800000.0,-110200000.0,-669000000.0,611700000.0,-102400000.0,47700000.0,23900000.0,100600000.0,106500000.0,200000.0,-6100000.0,-211800000.0,-211800000.0,-2000000.0,-42300000.0,-42300000.0,-110200000.0,-110200000.0,-57300000.0,-33400000.0,-645100000.0,611700000.0,-23900000.0,-23900000.0,,-105500000.0,-105500000.0,-3100000.0,0.0,0.0,,,-102400000.0,0.0,-102400000.0,311200000.0,,311200000.0,46100000.0,11800000.0,139700000.0,139700000.0,131600000.0,-95200000.0,-10200000.0,-10200000.0,13700000.0,13700000.0,33900000.0,33900000.0,33900000.0,-82100000.0,-82100000.0,299600000.0,2023-03-31
210200000.0,-217900000.0,-621400000.0,744000000.0,-83100000.0,66600000.0,188500000.0,119600000.0,100600000.0,-600000.0,19600000.0,-117800000.0,-117800000.0,-22500000.0,-44900000.0,-44900000.0,-217900000.0,-217900000.0,167500000.0,98700000.0,-645300000.0,744000000.0,68800000.0,,,-155900000.0,-155900000.0,-2200000.0,-80500000.0,-80500000.0,,,-73200000.0,9900000.0,-83100000.0,293300000.0,,293300000.0,-21700000.0,53200000.0,67400000.0,67400000.0,-37200000.0,-179000000.0,36700000.0,36700000.0,12400000.0,12400000.0,34100000.0,34100000.0,34100000.0,-34100000.0,-34100000.0,302600000.0,2023-06-30
331100000.0,-13100000.0,-1048900000.0,925100000.0,-86600000.0,42500000.0,50100000.0,104400000.0,119600000.0,-1300000.0,-13900000.0,-231300000.0,-231300000.0,-900000.0,-48600000.0,-48600000.0,-13100000.0,-13100000.0,-168700000.0,-207700000.0,1148000000.0,,39000000.0,,,-200300000.0,-200300000.0,-3700000.0,-130800000.0,-130800000.0,,,-65800000.0,20800000.0,-86600000.0,417700000.0,,417700000.0,104100000.0,-1600000.0,75400000.0,75400000.0,8300000.0,112000000.0,-81700000.0,-81700000.0,62200000.0,62200000.0,35400000.0,35400000.0,35400000.0,-48400000.0,-48400000.0,264400000.0,2023-09-30
-31800000.0,-17500000.0,-888500000.0,989200000.0,-103200000.0,57500000.0,25600000.0,96400000.0,104400000.0,1400000.0,-9400000.0,29800000.0,29800000.0,-100000.0,-53300000.0,,-17500000.0,-17500000.0,100700000.0,111400000.0,-3085400000.0,,-10700000.0,2196900000.0,-2207600000.0,-110600000.0,-110600000.0,-3800000.0,-3600000.0,-3600000.0,,,-103200000.0,0.0,-103200000.0,71400000.0,,71400000.0,-202400000.0,76900000.0,364200000.0,364200000.0,-115700000.0,-504000000.0,-139500000.0,-139500000.0,13500000.0,13500000.0,37600000.0,37600000.0,37600000.0,-10000000.0,-10000000.0,192000000.0,2023-12-31
