free_cash_flow,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,amortization_of_securities,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
95614000.0,-32843000.0,,3003000.0,1084945000.0,1013210000.0,71735000.0,980000.0,980000.0,-2000.0,982000.0,-57702000.0,-57702000.0,-24859000.0,186096000.0,-210955000.0,0.0,0.0,-25202000.0,-25202000.0,-7641000.0,128457000.0,128457000.0,46465000.0,-74932000.0,-8287000.0,6627000.0,3627000.0,3000000.0,3000000.0,-7579000.0,130636000.0,130636000.0,29468000.0,105173000.0,-165000.0,65000.0,65000.0,14428000.0,14428000.0,2552000.0,2552000.0,11876000.0,1185000.0,1185000.0,-68162000.0,2022-10-31
62818000.0,-26663000.0,,5000.0,1257012000.0,1084945000.0,172067000.0,12532000.0,12532000.0,0.0,12532000.0,70054000.0,70054000.0,96717000.0,400705000.0,-303988000.0,0.0,0.0,-18681000.0,-18681000.0,-7982000.0,89481000.0,89481000.0,-8249000.0,83941000.0,-6633000.0,4500000.0,2272000.0,2228000.0,2228000.0,-221000.0,-89836000.0,-89836000.0,32038000.0,109738000.0,-1268000.0,-56000.0,-56000.0,15916000.0,15916000.0,2551000.0,2551000.0,13365000.0,,,-57453000.0,2023-01-31
73886000.0,-34583000.0,0.0,3574000.0,1275297000.0,1257012000.0,18285000.0,1090000.0,1090000.0,0.0,1090000.0,-91274000.0,-91274000.0,-41048000.0,186448000.0,-227496000.0,-15643000.0,-15643000.0,-26244000.0,-26244000.0,-8339000.0,108469000.0,108469000.0,-3014000.0,45614000.0,-8683000.0,-345000.0,8962000.0,-9307000.0,-9307000.0,-21805000.0,-17795000.0,-17795000.0,34014000.0,107819000.0,-1956000.0,149000.0,149000.0,17503000.0,17503000.0,2975000.0,2975000.0,14528000.0,,,-46046000.0,2023-04-30
101301000.0,-34635000.0,719000.0,8358000.0,1262206000.0,1275297000.0,-13091000.0,31388000.0,31388000.0,-215000.0,31603000.0,-180415000.0,-180415000.0,-145780000.0,179130000.0,-324910000.0,0.0,0.0,-27070000.0,-27070000.0,-7565000.0,135936000.0,135936000.0,-6629000.0,211529000.0,-8594000.0,7616000.0,11953000.0,-4337000.0,-4337000.0,-10317000.0,-206863000.0,-206863000.0,38484000.0,122104000.0,-3193000.0,194000.0,194000.0,18969000.0,18969000.0,2982000.0,2982000.0,15987000.0,,,-30674000.0,2023-07-31
224718000.0,-36088000.0,,5286000.0,1361723000.0,1262206000.0,99517000.0,1256000.0,1256000.0,,1256000.0,-162545000.0,-162545000.0,-122080000.0,253849000.0,-375929000.0,-4377000.0,-4377000.0,-28659000.0,-28659000.0,-7429000.0,260806000.0,260806000.0,107809000.0,-107066000.0,-11011000.0,9455000.0,4859000.0,4596000.0,4596000.0,1349000.0,215082000.0,215082000.0,42022000.0,129138000.0,-3199000.0,-43000.0,-43000.0,16998000.0,16998000.0,3036000.0,3036000.0,13962000.0,1564000.0,1564000.0,-33483000.0,2023-10-31
100788000.0,-41281000.0,,6223000.0,1438586000.0,1361723000.0,76863000.0,20999000.0,20999000.0,,20999000.0,-86205000.0,-86205000.0,-44924000.0,342943000.0,-387867000.0,0.0,0.0,-30894000.0,-30894000.0,-10387000.0,142069000.0,142069000.0,-26349000.0,102361000.0,-11466000.0,-5847000.0,1161000.0,-7008000.0,-7008000.0,1311000.0,-112708000.0,-112708000.0,44473000.0,140432000.0,-6383000.0,-1394000.0,-1394000.0,18482000.0,18482000.0,3083000.0,3083000.0,15399000.0,1277000.0,1277000.0,-28469000.0,2024-01-31
