tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,restructuring_and_mergern_acquisition,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,selling_general_and_administration,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,interest_income,interest_income_non_operating
-4773584.90566,0.207547,208000000.0,-23000000.0,-23000000.0,117000000.0,1378000000.0,185000000.0,185000000.0,-26000000.0,26000000.0,135226415.09434,117000000.0,1715000000.0,185000000.0,227000000.0,225300000.0,0.51,0.510431,114000000.0,114000000.0,3000000.0,117000000.0,-9000000.0,126000000.0,126000000.0,33000000.0,159000000.0,-23000000.0,0.0,-26000000.0,0.0,0.0,0.0,3000000.0,-26000000.0,26000000.0,208000000.0,337000000.0,337000000.0,337000000.0,334000000.0,3000000.0,545000000.0,1378000000.0,1923000000.0,1923000000.0,2022-12-31,,
660000.0,0.22,310000000.0,3000000.0,3000000.0,205000000.0,1310000000.0,313000000.0,313000000.0,-28000000.0,28000000.0,202660000.0,205000000.0,1667000000.0,315000000.0,227000000.0,226000000.0,0.9,0.91,205000000.0,205000000.0,0.0,205000000.0,-16000000.0,221000000.0,221000000.0,64000000.0,285000000.0,1000000.0,-2000000.0,0.0,0.0,0.0,,3000000.0,-28000000.0,28000000.0,312000000.0,357000000.0,357000000.0,357000000.0,354000000.0,3000000.0,669000000.0,1310000000.0,1979000000.0,1979000000.0,2023-03-31,,
0.0,0.26,402000000.0,0.0,0.0,263000000.0,1358000000.0,402000000.0,402000000.0,-28000000.0,28000000.0,263000000.0,263000000.0,1727000000.0,403000000.0,226000000.0,225000000.0,1.16,1.17,263000000.0,263000000.0,0.0,263000000.0,-15000000.0,278000000.0,278000000.0,96000000.0,374000000.0,2000000.0,2000000.0,0.0,0.0,0.0,,,-28000000.0,28000000.0,400000000.0,369000000.0,369000000.0,369000000.0,366000000.0,3000000.0,769000000.0,1358000000.0,2127000000.0,2127000000.0,2023-06-30,,
-1000000.0,0.25,376000000.0,-4000000.0,-4000000.0,249000000.0,1235000000.0,372000000.0,372000000.0,-26000000.0,26000000.0,252000000.0,249000000.0,1599000000.0,383000000.0,226000000.0,225000000.0,1.1,1.11,249000000.0,249000000.0,0.0,249000000.0,-11000000.0,260000000.0,260000000.0,86000000.0,346000000.0,-8000000.0,-3000000.0,0.0,0.0,0.0,-1000000.0,-4000000.0,-26000000.0,26000000.0,380000000.0,364000000.0,364000000.0,364000000.0,361000000.0,3000000.0,744000000.0,1235000000.0,1979000000.0,1979000000.0,2023-09-30,,
-1236051.502146,0.137339,266000000.0,-9000000.0,-9000000.0,191000000.0,1228000000.0,257000000.0,257000000.0,-20000000.0,24000000.0,198763948.497854,191000000.0,1619000000.0,247000000.0,224000000.0,220600000.0,0.85,0.86582,191000000.0,191000000.0,0.0,191000000.0,-10000000.0,201000000.0,201000000.0,32000000.0,233000000.0,-10000000.0,-1000000.0,-15000000.0,0.0,0.0,0.0,,-20000000.0,24000000.0,263000000.0,391000000.0,391000000.0,391000000.0,392000000.0,-1000000.0,654000000.0,1228000000.0,1882000000.0,1882000000.0,2023-12-31,4000000.0,4000000.0
0.0,0.21,314000000.0,,,215000000.0,1241000000.0,314000000.0,314000000.0,-25000000.0,25000000.0,215000000.0,215000000.0,1608000000.0,318000000.0,221000000.0,221000000.0,0.97,0.97,215000000.0,215000000.0,0.0,215000000.0,-14000000.0,229000000.0,229000000.0,60000000.0,289000000.0,-5000000.0,-5000000.0,,,,,,-25000000.0,25000000.0,318000000.0,367000000.0,367000000.0,,,,685000000.0,1241000000.0,1926000000.0,1926000000.0,2024-03-31,,
