ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,preferred_securities_outside_stock_equity,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,current_notes_payable,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,other_investments,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number,other_equity_interest,other_current_borrowings
225300000.0,225300000.0,2699000000.0,3445000000.0,-1367000000.0,2671000000.0,1057000000.0,-1367000000.0,294000000.0,-480000000.0,2466000000.0,-242000000.0,238000000.0,-480000000.0,226000000.0,226000000.0,-947000000.0,16000000.0,225000000.0,225000000.0,0.0,5429000000.0,3540000000.0,339000000.0,,3201000000.0,255000000.0,2946000000.0,1889000000.0,61000000.0,61000000.0,244000000.0,39000000.0,205000000.0,205000000.0,41000000.0,20000000.0,1523000000.0,582000000.0,30000000.0,941000000.0,64000000.0,48000000.0,877000000.0,5187000000.0,2241000000.0,31000000.0,60000000.0,60000000.0,22000000.0,12000000.0,10000000.0,887000000.0,350000000.0,537000000.0,1241000000.0,-1191000000.0,2432000000.0,266000000.0,1520000000.0,579000000.0,67000000.0,0.0,2946000000.0,109000000.0,1236000000.0,715000000.0,113000000.0,408000000.0,1149000000.0,1149000000.0,,,452000000.0,452000000.0,2022-12-31,,,
225088525.0,225088525.0,2849000000.0,3613000000.0,-1263000000.0,2980000000.0,1130000000.0,-1263000000.0,254000000.0,-379000000.0,2567000000.0,-120000000.0,259000000.0,-379000000.0,243000000.0,243000000.0,-847000000.0,0.0,225000000.0,225000000.0,0.0,5550000000.0,3532000000.0,332000000.0,20000000.0,3200000000.0,254000000.0,2946000000.0,2018000000.0,,,413000000.0,,413000000.0,413000000.0,,,1605000000.0,692000000.0,,913000000.0,,,913000000.0,5430000000.0,2282000000.0,113000000.0,,,,,,884000000.0,344000000.0,540000000.0,1285000000.0,,1285000000.0,1285000000.0,,,,,3148000000.0,113000000.0,1196000000.0,750000000.0,108000000.0,338000000.0,1329000000.0,1329000000.0,-8000000.0,1337000000.0,510000000.0,510000000.0,2023-03-31,,,
224926048.0,224926048.0,2645000000.0,3277000000.0,-1069000000.0,2833000000.0,1258000000.0,-1069000000.0,252000000.0,-192000000.0,2754000000.0,28000000.0,220000000.0,-192000000.0,241000000.0,241000000.0,-671000000.0,13000000.0,225000000.0,225000000.0,0.0,5280000000.0,3531000000.0,333000000.0,,3198000000.0,252000000.0,2946000000.0,1749000000.0,,,79000000.0,,79000000.0,79000000.0,,,1670000000.0,712000000.0,,958000000.0,,,958000000.0,5308000000.0,2301000000.0,97000000.0,,,,,,877000000.0,337000000.0,540000000.0,1327000000.0,,1327000000.0,1327000000.0,,,,,3007000000.0,112000000.0,1144000000.0,717000000.0,99000000.0,328000000.0,1371000000.0,1371000000.0,-9000000.0,1380000000.0,380000000.0,380000000.0,2023-06-30,,,
224500911.0,224500911.0,2452000000.0,3272000000.0,-1044000000.0,2956000000.0,1302000000.0,-1044000000.0,260000000.0,-56000000.0,2890000000.0,167000000.0,223000000.0,-56000000.0,223000000.0,223000000.0,-507000000.0,4000000.0,224000000.0,224000000.0,0.0,5204000000.0,3542000000.0,336000000.0,,3206000000.0,260000000.0,2946000000.0,1662000000.0,,,66000000.0,,66000000.0,66000000.0,,,1596000000.0,752000000.0,,844000000.0,,,844000000.0,5371000000.0,2407000000.0,72000000.0,,,,,,988000000.0,395000000.0,593000000.0,1347000000.0,,1347000000.0,1347000000.0,,,,,2964000000.0,113000000.0,1046000000.0,651000000.0,95000000.0,300000000.0,1245000000.0,1245000000.0,-9000000.0,1254000000.0,560000000.0,560000000.0,2023-09-30,,,
220600000.0,220600000.0,2314000000.0,3206000000.0,-1106000000.0,2822000000.0,1161000000.0,-1106000000.0,258000000.0,-126000000.0,2819000000.0,116000000.0,242000000.0,-126000000.0,249000000.0,249000000.0,-596000000.0,0.0,221000000.0,221000000.0,0.0,5247000000.0,3552000000.0,349000000.0,,3203000000.0,258000000.0,2945000000.0,1695000000.0,,,3000000.0,,3000000.0,,,,1692000000.0,852000000.0,,840000000.0,,,840000000.0,5363000000.0,2509000000.0,139000000.0,,,,,,980000000.0,377000000.0,603000000.0,1390000000.0,-1272000000.0,2662000000.0,268000000.0,1666000000.0,632000000.0,96000000.0,0.0,2856000000.0,110000000.0,1022000000.0,630000000.0,94000000.0,298000000.0,1090000000.0,1090000000.0,,,634000000.0,634000000.0,2023-12-31,0.0,,3000000.0
220244380.0,220244380.0,2629000000.0,3249000000.0,-1039000000.0,2922000000.0,1209000000.0,-1039000000.0,252000000.0,-75000000.0,2870000000.0,157000000.0,232000000.0,-75000000.0,231000000.0,231000000.0,-527000000.0,0.0,220000000.0,220000000.0,0.0,5179000000.0,3538000000.0,341000000.0,,3197000000.0,252000000.0,2945000000.0,1641000000.0,,,52000000.0,,52000000.0,52000000.0,,,1589000000.0,690000000.0,,899000000.0,,,899000000.0,5336000000.0,2485000000.0,148000000.0,,,,,,964000000.0,367000000.0,597000000.0,1373000000.0,,1373000000.0,1373000000.0,,,,,2850000000.0,113000000.0,1059000000.0,661000000.0,92000000.0,306000000.0,1310000000.0,1310000000.0,-9000000.0,1319000000.0,368000000.0,368000000.0,2024-03-31,,1000000.0,
