ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,tradeand_other_payables_non_current,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,hedging_assets_current,prepaid_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number
257011628.0,257011628.0,899700000.0,12221100000.0,13912700000.0,10492700000.0,12221100000.0,899700000.0,13912700000.0,13912700000.0,13912700000.0,13912700000.0,800000.0,800000.0,6522800000.0,7386500000.0,2600000.0,2600000.0,0.0,4238200000.0,1496100000.0,233000000.0,452800000.0,810300000.0,810300000.0,2742100000.0,62500000.0,159600000.0,159600000.0,89400000.0,89400000.0,2430600000.0,1788400000.0,642200000.0,215000000.0,123300000.0,303900000.0,18150900000.0,4916100000.0,521800000.0,1246900000.0,1246900000.0,,,,1691600000.0,603600000.0,1088000000.0,1455800000.0,-1027300000.0,2483100000.0,410900000.0,347400000.0,788600000.0,903100000.0,33100000.0,0.0,13234800000.0,74400000.0,47500000.0,431600000.0,460600000.0,161800000.0,260700000.0,38100000.0,1442200000.0,1442200000.0,10778500000.0,274500000.0,10504000000.0,2022-12-31,
257509761.0,257509761.0,789200000.0,12740700000.0,14432300000.0,9939500000.0,12740700000.0,789200000.0,14432300000.0,14432300000.0,14432300000.0,14432300000.0,-13100000.0,-13100000.0,7222600000.0,7220200000.0,2600000.0,2600000.0,0.0,4541900000.0,1515700000.0,726500000.0,,789200000.0,789200000.0,3026200000.0,377000000.0,,,,,2649200000.0,2326000000.0,323200000.0,,,323200000.0,18974200000.0,6008500000.0,427500000.0,1359900000.0,1359900000.0,1081500000.0,1081500000.0,1081500000.0,1691600000.0,603600000.0,1088000000.0,1448000000.0,,1448000000.0,,1448000000.0,,,,,12965700000.0,468700000.0,,,535100000.0,135900000.0,341100000.0,58100000.0,1547800000.0,1547800000.0,10414100000.0,1124200000.0,9289900000.0,2023-03-31,
257792648.0,257792648.0,767600000.0,13778600000.0,15470200000.0,10520800000.0,13778600000.0,767600000.0,15470200000.0,15470200000.0,15470200000.0,15470200000.0,-39800000.0,-39800000.0,8138300000.0,7369100000.0,2600000.0,2600000.0,0.0,4879000000.0,1526900000.0,759300000.0,,767600000.0,767600000.0,3352100000.0,391000000.0,,,,,2961100000.0,2598100000.0,363000000.0,,,363000000.0,20349200000.0,6476300000.0,442700000.0,1538000000.0,1538000000.0,1357300000.0,1357300000.0,1357300000.0,1691600000.0,603600000.0,1088000000.0,1446700000.0,,1446700000.0,,1446700000.0,,,,,13872900000.0,476900000.0,,,603500000.0,132800000.0,398900000.0,71800000.0,1556200000.0,1556200000.0,11236300000.0,1085200000.0,10151100000.0,2023-06-30,
257828508.0,257828508.0,744700000.0,14821200000.0,16512800000.0,11096400000.0,14821200000.0,744700000.0,16512800000.0,16512800000.0,16512800000.0,16512800000.0,-3000000.0,-3000000.0,9173600000.0,7339600000.0,2600000.0,2600000.0,0.0,5213400000.0,1614000000.0,869300000.0,,744700000.0,744700000.0,3599400000.0,316200000.0,,,,,3283200000.0,2907300000.0,375900000.0,,,375900000.0,21726200000.0,7030400000.0,475200000.0,1729100000.0,1729100000.0,1700000000.0,1700000000.0,1700000000.0,1691600000.0,603600000.0,1088000000.0,1434500000.0,,1434500000.0,,1434500000.0,,,,,14695800000.0,540200000.0,,,688700000.0,112900000.0,498300000.0,77500000.0,1538700000.0,1538700000.0,11928200000.0,818000000.0,11110200000.0,2023-09-30,
257695221.0,257695221.0,808400000.0,15652500000.0,17580400000.0,10596800000.0,15652500000.0,808400000.0,17580400000.0,17580400000.0,17580400000.0,17580400000.0,-14300000.0,-14300000.0,10142400000.0,7449700000.0,2600000.0,2600000.0,0.0,5149800000.0,1602400000.0,196300000.0,681400000.0,724700000.0,724700000.0,3547400000.0,273200000.0,170300000.0,170300000.0,83700000.0,83700000.0,3020200000.0,2318200000.0,702000000.0,237600000.0,99500000.0,364900000.0,22730200000.0,8586000000.0,895300000.0,1812100000.0,1812100000.0,2497800000.0,2497800000.0,2497800000.0,1927900000.0,839900000.0,1088000000.0,1452900000.0,-1188900000.0,2641800000.0,474600000.0,293600000.0,911900000.0,928600000.0,33100000.0,0.0,14144200000.0,84300000.0,1800000.0,537600000.0,738800000.0,135000000.0,525100000.0,78700000.0,1563400000.0,1563400000.0,11218300000.0,849200000.0,10369100000.0,2023-12-31,0.0
